GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	A0A024RBG1	NUDT4B	GO:0005634	nucleus	C
UniProtKB	A0A087WUV0	ZNF892	GO:0005634	nucleus	C
UniProtKB	A0A087WUV0	ZNF892	GO:0005634	nucleus	C
UniProtKB	A0A087WUV0	ZNF892	GO:0005654	nucleoplasm	C
UniProtKB	A0A0C5B5G6	MT-RNR1	GO:0005634	nucleus	C
UniProtKB	A0A0C5B5G6	MT-RNR1	GO:0005634	nucleus	C
UniProtKB	A0A0J9YX57	MAGEB6B	GO:0005634	nucleus	C
UniProtKB	A0A0U1RQI7	KLF18	GO:0005634	nucleus	C
UniProtKB	A0A0U1RQI7	KLF18	GO:0005634	nucleus	C
UniProtKB	A0A1B0GTH6	CSNK2A2IP	GO:0005634	nucleus	C
UniProtKB	A0A1B0GTS1	HSFX4	GO:0005634	nucleus	C
UniProtKB	A0A1B0GTS1	HSFX4	GO:0005634	nucleus	C
UniProtKB	A0A1B0GTU1	ZC3H11B	GO:0005634	nucleus	C
UniProtKB	A0A1B0GUS4	UBE2L5	GO:0005634	nucleus	C
UniProtKB	A0A1B0GVS7	MDFIC2	GO:0005634	nucleus	C
UniProtKB	A0A1B0GVX0	LITAFD	GO:0005634	nucleus	C
UniProtKB	A0A1B0GVZ6	MBD3L2B	GO:0005634	nucleus	C
UniProtKB	A0A1B0GVZ6	MBD3L2B	GO:0005634	nucleus	C
UniProtKB	A0A1B0GWH4	HSFX3	GO:0005634	nucleus	C
UniProtKB	A0A1B0GWH4	HSFX3	GO:0005634	nucleus	C
UniProtKB	A0A1W2PP81	TAF11L5	GO:0005634	nucleus	C
UniProtKB	A0A1W2PP81	TAF11L5	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PP81	TAF11L5	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPD8	KDM4F	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPD8	KDM4F	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPE2	TAF11L4	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPE2	TAF11L4	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPE2	TAF11L4	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPF3	DUXB	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPF3	DUXB	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPF3	DUXB	GO:0005654	nucleoplasm	C
UniProtKB	A0A1W2PPH5	TAF11L13	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPH5	TAF11L13	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPH5	TAF11L13	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPK0	CPHXL2	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPK0	CPHXL2	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPL8	TAF11L14	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPL8	TAF11L14	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPL8	TAF11L14	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPM1	CPHXL	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPM1	CPHXL	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPW3	TAF11L12	GO:0005634	nucleus	C
UniProtKB	A0A1W2PPW3	TAF11L12	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PPW3	TAF11L12	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PQ09	TAF11L11	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQ09	TAF11L11	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PQ09	TAF11L11	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PQ27	SSU72L1	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQ27	SSU72L1	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	C
UniProtKB	A0A1W2PQ64	SSU72L5	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQ64	SSU72L5	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	C
UniProtKB	A0A1W2PQ73	ERFL	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQ73	ERFL	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQC6	SSU72L4	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQC6	SSU72L4	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	C
UniProtKB	A0A1W2PQD8	SSU72L2	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQD8	SSU72L2	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	C
UniProtKB	A0A1W2PQJ5	SSU72L3	GO:0005634	nucleus	C
UniProtKB	A0A1W2PQJ5	SSU72L3	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	C
UniProtKB	A0A1W2PQL4	ZNF722	GO:0005634	nucleus	C
UniProtKB	A0A1W2PR48	TLE7	GO:0005634	nucleus	C
UniProtKB	A0A1W2PR48	TLE7	GO:0005634	nucleus	C
UniProtKB	A0A1W2PR64	TAF11L9	GO:0005634	nucleus	C
UniProtKB	A0A1W2PR64	TAF11L9	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PR64	TAF11L9	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PR75	SSU72L6	GO:0005634	nucleus	C
UniProtKB	A0A1W2PR75	SSU72L6	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	C
UniProtKB	A0A1W2PRP0	FOXL3	GO:0005634	nucleus	C
UniProtKB	A0A1W2PRV1	TAF11L3	GO:0005634	nucleus	C
UniProtKB	A0A1W2PRV1	TAF11L3	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A1W2PRV1	TAF11L3	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A0A2R8Y4L2	HNRNPA1L3	GO:0005634	nucleus	C
UniProtKB	A0A2R8Y4L2	HNRNPA1L3	GO:0005654	nucleoplasm	C
UniProtKB	A0A2R8Y4L2	HNRNPA1L3	GO:0071013	catalytic step 2 spliceosome	C
UniProtKB	A0A2R8Y619	H2BK1	GO:0005634	nucleus	C
UniProtKB	A0A2R8Y619	H2BK1	GO:0005634	nucleus	C
UniProtKB	A0A2Z4LIS9	FOXO3B	GO:0005634	nucleus	C
UniProtKB	A0A3B3IS91	POLGARF	GO:0005730	nucleolus	C
UniProtKB	A0A3B3IS91	POLGARF	GO:0005730	nucleolus	C
UniProtKB	A0A3B3IU46	RAMACL	GO:0005634	nucleus	C
UniProtKB	A0A3B3IU46	RAMACL	GO:0031533	mRNA capping enzyme complex	C
UniProtKB	A0A3B3IU46	RAMACL	GO:0031533	mRNA capping enzyme complex	C
UniProtKB	A0A3B3IU63	H2AL3	GO:0005634	nucleus	C
UniProtKB	A0A3B3IU63	H2AL3	GO:0005634	nucleus	C
UniProtKB	A0A455ZAR2	LINC-PINT	GO:0005634	nucleus	C
UniProtKB	A0A455ZAR2	LINC-PINT	GO:0005634	nucleus	C
UniProtKB	A0A494C1R9	TSPY9	GO:0005634	nucleus	C
UniProtKB	A0A494C1R9	TSPY9	GO:0005634	nucleus	C
UniProtKB	A0A590UK83	SMIM45	GO:0005634	nucleus	C
UniProtKB	A0A590UK83	SMIM45	GO:0005634	nucleus	C
UniProtKB	A0A5F9ZHS7	NFILZ	GO:0005634	nucleus	C
UniProtKB	A0A5F9ZHS7	NFILZ	GO:0005634	nucleus	C
UniProtKB	A0A6I8PU40	TUG1	GO:0005634	nucleus	C
UniProtKB	A0A6I8PU40	TUG1	GO:0031965	nuclear membrane	C
UniProtKB	A0A7P0TBJ1	HAPSTR2	GO:0005634	nucleus	C
UniProtKB	A0A7P0TBJ1	HAPSTR2	GO:0005634	nucleus	C
UniProtKB	A0A8I5KQE6	RPSA2	GO:0005634	nucleus	C
UniProtKB	A0AV96	RBM47	GO:0005634	nucleus	C
UniProtKB	A0AV96	RBM47	GO:0005634	nucleus	C
UniProtKB	A0AV96	RBM47	GO:0005634	nucleus	C
UniProtKB	A0AV96	RBM47	GO:0005634	nucleus	C
UniProtKB	A0AV96	RBM47	GO:0005634	nucleus	C
UniProtKB	A0AV96	RBM47	GO:0030895	apolipoprotein B mRNA editing enzyme complex	C
UniProtKB	A0AV96	RBM47	GO:0030895	apolipoprotein B mRNA editing enzyme complex	C
UniProtKB	A0AVK6	E2F8	GO:0005634	nucleus	C
UniProtKB	A0AVK6	E2F8	GO:0005654	nucleoplasm	C
UniProtKB	A0AVK6	E2F8	GO:0005654	nucleoplasm	C
UniProtKB	A0AVK6	E2F8	GO:0005654	nucleoplasm	C
UniProtKB	A0AVK6	E2F8	GO:0005654	nucleoplasm	C
UniProtKB	A0AVK6	E2F8	GO:0005730	nucleolus	C
UniProtKB	A0AVK6	E2F8	GO:0090575	RNA polymerase II transcription regulator complex	C
UniProtKB	A0AVT1	UBA6	GO:0005634	nucleus	C
UniProtKB	A0AVT1	UBA6	GO:0005654	nucleoplasm	C
UniProtKB	A0JLT2	MED19	GO:0005634	nucleus	C
UniProtKB	A0JLT2	MED19	GO:0005634	nucleus	C
UniProtKB	A0JLT2	MED19	GO:0005654	nucleoplasm	C
UniProtKB	A0JLT2	MED19	GO:0016604	nuclear body	C
UniProtKB	A0JLT2	MED19	GO:0016592	mediator complex	C
UniProtKB	A0JLT2	MED19	GO:0016592	mediator complex	C
UniProtKB	A0JLT2	MED19	GO:0070847	core mediator complex	C
UniProtKB	A0PJW8	DAPL1	GO:0005634	nucleus	C
UniProtKB	A0PJX2	TLDC2	GO:0005634	nucleus	C
UniProtKB	A0PJY2	FEZF1	GO:0005634	nucleus	C
UniProtKB	A0PJY2	FEZF1	GO:0005654	nucleoplasm	C
UniProtKB	A0PK00	TMEM120B	GO:0005637	nuclear inner membrane	C
UniProtKB	A0PK00	TMEM120B	GO:0005637	nuclear inner membrane	C
UniProtKB	A0PK00	TMEM120B	GO:0005637	nuclear inner membrane	C
UniProtKB	A1A519	FAM170A	GO:0005634	nucleus	C
UniProtKB	A1A519	FAM170A	GO:0005634	nucleus	C
UniProtKB	A1A519	FAM170A	GO:0005634	nucleus	C
UniProtKB	A1A519	FAM170A	GO:0005634	nucleus	C
UniProtKB	A1E959	ODAM	GO:0005634	nucleus	C
UniProtKB	A1E959	ODAM	GO:0005634	nucleus	C
UniProtKB	A1E959	ODAM	GO:0005634	nucleus	C
UniProtKB	A1E959	ODAM	GO:0005654	nucleoplasm	C
UniProtKB	A1L020	MEX3A	GO:0005634	nucleus	C
UniProtKB	A1L167	UBE2QL1	GO:0005634	nucleus	C
UniProtKB	A1L167	UBE2QL1	GO:0005634	nucleus	C
UniProtKB	A1L167	UBE2QL1	GO:0005634	nucleus	C
UniProtKB	A1L167	UBE2QL1	GO:0005654	nucleoplasm	C
UniProtKB	A1L190	SYCE3	GO:0000801	central element	C
UniProtKB	A1L190	SYCE3	GO:0000794	condensed nuclear chromosome	C
UniProtKB	A1L190	SYCE3	GO:0000795	synaptonemal complex	C
UniProtKB	A1L190	SYCE3	GO:0000801	central element	C
UniProtKB	A1L190	SYCE3	GO:0000801	central element	C
UniProtKB	A1L190	SYCE3	GO:0005634	nucleus	C
UniProtKB	A1L190	SYCE3	GO:0005634	nucleus	C
UniProtKB	A1L3X4	MT1DP	GO:0005634	nucleus	C
UniProtKB	A1L4K1	FSD2	GO:0005634	nucleus	C
UniProtKB	A1L4K1	FSD2	GO:0005634	nucleus	C
UniProtKB	A1XBS5	CIBAR1	GO:0005634	nucleus	C
UniProtKB	A1XBS5	CIBAR1	GO:0005634	nucleus	C
UniProtKB	A1YPR0	ZBTB7C	GO:0005634	nucleus	C
UniProtKB	A1Z1Q3	MACROD2	GO:0005654	nucleoplasm	C
UniProtKB	A1Z1Q3	MACROD2	GO:0005634	nucleus	C
UniProtKB	A1Z1Q3	MACROD2	GO:0005634	nucleus	C
UniProtKB	A1Z1Q3	MACROD2	GO:0005654	nucleoplasm	C
UniProtKB	A1Z1Q3	MACROD2	GO:0005730	nucleolus	C
UniProtKB	A2A288	ZC3H12D	GO:0005634	nucleus	C
UniProtKB	A2A288	ZC3H12D	GO:0005634	nucleus	C
UniProtKB	A2A288	ZC3H12D	GO:0005654	nucleoplasm	C
UniProtKB	A2A368	MAGEB16	GO:0005634	nucleus	C
UniProtKB	A2AJT9	BCLAF3	GO:0005634	nucleus	C
UniProtKB	A2AJT9	BCLAF3	GO:0005681	spliceosomal complex	C
UniProtKB	A2AJT9	BCLAF3	GO:0016592	mediator complex	C
UniProtKB	A2PYH4	HFM1	GO:0005634	nucleus	C
UniProtKB	A2RRD8	ZNF320	GO:0005634	nucleus	C
UniProtKB	A2RRD8	ZNF320	GO:0005634	nucleus	C
UniProtKB	A2RRH5	WDR27	GO:0005654	nucleoplasm	C
UniProtKB	A2RTX5	TARS3	GO:0005634	nucleus	C
UniProtKB	A2RTX5	TARS3	GO:0005634	nucleus	C
UniProtKB	A2RU30	TESPA1	GO:0008180	COP9 signalosome	C
UniProtKB	A2RU30	TESPA1	GO:0008180	COP9 signalosome	C
UniProtKB	A2RU54	HMX2	GO:0005634	nucleus	C
UniProtKB	A2RU54	HMX2	GO:0005634	nucleus	C
UniProtKB	A2RUB1	MEIOC	GO:0005634	nucleus	C
UniProtKB	A2RUB1	MEIOC	GO:0005634	nucleus	C
UniProtKB	A2RUB1	MEIOC	GO:0005634	nucleus	C
UniProtKB	A2RUT3	TMEM89	GO:0005634	nucleus	C
UniProtKB	A3KN83	SBNO1	GO:0005634	nucleus	C
UniProtKB	A3KN83	SBNO1	GO:0005634	nucleus	C
UniProtKB	A3KN83	SBNO1	GO:0005634	nucleus	C
UniProtKB	A4D1E1	ZNF804B	GO:0005634	nucleus	C
UniProtKB	A4D1E9	GTPBP10	GO:0005730	nucleolus	C
UniProtKB	A4D1T9	PRSS37	GO:0005634	nucleus	C
UniProtKB	A4D256	CDC14C	GO:0005730	nucleolus	C
UniProtKB	A4D2B0	MBLAC1	GO:0005634	nucleus	C
UniProtKB	A4D2B0	MBLAC1	GO:0005634	nucleus	C
UniProtKB	A4GXA9	EME2	GO:0043596	nuclear replication fork	C
UniProtKB	A4GXA9	EME2	GO:0005634	nucleus	C
UniProtKB	A4GXA9	EME2	GO:0043596	nuclear replication fork	C
UniProtKB	A5D8V6	VPS37C	GO:0005654	nucleoplasm	C
UniProtKB	A5LHX3	PSMB11	GO:0005634	nucleus	C
UniProtKB	A5LHX3	PSMB11	GO:0005634	nucleus	C
UniProtKB	A5PLL1	ANKRD34B	GO:0005634	nucleus	C
UniProtKB	A5YKK6	CNOT1	GO:0005634	nucleus	C
UniProtKB	A6H8Y1	BDP1	GO:0005634	nucleus	C
UniProtKB	A6H8Y1	BDP1	GO:0005634	nucleus	C
UniProtKB	A6H8Y1	BDP1	GO:0005634	nucleus	C
UniProtKB	A6H8Y1	BDP1	GO:0005654	nucleoplasm	C
UniProtKB	A6H8Y1	BDP1	GO:0005654	nucleoplasm	C
UniProtKB	A6H8Y1	BDP1	GO:0005654	nucleoplasm	C
UniProtKB	A6H8Y1	BDP1	GO:0005654	nucleoplasm	C
UniProtKB	A6H8Y1	BDP1	GO:0005654	nucleoplasm	C
UniProtKB	A6H8Y1	BDP1	GO:0005654	nucleoplasm	C
UniProtKB	A6H8Y1	BDP1	GO:0005654	nucleoplasm	C
UniProtKB	A6NC97	ARB2BP	GO:0005634	nucleus	C
UniProtKB	A6NCF6	MAGEA13P	GO:0005634	nucleus	C
UniProtKB	A6NCL1	GMNC	GO:0005634	nucleus	C
UniProtKB	A6NCL1	GMNC	GO:0005634	nucleus	C
UniProtKB	A6NCL1	GMNC	GO:0005634	nucleus	C
UniProtKB	A6NCM1	IQCA1L	GO:0005634	nucleus	C
UniProtKB	A6NCS4	NKX2-6	GO:0005634	nucleus	C
UniProtKB	A6NCS4	NKX2-6	GO:0005634	nucleus	C
UniProtKB	A6NCS4	NKX2-6	GO:0005634	nucleus	C
UniProtKB	A6NCW0	USP17L3	GO:0005634	nucleus	C
UniProtKB	A6NCW0	USP17L3	GO:0005634	nucleus	C
UniProtKB	A6NCW7	USP17L4	GO:0005634	nucleus	C
UniProtKB	A6NCW7	USP17L4	GO:0005634	nucleus	C
UniProtKB	A6ND36	FAM83G	GO:0005634	nucleus	C
UniProtKB	A6ND36	FAM83G	GO:0005634	nucleus	C
UniProtKB	A6ND36	FAM83G	GO:0005634	nucleus	C
UniProtKB	A6NDE4	RBMY1B	GO:0005634	nucleus	C
UniProtKB	A6NDE4	RBMY1B	GO:0005634	nucleus	C
UniProtKB	A6NDE4	RBMY1B	GO:0005681	spliceosomal complex	C
UniProtKB	A6NDR6	MEIS3P1	GO:0005634	nucleus	C
UniProtKB	A6NDR6	MEIS3P1	GO:0005634	nucleus	C
UniProtKB	A6NDU8	RIMOC1	GO:0005654	nucleoplasm	C
UniProtKB	A6NDV4	TMEM8B	GO:0005634	nucleus	C
UniProtKB	A6NDX5	ZNF840P	GO:0005634	nucleus	C
UniProtKB	A6NDX5	ZNF840P	GO:0005634	nucleus	C
UniProtKB	A6NDZ8	MBD3L4	GO:0005634	nucleus	C
UniProtKB	A6NDZ8	MBD3L4	GO:0005634	nucleus	C
UniProtKB	A6NE82	MBD3L3	GO:0005634	nucleus	C
UniProtKB	A6NE82	MBD3L3	GO:0005634	nucleus	C
UniProtKB	A6NEQ0	RBMY1E	GO:0005634	nucleus	C
UniProtKB	A6NEQ0	RBMY1E	GO:0005681	spliceosomal complex	C
UniProtKB	A6NF01	POM121B	GO:0017056	structural constituent of nuclear pore	F
UniProtKB	A6NF01	POM121B	GO:0005643	nuclear pore	C
UniProtKB	A6NF01	POM121B	GO:0005643	nuclear pore	C
UniProtKB	A6NF83	NUPR2	GO:0005634	nucleus	C
UniProtKB	A6NF83	NUPR2	GO:0005634	nucleus	C
UniProtKB	A6NF83	NUPR2	GO:0005634	nucleus	C
UniProtKB	A6NFD8	HELT	GO:0005634	nucleus	C
UniProtKB	A6NFD8	HELT	GO:0005634	nucleus	C
UniProtKB	A6NFF2	NAP1L6P	GO:0005634	nucleus	C
UniProtKB	A6NFH5	FABP12	GO:0005634	nucleus	C
UniProtKB	A6NFI3	ZNF316	GO:0005634	nucleus	C
UniProtKB	A6NFI3	ZNF316	GO:0005634	nucleus	C
UniProtKB	A6NFN3	RBFOX3	GO:0005634	nucleus	C
UniProtKB	A6NFN3	RBFOX3	GO:0005634	nucleus	C
UniProtKB	A6NFN3	RBFOX3	GO:0005654	nucleoplasm	C
UniProtKB	A6NFQ7	DPRX	GO:0005634	nucleus	C
UniProtKB	A6NFQ7	DPRX	GO:0005634	nucleus	C
UniProtKB	A6NFY4	NEMP2	GO:0005635	nuclear envelope	C
UniProtKB	A6NFY4	NEMP2	GO:0005637	nuclear inner membrane	C
UniProtKB	A6NGD5	ZSCAN5C	GO:0005634	nucleus	C
UniProtKB	A6NGH8	ANKRD61	GO:0005654	nucleoplasm	C
UniProtKB	A6NGQ2	OOEP	GO:0005634	nucleus	C
UniProtKB	A6NGQ2	OOEP	GO:0005634	nucleus	C
UniProtKB	A6NGQ2	OOEP	GO:0005634	nucleus	C
UniProtKB	A6NGY1	FRG2C	GO:0005634	nucleus	C
UniProtKB	A6NHJ4	ZNF860	GO:0005634	nucleus	C
UniProtKB	A6NHJ4	ZNF860	GO:0005634	nucleus	C
UniProtKB	A6NHQ2	FBLL1	GO:0005730	nucleolus	C
UniProtKB	A6NHQ2	FBLL1	GO:0005730	nucleolus	C
UniProtKB	A6NHQ2	FBLL1	GO:0015030	Cajal body	C
UniProtKB	A6NHQ2	FBLL1	GO:0001650	fibrillar center	C
UniProtKB	A6NHQ2	FBLL1	GO:0001650	fibrillar center	C
UniProtKB	A6NHQ2	FBLL1	GO:0005730	nucleolus	C
UniProtKB	A6NHQ2	FBLL1	GO:0005730	nucleolus	C
UniProtKB	A6NHQ2	FBLL1	GO:0032040	small-subunit processome	C
UniProtKB	A6NHQ4	EPOP	GO:0035098	ESC/E(Z) complex	C
UniProtKB	A6NHQ4	EPOP	GO:0070449	elongin complex	C
UniProtKB	A6NHQ4	EPOP	GO:0005634	nucleus	C
UniProtKB	A6NHQ4	EPOP	GO:0005634	nucleus	C
UniProtKB	A6NHQ4	EPOP	GO:0005654	nucleoplasm	C
UniProtKB	A6NHQ4	EPOP	GO:0035098	ESC/E(Z) complex	C
UniProtKB	A6NHR9	SMCHD1	GO:0001740	Barr body	C
UniProtKB	A6NHR9	SMCHD1	GO:0001740	Barr body	C
UniProtKB	A6NHR9	SMCHD1	GO:0001740	Barr body	C
UniProtKB	A6NHR9	SMCHD1	GO:0005654	nucleoplasm	C
UniProtKB	A6NHR9	SMCHD1	GO:0016604	nuclear body	C
UniProtKB	A6NHT5	HMX3	GO:0005634	nucleus	C
UniProtKB	A6NHT5	HMX3	GO:0005634	nucleus	C
UniProtKB	A6NI15	MSGN1	GO:0005634	nucleus	C
UniProtKB	A6NI15	MSGN1	GO:0005634	nucleus	C
UniProtKB	A6NI79	CCDC69	GO:0005634	nucleus	C
UniProtKB	A6NIE6	RRN3P2	GO:0005634	nucleus	C
UniProtKB	A6NIX2	WTIP	GO:0005634	nucleus	C
UniProtKB	A6NIX2	WTIP	GO:0005634	nucleus	C
UniProtKB	A6NJ08	MBD3L5	GO:0005634	nucleus	C
UniProtKB	A6NJ08	MBD3L5	GO:0005634	nucleus	C
UniProtKB	A6NJ46	NKX6-3	GO:0005634	nucleus	C
UniProtKB	A6NJ46	NKX6-3	GO:0005634	nucleus	C
UniProtKB	A6NJ64	NPIPB2	GO:0005634	nucleus	C
UniProtKB	A6NJ88	SAGE2P	GO:0032039	integrator complex	C
UniProtKB	A6NJB7	PRR19	GO:0005634	nucleus	C
UniProtKB	A6NJB7	PRR19	GO:0005634	nucleus	C
UniProtKB	A6NJG6	ARGFX	GO:0005634	nucleus	C
UniProtKB	A6NJG6	ARGFX	GO:0005634	nucleus	C
UniProtKB	A6NJL1	ZSCAN5B	GO:0005634	nucleus	C
UniProtKB	A6NJT0	UNCX	GO:0005634	nucleus	C
UniProtKB	A6NJV1	CIMIP2C	GO:0005634	nucleus	C
UniProtKB	A6NJZ7	RIMBP3C	GO:0005634	nucleus	C
UniProtKB	A6NK02	TRIM75	GO:0005634	nucleus	C
UniProtKB	A6NK53	ZNF233	GO:0005634	nucleus	C
UniProtKB	A6NK75	ZNF98	GO:0005634	nucleus	C
UniProtKB	A6NKD2	TSPY2	GO:0005634	nucleus	C
UniProtKB	A6NKD2	TSPY2	GO:0005634	nucleus	C
UniProtKB	A6NKF1	SAC3D1	GO:0005634	nucleus	C
UniProtKB	A6NKF2	ARID3C	GO:0005634	nucleus	C
UniProtKB	A6NKF2	ARID3C	GO:0005634	nucleus	C
UniProtKB	A6NKF2	ARID3C	GO:0005634	nucleus	C
UniProtKB	A6NKT7	RGPD3	GO:0005643	nuclear pore	C
UniProtKB	A6NLC8	TAF11L2	GO:0005634	nucleus	C
UniProtKB	A6NLC8	TAF11L2	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A6NLC8	TAF11L2	GO:0005669	transcription factor TFIID complex	C
UniProtKB	A6NLJ0	C2CD4B	GO:0005634	nucleus	C
UniProtKB	A6NLJ0	C2CD4B	GO:0005634	nucleus	C
UniProtKB	A6NLU0	RFPL4A	GO:0005634	nucleus	C
UniProtKB	A6NLW8	DUXA	GO:0005634	nucleus	C
UniProtKB	A6NLW8	DUXA	GO:0005634	nucleus	C
UniProtKB	A6NLW8	DUXA	GO:0005654	nucleoplasm	C
UniProtKB	A6NM28	ZFP92	GO:0005634	nucleus	C
UniProtKB	A6NM28	ZFP92	GO:0005634	nucleus	C
UniProtKB	A6NM28	ZFP92	GO:0005634	nucleus	C
UniProtKB	A6NMB9	FIGNL2	GO:0005634	nucleus	C
UniProtKB	A6NMK7	CPSF4L	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	C
UniProtKB	A6NMT0	DBX1	GO:0005634	nucleus	C
UniProtKB	A6NMY6	ANXA2P2	GO:0005634	nucleus	C
UniProtKB	A6NN14	ZNF729	GO:0005634	nucleus	C
UniProtKB	A6NN14	ZNF729	GO:0005634	nucleus	C
UniProtKB	A6NNA2	SRRM3	GO:0005634	nucleus	C
UniProtKB	A6NNA5	DRGX	GO:0005634	nucleus	C
UniProtKB	A6NNA5	DRGX	GO:0005634	nucleus	C
UniProtKB	A6NNF4	ZNF726	GO:0005634	nucleus	C
UniProtKB	A6NNF4	ZNF726	GO:0005634	nucleus	C
UniProtKB	A6NNM3	RIMBP3B	GO:0005634	nucleus	C
UniProtKB	A6NNY8	USP27X	GO:0005634	nucleus	C
UniProtKB	A6NP11	ZNF716	GO:0005634	nucleus	C
UniProtKB	A6QL63	ABTB3	GO:0005654	nucleoplasm	C
UniProtKB	A7MD48	SRRM4	GO:0005634	nucleus	C
UniProtKB	A7MD48	SRRM4	GO:0005634	nucleus	C
UniProtKB	A7MD48	SRRM4	GO:0005634	nucleus	C
UniProtKB	A7XYQ1	SOBP	GO:0005634	nucleus	C
UniProtKB	A7XYQ1	SOBP	GO:0005634	nucleus	C
UniProtKB	A8CG34	POM121C	GO:0017056	structural constituent of nuclear pore	F
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
UniProtKB	A8CG34	POM121C	GO:0005635	nuclear envelope	C
