Library_101928
CELF4
ZNF516
ADNP2
RNMT
NOL4
CSTF2
RHOXF1
SMARCA1
FMR1
SCML2
PQBP1
VGLL1
FGD1
RBM3
KLF8
TAF7L
PBDC1
KLF5
KATNAL1
ZNF629
CENPT
NFAT5
ZNF423
ACD
ZNF821
TAF1C
ZNF500
FOXF1
NARFL
MTHFSD
ZNF174
SALL1
TOX3
MAZ
TRIP4
RPAP1
ZNF106
EIF3J
OIP5
MYEF2
BRF2
EIF3E
ESRP1
CHRAC1
EEF1D
HNRNPL
SNRNP70
RNASEH2A
SF3A2
TLE6
PTOV1
AES
NOVA2
MED25
SNAPC2
ASF1B
FAM32A
MED26
ZNF419
POP4
FBL
ZFR2
CACTIN
HNRNPUL1
GLTSCR2
MEIS3
GRWD1
ZNF175
MIER2
KLF1
ETV2
USF2
SUGP1
ZNF14
ZNF574
TWISTNB
SP4
MTPN
ZC3HAV1
ADAP1
TFEC
HOXA1
HOXA2
HOXA3
HOXA5
HOXA6
ANKRD7
EVX1
BUD31
WASL
PAX4
RBM28
LSM5
NOBOX
POU6F2
CLIP2
EIF4H
LHX6
AKNA
ELAVL2
FUBP3
LHX3
DDX58
GLIS3
EXOSC3
DDX50
NSMCE4A
PALD1
KAZALD1
NPM3
PITX3
CPEB3
LARP4B
EBF3
ZMIZ1
NUFIP2
TADA2A
ZNHIT3
UBTF
RGS9
DHX40
CAMTA2
MED13
HOXB6
MED31
FTSJ3
SMARCD2
UTP6
DHX58
DLX4
EFTUD2
FOXN1
PHF12
ELF2
GAR1
FRG1
KLF3
DDX25
DBX1
ELP4
SUV420H1
IL10RA
SOX6
PPFIBP1
PRPF40B
PRDM4
MYF6
MYF5
MAGOHB
FOXM1
CUX2
CREBL2
OAS3
EIF2B1
DDX55
CPSF6
KRR1
NOP2
ACRBP
ATN1
SUDS3
HCFC2
RFX4
SRSF9
RWDD1
RSPH4A
PAK1IP1
MCM9
TULP1
BACH2
ZNF451
KHDRBS2
PRDM13
SIM1
MED23
EYA4
HBS1L
ZBTB24
PHF1
MDFI
BYSL
SRF
TBX18
HAVCR1
GRM6
CNOT6
DROSHA
SUB1
IRX4
TCERG1
SMAD5
HMGXB3
CDX1
CPEB4
ZNF346
BBX
NCBP2
PLXNA1
RRP9
EIF1B
ZBTB47
FOXP1
EEF1B2
SF3B14
TANC1
GTF3C2
IFIH1
TLX2
PAPOLG
KDM3A
ZNF142
SMYD1
TAF1B
NOL10
CEBPZ
SRSF7
ORC4
PLEK
ARID3A
VAX2
CEP104
TCEANC2
SRSF4
ASH1L
GON4L
ARHGEF2
MEF2D
DNAJC6
PRDM2
TROVE2
SRSF11
TFAP2E
TTF2
TSNAX
RLF
ZNF684
ETV3
RPF1
RBBP5
ID3
EBNA1BP2
ERI3
PTBP2
IRF6
DIEXF
RCAN3
PROX1
ZNF541
DDX59
TNP1
KLF7
PHF3
TCF21
MED28
ZNF430
TGIF2
UBN1
KLF12
ELL2
GTF3C3
SATB2
KLF9
CPSF3
PTBP3
RBM18
ONECUT2
ZBTB45
PROX2
ESRRB
ZNF410
SUPT7L
NKX2-3
MXI1
HOXB8
HOXB5
HOXB3
MSX2
EPC1
SOHLH2
WBP4
SMAD9
EXOSC8
PAIP2
KDM3B
EGR1
ZFP30
UTP20
TMPO
NFYB
SORBS3
ZNF706
COIL
TBX2
TBX4
KIAA0922
MND1
ZNF549
ZNF211
LHX4
TRMT1L
DEPDC7
ZCCHC17
ZNF639
RPL21
GTF3A
MYOG
PRM2
ZNF205
TRMT13
ZNF644
EEPD1
HOXA7
KIAA1549
BICC1
EGR2
ECD
RBM19
MED13L
BHLHE41
WDR83
ZC3H13
CENPK
NCKAP1L
NR4A1
NFE2
HOXC12
IKZF4
H2BFWT
ESX1
METTL8
NMI
BAZ2B
EXOSC9
AGO2
MXD4
CTCFL
PREX1
TOX2
SRSF6
ZNF831
DDX27
RBPJL
ZBP1
PAIP2B
SNRNP27
MPHOSPH10
HIF3A
ZNF576
ZNF45
TRERF1
HIST1H4B
RRP36
XPO5
HIST1H4G
HIST1H1A
ZNF391
MED20
SPDEF
APOBEC2
RPP40
ATXN1
GCM2
LRRFIP1
CXCL6
MYRF
PIWIL1
UPF3B
MIF4GD
GTF3C4
BARHL1
SLC2A4RG
BHLHE23
GTF2F1
THOC2
GZF1
PAX1
NKX2-4
DTD1
SNRPB
ZNF133
OVOL2
SNRPB2
TCF15
BANF2
CITED1
HNRNPR
RALY
EIF2S2
KDM5C
AGO3
RBM42
SCAF1
PRR12
GLIS2
AHDC1
DACH2
EMG1
SIX1
ZBTB1
TRMT5
PRDM7
NXF5
ZNF484
HIVEP3
HELB
YEATS4
HP1BP3
SIN3B
KLF2
TICAM1
ZNF835
RBM48
ZNF780B
LRFN1
DGCR8
APOBEC3F
POT1
NAA38
PRKRIP1
FOXP2
IRF5
FEZF1
HOXD1
HOXD3
HAT1
HOXD9
HOXD10
SNRPN
ARHGAP22
ELL3
INO80
THAP10
FXR2
PUS7L
KRI1
MIS18BP1
NRL
TEP1
FOXJ1
ASH2L
RPS4Y1
KLF16
DOHH
PHF10
ELOF1
ZSCAN10
SAFB2
NSUN5
LSM7
MAP1S
SSBP4
LSM4
ZNF557
ZBTB46
HELZ2
ZNF337
TAF4
GATA5
PRDM12
EXOSC2
ZC3H4
NPAS1
LRRC47
MED18
ZNF317
EIF3G
ZNF426
DKC1
PLXNA3
CASZ1
HABP4
ZNF341
ZNF227
ZNF428
ZNF141
CDX4
ANKHD1
DIAPH1
ACAP3
BARX1
RHOXF2
ZCCHC9
TNS4
KHDRBS3
CHD1L
RBM8A
ZNF304
ZSCAN5A
ZNF132
SNRPA1
LIN28A
THAP1
RFX1
ZNF20
CC2D1A
LHX1
SLX1A
MYBBP1A
ANKRD17
UTP3
ZRANB2
NIP7
ANKEF1
KIAA0907
IGHMBP2
DPH2
TOE1
RBM38
ZBED3
RFXAP
RFC3
TCEAL4
SRRM1
SUV420H2
ZNF414
ANKRD32
MED10
KRBA1
CCDC59
SWAP70
ARNTL
TEX15
GSC
VRTN
MED6
CTIF
MRO
THUMPD3
BHLHE40
MEIS2
KATNBL1
PRPF38B
GRHL1
RAX
RBM17
ANKRD16
SOX5
SOX3
RBMX2
PUM1
GNL2
AGO4
BTF3L4
ZCCHC11
PRPF38A
DHX34
CLOCK
DZIP1
WDR36
OSTF1
FAM189A2
TRAFD1
MDFIC
ANKRD6
NAT10
EHF
ELF5
GDF11
ZC3H10
HNRNPA1
SLC26A10
KCNH3
EGR4
EMX1
ZNF670
TAF5L
SP110
EIF4E2
PLXNC1
PWP1
MED4
SETDB2
IGF2BP3
RAPGEF5
BZW2
DDX56
NKX2-8
ZFHX2
SRSF1
VEZF1
TRA2B
TBR1
TANK
HLX
ZFP37
ZNF189
NCBP1
LMX1B
POLR1E
DMRT1
FOXP4
KIF13A
ZSCAN9
GCM1
TCF19
PGBD1
TAF8
FGFBP1
CPEB2
ANKRD42
CREBZF
TGS1
DDX60
YAP1
POU2F3
ALKBH8
SLTM
RTF1
ZNF280D
SPTBN5
SIX3
LBX1
DUSP5
DBR1
ASCC1
ZNF365
SMARCAL1
NAB1
CIR1
WDR12
ABI2
COPS4
LARP1B
PRDM5
TRPC3
AEBP2
ZCRB1
PRICKLE1
SLC38A4
PTPRQ
SNRPF
ASCL1
TDG
FOXN4
PDX1
ZNF740
HNRNPA1L2
DENR
RBM26
ZIC5
REM2
NOVA1
KCNH5
JDP2
ZSCAN29
GTF2A2
TLE3
HMG20A
SCAPER
WDR61
CELF6
ZNF710
GLYR1
TGFB1I1
PARN
DHX38
NLRC5
ADAD2
ZSCAN32
TIGD7
MED9
COPS3
ZNF287
MYOCD
CIRH1A
TAF4B
RPRD1A
NARF
FOXK2
ZNF750
MBD1
LEPREL4
NFIC
ZIM3
PRDM15
FEM1A
DMRTC2
ZFP14
DNMT3L
GEMIN7
ZNF787
ZNF614
ZNF593
DMRTA2
DMRTB1
LMO4
BARHL2
MTF2
ZNF697
CREG1
DCAF6
TBX19
POU2F1
MAEL
TOR1AIP1
LHX9
RORC
ZNF687
RFX5
POGZ
GABPB2
KCNH1
EIF2D
TAF1A
NUP210L
GATAD2B
ILF2
SOX13
OSR1
SNRPG
CIAO1
ZNF514
ZC3H8
ZNF385B
CDCA7
KANSL1L
HES6
VGLL4
RQCD1
EAF1
RBMS3
SHQ1
LIMD1
ZNF660
NFKBIZ
MED12L
LYAR
TRMT10A
NAF1
SSBP2
GIN1
BDP1
GTF2H2
FEM1C
DDX46
TNIP1
ZNF300
ZMAT2
DCDC2
ABT1
RPL7L1
NFKBIE
PNRC1
SCML4
ZMYM4
SLC22A3
RBAK
CREB5
FERD3L
ZNF92
NOM1
ZNF157
ZNF182
ZNF41
ZNF711
CPXCR1
NXF3
RIPPLY1
RBMX
ST18
PRDM14
EIF3H
ZNF7
NFIB
ZNF462
NR6A1
SURF6
MED22
REXO4
GTF3C5
CIZ1
NRBF2
ANKRD1
RPP30
VAX1
EIF4EBP2
NKX6-2
TUT1
ZNF214
ZNF215
CELF1
CCDC81
MTA2
CPSF7
TBX6
HIRIP3
MKX
CWC15
ARID5B
SAP18
CCRN4L
BTBD11
NPAS3
MSGN1
ZNF827
POU4F2
VENTX
ANKAR
BICD1
SAV1
ZNF385D
PABPC3
RBM46
GEMIN6
SETBP1
TCF7L1
BOLL
ZNF547
ZNF773
ZNF776
ZNF256
ZSCAN1
ZNF837
ZFP36L2
MBNL1
ANKRD22
PRDM8
HHEX
ZNF117
MED21
ZIC1
SREK1IP1
CENPH
CARHSP1
AHCTF1
RBMS1
FEZF2
ASAP1
CMTM7
UBP1
TGIF2LX
ZNF599
ZUFSP
IMPACT
SRSF12
SORBS2
GABPA
CXXC1
ZNF18
KLF10
GTF3C6
NIFK
LARP1
MIER3
ZKSCAN2
RBM45
KDM8
DEPTOR
LSM11
MED7
ELMSAN1
BATF
ALX3
RWDD2B
BACH1
SCAF4
TDRD9
FGF18
PCDH1
PHF6
MED19
UTP14A
ZNF689
RBPMS
NRG1
SSBP3
HTR5A
GATAD1
ZNF19
C9orf43
ZNF618
UBN2
SKI
SSX2B
GRHL3
EYA3
DZIP1L
HIST1H2BD
HIST1H4H
ZC3H18
ZSCAN12
USF1
ZNF276
NPM2
WNT9B
RAPGEF6
PAXBP1
HOXB13
RCAN1
SIM2
IRX6
CELF3
MED8
ZNF230
ZNF222
ZNF221
ZNF233
ZNF235
SSU72
ZNF362
PKNOX1
U2AF1
RRP1B
RRP1
AIRE
ZNF208
ZNF714
MED27
ZBTB7B
NACC1
ZNF394
ZNF333
FOXH1
CELF5
DVL3
ABCF3
U2AF1L4
THAP8
ZNF382
ZNF577
CCDC155
ZNF385A
FAM171A2
LARP4
RAVER1
ZNF653
MED11
BCL6B
RPL26
NTN3
ZNF75A
TAF6L
RPL29
DCP1A
ELAVL4
MAGOH
GMEB1
RAVER2
NFIA
FUBP1
LHX8
HENMT1
ZNF326
ZNF281
ZNF496
BPNT1
TEKT4
EN1
ZNF2
MSX1
VPS72
IVL
DHX57
HELQ
CGGBP1
GPR155
LENEP
EIF4E3
ELF3
PDCL2
EOMES
CWC22
ANKZF1
HDAC11
RPL22L1
RYBP
TIPARP
RPL9
DNASE1L3
RBM47
TCF23
ZNF513
SLC4A1AP
LRRC2
ZNF148
YEATS2
MEAF6
SNIP1
KLF15
RPL39L
GNL3
SLBP
ZDHHC19
ZNF691
AIMP1
ZNF589
PLXNB1
RAD54L2
PITX2
SAP30
HAND2
ZNF474
ANKRD33B
AGGF1
PRDM9
TIGD6
SPZ1
PRIMPOL
PAPD4
EBF1
ANKRA2
FAM170A
NSA2
FOXQ1
T
CREBRF
ANKRD55
TBX20
TRA2A
SAP30L
RP9
RELL2
ZNF12
CDCA7L
SP8
HEY1
ZNF704
SOX17
SUN3
MED30
ORC5
SUN1
UNCX
GBX1
PHAX
FOXK1
OSR2
KIAA1429
SNAPC3
NFIL3
ZMAT4
NKX6-3
TRPV6
ZHX1
STRBP
ZNF367
HDX
NOL6
TRMT10B
LRFN5
ZNF488
GTF2A1
PHOX2A
PKNOX2
ZNF22
NEMF
SSX5
SSX3
DRGX
PRPF18
TAF3
SOHLH1
ZNF503
DACH1
SNAPC4
STOX1
DDX21
ZNF219
METTL3
SALL2
TRUB1
CPSF2
FBN1
DEPDC4
BRD7
TRMT61A
LARP6
ZNF319
SPIC
MYRFL
PPFIBP2
ZMAT1
RPL27A
ATMIN
LEO1
ZNF143
ZNF3
ZSCAN21
CDH16
ATF7IP2
ZNF606
ZNF592
MESP1
RBPMS2
TERF2IP
ZBTB39
NAB2
DIS3L
AKTIP
NKX3-1
TEF
PBX3
SNRPD1
TRUB2
PRRX2
SP2
ZNF91
POP5
ZNF23
ZNF226
ZNF229
ZNF180
ANKRD11
ZNF641
ZNF610
ZNF528
ZNF701
SERTAD3
ANKRD33
ZNF526
ZNF283
HDGFRP2
ZNF444
ZNF83
RCOR2
ZNF558
TBX10
ZNF232
TEKT1
DNASE1L2
CASKIN1
SRRM2
ZNF597
NLRC3
TRANK1
BATF2
SF1
ANKS3
FAM83B
HIST3H3
THAP9
HIST1H2BI
IRF2BP2
PTF1A
THAP11
HIST1H1E
IRF2
INSM2
CDC40
HR
GBX2
HEXIM2
CDKN2AIP
SNRNP48
ZNF30
ZNF507
ZBTB49
ATOH8
SOX14
ANKRD49
E2F6
MECP2
UPF3A
ZNF354A
ZBTB43
ZRSR2
NMD3
RNASE6
ZNF280A
BNC1
BOLA2B
HIC2
ZNF32
LDB2
RBMY1F
BTD
GSX1
KLF13
ZNF764
HSFY2
ZNF747
ZNF768
PUSL1
SF3B5
ZNF35
TIGD4
FAM153A
ZNF778
FOXD4
VGLL2
HOXD4
HOXD12
ZNF212
ZNF282
ELP5
NFRKB
SETMAR
SMAD1
CST2
EMX2
CST1
SP7
ZNF804A
NPAS2
IRX1
IRX2
SIX2
STAT2
IRF2BP1
SCRT1
ZNF16
ZNF296
BOP1
RBMXL2
FOXN2
MINA
CYTL1
MSANTD4
TANC2
PKHD1
MBD3L1
ZNF160
ZNF415
SOX7
HSFX1
TADA3
ZNF672
SCAND1
ZNF439
ZNF440
EXOSC1
ZNF581
ZNF524
ZBTB26
ASXL1
ZNF562
ZNF318
ZNF561
HOPX
RSL1D1
MAP6
OTP
ZNF584
DSCAM
CXXC5
ZNF274
BPTF
ZIK1
ATF7IP
TCEA2
NHLH1
CTPS1
UTF1
ZNF540
EXOSC10
ZNF570
KLF17
FRMD5
FOXB1
ZNF57
JMJD1C
ZNF556
ZNF554
QARS
KLF11
SMN1
SLC9C1
ATOH1
PAIP1
ZNF131
HINFP
POP7
CSDC2
TCEAL1
HSFY1
PURG
ZNF596
NAA16
HOXC5
DCP2
ZNF621
PHF8
TADA2B
ZNF680
BNC2
PARP14
ABLIM3
DMRT2
ZNF483
ZNF449
ZBTB21
INSM1
THAP2
ZNF417
HES3
EIF1AX
TIGD3
ZNF791
PHC3
RBM4B
HOXB2
RBM4
RAX2
LRRC63
ZNF80
EVX2
ZBTB4
ZHX3
GLIS1
GTF2IRD2B
ABRA
SNAPC5
MSL2
KLF14
ZNF266
SLC29A2
LARP7
NR1D2
PABPC5
THAP6
RSRC1
ZIC4
RAG2
ZNF654
ZNF408
MED16
APITD1
ZNF519
LSM1
ISX
EIF1AD
ZNF25
DRAP1
RMI2
ZNF77
ZNF169
HOXD8
ASCL3
ZNF613
ZNF683
HSF5
MYPOP
ZNF404
HMGB4
ZNF135
FOXR1
ZSCAN2
EID2
DMRTA1
KCMF1
ZNF575
KIAA2018
FOXL1
TGIF2LY
FOXC2
ZNF843
BASP1
IRX5
TCEANC
PNMA1
THAP4
FIBIN
DEAF1
SIX5
ZBTB34
TOP3A
ZBTB38
CCDC71
PAWR
TGIF1
NR2C2
OLIG3
RBM44
ZBTB33
ZBED2
IRX3
NHLH2
ZNF491
CSTF2T
SOX12
ZNF620
ZNF619
ZBTB41
ZNF354C
CENPBD1
DMAP1
ZNF114
ZNF518B
ZNF366
LCORL
ZNF454
ZNF543
PRM3
TNP2
GEN1
ZNF354B
ZNF223
MCMDC2
CTNNBIP1
ZNF713
ZHX2
H1FOO
MSC
EXOSC4
ZNF852
FOXE1
TPRX1
ZNF552
ZBTB7A
MRFAP1L1
C14orf39
RRS1
ZFP42
HES7
SAMD4B
HNRNPCL1
ZNF664
MAGED1
GATA2
ARID3B
EGR3
GEMIN4
ZBTB18
LBX2
ZFPM1
APOBEC3B
FOXS1
SERTAD2
RBM15B
CITED4
TIGD5
ZNF154
ZNF784
ZNF648
FIZ1
PUF60
ZNF771
TSHZ1
ZNF48
NKX2-6
TRNAU1AP
MED14
ZNF816
ALX1
TIGD2
ZNF571
ZSCAN4
SKIDA1
GSX2
ZNF594
ZFP3
HOXC9
HOXC10
BHLHE22
ZNF792
ZNF572
TCEAL8
ZFP82
ZNF707
HIST3H2A
ZNF746
ZNF322
SPEM1
ZNF467
ZNF678
ZBTB2
SETD2
SLX1B
ZFP41
HKR1
ZBTB20
LSM10
RFX7
ZNF329
ZNF101
TNRC18
ZNF716
NOP10
ERCC6L2
ARL6IP4
HIST2H4B
FAM153B
ZSCAN22
ZNF804B
TSHZ2
TBPL2
RWDD4
SPNS3
SATB1
HIST1H3I
HOXB4
MAFA
RBM10
RGS7
ZNF721
LENG9
TCEAL7
OTOP3
HMGN4
SPATA13
MTA1
ZNF662
ZNF320
NKX2-5
DDX41
CECR6
ZNF623
BOLA2
BCOR
JRKL
TFDP3
HIST2H2AA3
HIST2H3D
ZNF438
ZNF530
ALYREF
FIGLA
ASCL2
MACC1
ZNF703
TCEB3C
RBM12B
ANKRD45
ZNF730
SETD8
KCNH8
TBX1
EIF3C
PGP
SNRNP35
POU6F1
SIX6
HIST1H1B
PABPC1L2B
THAP7
POU3F2
FOXD4L1
ZFP1
KRBA2
MED12
ZNF93
FOXD4L4
EIF4ENIF1
DDX53
ZBTB7C
SRY
H1FX
RBM43
TCEAL2
DMRTC1B
PTRHD1
ZFP90
RFX6
BRF1
ANKS1B
NDNL2
MIXL1
DDX51
ZNF479
SIGIRR
ZNF445
PRPF39
ZNF74
RBM11
ZBTB37
SP140L
TARSL2
SMYD3
PARPBP
IRF7
NXF2
DBX2
ZFP36L1
BRWD1
POU3F1
C6orf201
EVI2B
ZNF829
NXF2B
RNPC3
ZNF267
SHOX
H2AFB3
ZNF566
ZNF529
ZNF284
ARGFX
ANKRD46
ZBTB6
POLR3C
BCL9L
SOWAHB
ZNF749
MKL2
ZNF17
KDM4D
ZNF555
ZNF75D
NKRF
ZNF501
ZNF197
MYT1L
ZNF396
FOXD2
GPATCH8
ZFP91
FOXI2
FOXE3
ZNF397
ZSCAN30
HEXIM1
ERCC6L
ZNF395
EFCAB6
RPS19BP1
TEAD1
FOXD3
H1FNT
ZNF546
TSPYL4
TAF9B
PCDHB13
RDM1
HIST1H1T
CXorf27
FOXD4L3
ZNF385C
ZNF286A
ZKSCAN4
TRPV2
SSX7
MCRS1
ZNF70
SOWAHD
ZFP69
HELT
HIST1H1C
ASCL4
CPSF4L
ZCCHC13
ZSCAN23
ZNF490
MESP2
DAZ1
AGRN
ZNF626
ZC3H6
ZNF793
ZNF383
HES4
ZNF669
ZNF559
NANOS2
FAM83G
SRSF10
DUSP28
NANOS1
HMX3
ZNF177
DUPD1
SKOR1
ZNF548
MTF1
HMX2
ZDHHC11
BSX
NOC2L
NELFB
HIST1H4D
ZNF292
ZNF567
H1F0
ARID2
SF3B3
SP6
ANKRD34B
ZNF573
ZNF527
ZNF33A
ZNF600
TSPYL1
PNRC2
ZKSCAN3
FOXR2
RRP7A
LIN54
ZFP92
ZNF676
ZNF699
MYT1
ZNF250
ZNF79
ZNF681
HIST1H4A
SEMA4A
ZNF766
LCOR
ZNF107
ZNF471
ZNF836
ZNF493
GTF2IRD2
SUPT3H
ZBTB44
HIST1H2BO
ZKSCAN7
ZNF729
ZNF565
ELAVL3
ZNF34
ZNF781
ZNF140
ZNF774
ZNF658
ZNF765
ZNF124
TSC22D2
ZNF569
ZNF777
ZNF775
ZNF605
RFX8
ZNF799
PRPF40A
TCEAL3
ZNF782
TCF4
ZNF136
ZKSCAN5
ZFP62
ZNF33B
ZNF512B
ZNF431
ZNF418
ZNF700
POU3F4
MAML3
ZNF239
ZSCAN16
ZNF709
ARID5A
ZFP28
HIST3H2BB
NOP9
ZNF705A
HIST1H3E
ZNF585A
ZNF138
ZNF429
ZNF470
SERTAD1
ZNF100
ZNF398
ZSCAN25
ZNF441
ZNF420
ZNF763
HIST1H4C
MAFG
ZNF679
ZNF682
ZNF772
ZNF257
HIST1H3J
ZNF785
GPR123
ZSCAN5B
HIST1H4J
GTF2E2
ZNF165
ZNF720
ZNF655
ZNF98
ZNF786
ZNF517
ZNF675
ADARB1
ZNF860
VEPH1
HNRNPAB
ZNF695
ZNF628
ZNF665
RPF2
ZNF624
HOXA4
DMBX1
ZNF841
ZNF615
ZNF433
ZNF595
ZNF460
PHF2
HOXC6
ZNF81
TAF13
ZNF780A
ZNF461
HIST4H4
ZNF181
ZNF44
ZNF790
PRB3
TEAD4
HIST1H4K
HES5
ZNF677
ZNF823
ZNF311
ZNF347
ZNF71
ZNF121
ZNF335
ZNF560
ZNF273
ZNF84
MAK16
ZNF667
ZBTB14
H2AFB1
KRTAP9-9
ZNF649
ZNF248
ZNF544
ZNF770
MIER1
ZNF251
ZNF334
ZXDA
QRICH1
SLC29A3
HELZ
ZNF485
H2AFB2
ZKSCAN8
HIST1H4F
ZNF442
ZNF813
HIST1H3A
HIST1H2AL
ZNF26
ZNF69
NRARP
ZNF583
ZNF568
ZXDB
ZNF480
ZNF587
ZNF280B
ZNF808
ANKRD35
HLA-DRB5
ATL1
CNGA1
HIST1H4E
ZNF43
GPN1
ZNF28
ZNF511
ZNF627
ZNF789
HIST1H4L
ZNF536
ZNF534
FAN1
EIF1AY
LDB1
CTR9
ZNF652
GPATCH3
CNOT7
FOXJ3
ZNF358
CHAMP1
HMGN2
ZNF277
TOX
POU3F3
ZFP2
SSX4B
SMG5
CENPW
FANK1
HIST2H2AA4
HIST2H3A
RBM20
SOX18
DPPA5
RHOXF2B
FOXO6
TCEAL5
TCEAL6
RPA4
TRAF3IP1
PTPN20A
TCEA3
TMEM235
PBX2
SP5
SKIV2L
ZBTB12
LSM2
MBD5
MSH5
NFKBIL1
ZNF551
ZNF805
PRR3
DPRX
ZNF468
ZNF616
FOXB2
PTCHD2
ZFP57
FOXD4L5
FOXD4L6
FOXD4L2
DCTN1
ZBTB48
ZNF155
ZNF783
ZNF425
PABPN1L
PKHD1L1
ARID3C
ZBTB10
LGR4
SARNP
NAP1L4
SMN2
EIF3CL
C5orf51
NANOGNB
KRTAP5-1
BHLHA9
DAZ4
ONECUT3
RNPS1
NYNRIN
TCEB3B
VGLL3
TSN
POU5F1B
ZNF580
ZNF611
SCAF8
ZNF254
MXD3
PTPRCAP
SRA1
LBH
ZNF134
DDX47
ZNF845
CEACAM16
MDP1
LEUTX
IRF9
ZNF99
TAX1BP3
ZNF90
REPIN1
GNAT3
NOTO
CPEB1
ZBED1
HOMEZ
ZNF705D
ZNF705B
ZNF705G
SCRT2
ZNF407
SKOR2
HMX1
PAPOLB
ZNF579
ZGLP1
EBF2
PLXNA4
CEBPD
TRIM16
TIGD1
CCNL2
ZNF630
EXOSC6
ZNF469
KIF4B
RBMY1J
WDR46
ZNF717
POLR2J2
NKX1-2
ZNF688
FAM203B
PRB4
YY2
SCAND3
ASCL5
HIST1H2AM
TCEB3CL
RBMY1A1
ZNF736
SHISA8
ZSCAN31
FAM203A
ZBTB22
RBM14
ISY1
TMEM189
NSUN6
EIF6
RBMY1E
GTF2A1L
AP5Z1
RBMY1B
EIF4EBP3
WDR92
ZNF512
RBMY1D
RBM12
ZNF585B
H2AFJ
POU5F2
ZNF564
GLI4
ZNF674
ZNF345
SHANK3
ZNF550
FOXD1
HOXA10
EIF5AL1
ETV3L
ZNF260
MEF2BNB
ANKHD1-EIF4EBP3
KRTAP5-9
EID3
TAS2R20
ZNF432
ZNF486
ZNF225
DND1
SALL3
ZNF350
ZNF253
ZNF878
ZNF625
CHURC1
C17orf49
ZNF578
DUX4L7
DUX4L4
DUXA
DUX4L5
HOXB7
TCF24
ZNF234
AARSD1
ZNF285
ZNF224
SPIB
ZIM2
SRXN1
SRSF8
HOXC4
ZNF8
