symbol,go_ids,go_names,evidence_set,eco_set,refs,gene_products,assigned_by,n_annotations
A0A1U9X845,GO:0031965,nuclear membrane,IDA,ECO:0000314,GO_REF:0000052,A0A1U9X845,HPA,1
A0A1U9X8A3,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A1U9X8A3,HPA,1
A0A1U9X974,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A1U9X974,HPA,1
A0A1U9XBC1,GO:0005654;GO:0016604,nuclear body;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A1U9XBC1,HPA,2
A0A384MDM5,GO:0005654;GO:0016604,nuclear body;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MDM5,HPA,2
A0A384MDT2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MDT2,HPA,1
A0A384MDW3,GO:0005654;GO:0005730,nucleolus;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MDW3,HPA,2
A0A384ME24,GO:0005654;GO:0016604,nuclear body;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384ME24,HPA,2
A0A384MEJ3,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MEJ3,HPA,1
A0A384MQX1,GO:0016607,nuclear speck,IDA,ECO:0000314,GO_REF:0000052,A0A384MQX1,HPA,1
A0A384MTQ8,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MTQ8,HPA,1
A0A384MTR5,GO:0005654;GO:0016607,nuclear speck;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MTR5,HPA,2
A0A384MTU6,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MTU6,HPA,1
A0A384MTX4,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384MTX4,HPA,1
A0A384N5Z8,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384N5Z8,HPA,1
A0A384N6B9,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384N6B9,HPA,1
A0A384NKK8,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384NKK8,HPA,1
A0A384NKW7,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384NKW7,HPA,1
A0A384NPM3,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384NPM3,HPA,1
A0A384NPW1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384NPW1,HPA,1
A0A384NQ03,GO:0016607,nuclear speck,IDA,ECO:0000314,GO_REF:0000052,A0A384NQ03,HPA,1
A0A384P5U2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A384P5U2,HPA,1
A0A7G6J4N4,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A7G6J4N4,HPA,1
A1CF,GO:0005654,nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-77608;Reactome:R-HSA-77609;Reactome:R-HSA-83677,F8W9F8;Q5T0W7;Q9NQ94,HPA;Reactome,6
A8K0M5,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A8K0M5,HPA,1
AAAS,GO:0005635;GO:0005643;GO:0005654;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore;nucleoplasm,IBA;IDA;NAS;TAS,ECO:0000304;ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;GO_REF:0000052;PMID:12730363;PMID:24315095;PMID:27754849;Reactome:R-HSA-1176059;Reactome:R-HSA-165043;Reactome:R-HSA-165047;Reactome:R-HSA-170796;Reactome:R-HSA-170825;Reactome:R-HSA-180622;Reactome:R-HSA-192627;Reactome:R-HSA-192925;Reactome:R-HSA-2990880;Reactome:R-HSA-2990882;Reactome:R-HSA-3000348;Reactome:R-HSA-3000399;Reactome:R-HSA-3000411;Reactome:R-HSA-4551649;Reactome:R-HSA-4551679;Reactome:R-HSA-4570493;Reactome:R-HSA-4615872;Reactome:R-HSA-4615987;Reactome:R-HSA-4655355;Reactome:R-HSA-5228508;Reactome:R-HSA-5228523;Reactome:R-HSA-5252041;Reactome:R-HSA-5578744;Reactome:R-HSA-5661474;Reactome:R-HSA-6783483;Reactome:R-HSA-75096;Reactome:R-HSA-75097;Reactome:R-HSA-75098;Reactome:R-HSA-9614367;Reactome:R-HSA-9614369;Reactome:R-HSA-9708889,F8VUB6;F8VZ44;H3BU82;Q9NRG9,ComplexPortal;GO_Central;HPA;MGI;Reactome;UniProt,45
AATF,GO:0005730;GO:0032040,nucleolus;small-subunit processome,IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;GO_REF:0000052;PMID:34516797,A0A087WTH8;A0A087WWS8;A0A7P0T868;A0A7P0TAR0;A0A7P0TBI0;A0A7P0Z4P2;Q9NY61,ComplexPortal;GO_Central;HPA;UniProt,11
ABCA6,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q8N139,HPA,1
ABHD14B,GO:0005654;GO:0005730,nucleolus;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,B4DQI4;F8W9U3;Q96IU4,HPA,6
ABHD16B,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9H3Z7,HPA,1
ABI2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A0C4DG21;A0A7D9NKC8;E7EP65;E7EW77;E9PEZ7;F8WAL6;H0Y6B5;H7C3Q7;Q9NYB9,HPA,9
ABL1,GO:0005654;GO:0005730;GO:0016604,nuclear body;nucleolus;nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;PMID:12944467;PMID:17626041;Reactome:R-HSA-5686578;Reactome:R-HSA-5686587;Reactome:R-HSA-8956659;Reactome:R-HSA-9841924;Reactome:R-HSA-9842028,P00519;R4GRW0,HPA;MGI;Reactome,11
ABRAXAS1,GO:0005654;GO:0016604,nuclear body;nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-5683384;Reactome:R-HSA-5683385;Reactome:R-HSA-5683735;Reactome:R-HSA-5683801;Reactome:R-HSA-5684052;Reactome:R-HSA-5684071;Reactome:R-HSA-5686685;Reactome:R-HSA-5691411;Reactome:R-HSA-5693551;Reactome:R-HSA-69891,A0A087WWJ9;A0A087WXK1;A0A087WZ78;D6REL5;E9PHB9;Q6UWZ7,HPA;Reactome,16
ABT1,GO:0005730,nucleolus,IBA,ECO:0000318,GO_REF:0000033,Q9ULW3,GO_Central,1
ABTB2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q8N961,HPA,1
ABTB3,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A6QL63;C9JV03;H0YHR1,HPA,3
ACD,GO:0005654;GO:0016604,nuclear body;nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-163090;Reactome:R-HSA-163096;Reactome:R-HSA-163099;Reactome:R-HSA-163120;Reactome:R-HSA-164617;Reactome:R-HSA-164620;Reactome:R-HSA-174425;Reactome:R-HSA-174427;Reactome:R-HSA-174438;Reactome:R-HSA-174439;Reactome:R-HSA-174441;Reactome:R-HSA-174444;Reactome:R-HSA-174445;Reactome:R-HSA-174446;Reactome:R-HSA-174447;Reactome:R-HSA-174448;Reactome:R-HSA-174451;Reactome:R-HSA-174452;Reactome:R-HSA-174456;Reactome:R-HSA-176700;Reactome:R-HSA-176702;Reactome:R-HSA-181450;Reactome:R-HSA-3785711;Reactome:R-HSA-9629195;Reactome:R-HSA-9629216;Reactome:R-HSA-9668597;Reactome:R-HSA-9670101;Reactome:R-HSA-9670114;Reactome:R-HSA-9686521;Reactome:R-HSA-9686524,Q96AP0;R4GMR6;R4GNJ5,HPA;Reactome,33
ACIN1,GO:0005654;GO:0016607,nuclear speck;nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;PMID:20966198;Reactome:R-HSA-9770131;Reactome:R-HSA-9770141;Reactome:R-HSA-9770142;Reactome:R-HSA-9770145;Reactome:R-HSA-9770236;Reactome:R-HSA-9770847;Reactome:R-HSA-9794542,E7EQT4;G3V3B0;G3V3T3;Q9UKV3;S4R3H4,HPA;Reactome;UniProt,13
ACTB,GO:0005654;GO:0016363,nuclear matrix;nucleoplasm,NAS;TAS,ECO:0000304;ECO:0005547,PMID:9128241;Reactome:R-HSA-5250947;Reactome:R-HSA-5689544;Reactome:R-HSA-9825847;Reactome:R-HSA-9933236;Reactome:R-HSA-9933237;Reactome:R-HSA-9933238;Reactome:R-HSA-9934021;Reactome:R-HSA-9934024;Reactome:R-NUL-4551334,P60709,ComplexPortal;Reactome,10
ACTL6A,GO:0005654;GO:0016363;GO:0031011,Ino80 complex;nuclear matrix;nucleoplasm,IDA;NAS;TAS,ECO:0000304;ECO:0000314;ECO:0005547,GO_REF:0000052;PMID:18026119;PMID:21303910;PMID:9128241;Reactome:R-HSA-5689544;Reactome:R-HSA-9825847;Reactome:R-HSA-9933236;Reactome:R-HSA-9933237;Reactome:R-HSA-9933238;Reactome:R-HSA-9934021;Reactome:R-HSA-9934024;Reactome:R-NUL-4551334,C9JQT2;O96019,ComplexPortal;HPA;Reactome;UniProt,14
ACTL6B,GO:0016363,nuclear matrix,NAS,ECO:0005547,PMID:9128241,O94805,ComplexPortal,1
ACTR2,GO:0005730,nucleolus,IDA,ECO:0000314,GO_REF:0000052,P61160,HPA,1
ACTR5,GO:0005654;GO:0031011,Ino80 complex;nucleoplasm,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:18026119;PMID:21303910;Reactome:R-HSA-5689544,Q9H9F9,ComplexPortal;GO_Central;Reactome;UniProt,5
ACTR6,GO:0000812;GO:0005730,nucleolus;Swr1 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:26164235;PMID:30337683,Q9GZN1,GO_Central;UniProt,3
ACTR8,GO:0005654;GO:0031011,Ino80 complex;nucleoplasm,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052;PMID:18026119;PMID:21303910;Reactome:R-HSA-5689544,C9J7L6;H0Y849;Q9H981,ComplexPortal;GO_Central;HPA;Reactome;UniProt,8
ADAD1,GO:0005730,nucleolus,IBA,ECO:0000318,GO_REF:0000033,Q96M93,GO_Central,1
ADAD2,GO:0005730,nucleolus,IBA,ECO:0000318,GO_REF:0000033,Q8NCV1,GO_Central,1
ADAMTS4,GO:0016607,nuclear speck,IDA,ECO:0000314,GO_REF:0000052,O75173;Q5VTW1,HPA,2
ADAMTS5,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9UNA0,HPA,1
ADAR,GO:0005654;GO:0005730,nucleolus;nucleoplasm,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052;PMID:12665561;Reactome:R-HSA-1015702;Reactome:R-HSA-111237;Reactome:R-HSA-75090;Reactome:R-HSA-77614,A0A3B3IRQ9;A0A3B3ITG9;A0A7P0Z4F9;A0A7P0Z4K3;P55265,GO_Central;HPA;Reactome;UniProt,16
ADARB1,GO:0005654;GO:0005730,nucleolus;nucleoplasm,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052;PMID:18178553;PMID:21289159;PMID:32220291;Reactome:R-HSA-111238;Reactome:R-HSA-77613;Reactome:R-HSA-77615,A0A0A0MSG8;P78563,GO_Central;HPA;Reactome;UniProt,10
ADARB2,GO:0005730,nucleolus,IBA,ECO:0000318,GO_REF:0000033,Q9NS39,GO_Central,1
ADAT1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A0G2JLA8;H3BNT8;H3BP18;H3BP27;H3BU72;Q9BUB4,HPA,6
ADAT2,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-6782311,Q7Z6V5,Reactome,1
ADAT3,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-6782311,Q96EY9,Reactome,1
ADD1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A804HL01;D6RAH3;D6RF25;E7ENY0;E7EV99;H0Y9H2;H0YFD8;H0YG19;P35611,HPA,9
ADI1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,H7C382;Q9BV57,HPA,2
ADIRF,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q15847;Q5TBU2,HPA,2
ADK,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A5F9ZGZ8;A0A5F9ZH31;A0A5F9ZH76;A0A5F9ZHJ1;A0A5K1VW54;A0A5K1VW94;P55263,HPA,7
ADPRS,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9NX46,HPA,1
ADRA1A,GO:0031965,nuclear membrane,IDA,ECO:0000314,PMID:22120526,P35348,UniProt,1
ADRA1B,GO:0031965,nuclear membrane,IDA,ECO:0000314,PMID:22120526,P35368,UniProt,1
ADRM1,GO:0005654,nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-174058;Reactome:R-HSA-187574;Reactome:R-HSA-188191;Reactome:R-HSA-5635854;Reactome:R-HSA-68825;Reactome:R-HSA-69600;Reactome:R-HSA-8939801;Reactome:R-HSA-8952408;Reactome:R-HSA-9762096;Reactome:R-NUL-9604648,A0A087WUX6;A0A087WX59;Q16186,HPA;Reactome,13
AEBP2,GO:0005654;GO:0035098,ESC/E(Z) complex;nucleoplasm,IBA;IDA;IPI;ISS;TAS,ECO:0000304;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005546,GO_REF:0000033;GO_REF:0000052;GO_REF:0000114;PMID:20075857;PMID:29348366;PMID:33514705;Reactome:R-HSA-212252;Reactome:R-HSA-212263;Reactome:R-HSA-5638332,A0A669KBC9;A0A669KBL4;F5GZR7;G5EA50;H0YH08;H7BYT4;Q6ZN18,ComplexPortal;GO_Central;HPA;Reactome;UniProt,15
AEN,GO:0005654;GO:0005730;GO:0031965,nuclear membrane;nucleolus;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052;PMID:16171785;PMID:18264133,H0YMJ6;Q8WTP8,HPA;UniProt,9
AF1Q,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q6FGF7,HPA,1
AFDN,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A804HJ20;A8MQ02;E9PFY5;F8W9I4;H0Y7R8;H0Y8L4;H0Y8U8;H0Y948;H0Y9I0;H0YA98;J3KN01;P55196;Q5TIG5,HPA,13
AFF1,GO:0008023;GO:0032783,super elongation complex;transcription elongation factor complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:22195968,P51825,GO_Central;UniProt,2
AFF2,GO:0016607;GO:0032783,nuclear speck;super elongation complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:19136466,P51816,GO_Central;UniProt,3
AFF3,GO:0005654;GO:0032783,nucleoplasm;super elongation complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052,A0A5F9ZHE5;A0A5F9ZHU9;A0A5F9ZHV2;A0A5F9ZHV9;C9J622;C9J847;C9JC67;C9JIB1;C9JMS1;C9JUC4;C9JUY1;C9JZ66;H7C4C2;P51826,GO_Central;HPA,15
AFF4,GO:0001650;GO:0005654;GO:0008023;GO:0016604;GO:0032783,fibrillar center;nuclear body;nucleoplasm;super elongation complex;transcription elongation factor complex,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052;PMID:22195968;Reactome:R-HSA-112379;Reactome:R-HSA-112381;Reactome:R-HSA-112385;Reactome:R-HSA-112392;Reactome:R-HSA-112395;Reactome:R-HSA-112396;Reactome:R-HSA-113411;Reactome:R-HSA-113412;Reactome:R-HSA-113413;Reactome:R-HSA-113414;Reactome:R-HSA-113429,C9JCE0;H7C319;Q9UHB7,GO_Central;HPA;Reactome;UniProt,22
AGAP2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,H0YHB1;J3KNM6;Q99490,HPA,3
AGFG1,GO:0005643,nuclear pore,TAS,ECO:0000304,PMID:7637788,P52594,PINC,1
AGL,GO:0005654;GO:0016604,nuclear body;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A0S2A4E4;P35573,HPA,4
AGO1,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-5578742,Q9UL18,Reactome,1
AGO2,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-5578742;Reactome:R-HSA-5578744;Reactome:R-HSA-5578966,Q9UKV8,Reactome,3
AGPAT3,GO:0005635,nuclear envelope,IDA,ECO:0000314,PMID:21173190,Q9NRZ7,UniProt,1
AGPAT5,GO:0005635,nuclear envelope,IDA,ECO:0000314,PMID:21173190,Q9NUQ2,UniProt,1
AGTPBP1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,J3KNS1;Q9UPW5,HPA,2
AHCTF1,GO:0005635;GO:0005643;GO:0005654;GO:0016604;GO:0031080;GO:0031965,nuclear body;nuclear envelope;nuclear membrane;nuclear pore;nuclear pore outer ring;nucleoplasm,IDA;NAS,ECO:0000314;ECO:0005547,GO_REF:0000052;PMID:17098863;PMID:24315095,Q8WYP5,ComplexPortal;HPA;UniProt,7
AHDC1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q5TGY3,HPA,1
AHR,GO:0005654,nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-8937169;Reactome:R-HSA-8937177;Reactome:R-HSA-8937191,A0A2R8Y7G1;P35869,HPA;Reactome,5
AHRR,GO:0005654,nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-8936851,A0A494BZY4;A0A7I2PK40;A9YTQ3;D6RE68;E5RFG4;E5RGQ2;E5RHE0;G3V143;H0YA43,HPA;Reactome,9
AIM2,GO:0005654,nucleoplasm,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052,O14862;Q5T3W0,GO_Central;HPA,3
AIP,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-8937169;Reactome:R-HSA-8937191,O00170,Reactome,2
AIRE,GO:0016604,nuclear body,ISS,ECO:0000250,GO_REF:0000024,O43918,UniProt,1
AIRIM,GO:0005654;GO:0005730,nucleolus;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,A0A087WUX7;Q9NX04;V9GY35;V9GYN4;V9GYQ8;V9GYT8,HPA,12
AK6,GO:0005654;GO:0005730;GO:0015030;GO:0016607,Cajal body;nuclear speck;nucleolus;nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;PMID:16079131;Reactome:R-HSA-6788810,A0A087WVD7;A0A087WY94;D6RDH4;Q9Y3D8,HPA;Reactome;UniProt,8
AK9,GO:0005654;GO:0031965,nuclear membrane;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,E9PPM3;E9PPU7;H0Y8C5;H0YCD1;H7C505;H7C517;J3KP89;Q5TCS8,HPA,16
AKAP17A,GO:0016607,nuclear speck,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052;PMID:16982639,Q02040;X6RAJ1,GO_Central;HPA;UniProt,4
AKAP6,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:10413680,Q13023,GO_Central;UniProt,2
AKAP8,GO:0005654;GO:0005730;GO:0016363,nuclear matrix;nucleolus;nucleoplasm,IBA;IDA;ISS,ECO:0000250;ECO:0000314;ECO:0000318,GO_REF:0000024;GO_REF:0000033;GO_REF:0000052;PMID:26683827,A0A7P0T893;O43823,CACAO;GO_Central;HPA;UniProt,5
AKAP8L,GO:0005654;GO:0016363;GO:0016607,nuclear matrix;nuclear speck;nucleoplasm,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052;PMID:11034899;PMID:16391387;PMID:17594903;Reactome:R-HSA-9821366;Reactome:R-HSA-9821368,A0A7P0TAE3;A0A7P0TAJ5;M0QYT7;M0R010;M0R1Y5;Q9ULX6,GO_Central;HPA;Reactome;UniProt,12
AKIP1,GO:0005654,nucleoplasm,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052,B4DGE2;E9PN38;E9PNI1;E9PPN7;H0YCH8;Q9NQ31,GO_Central;HPA,7
AKIRIN1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,B4DQP0;H0YEQ5;Q9H9L7,HPA,3
AKIRIN2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q53H80,HPA,1
AKNA,GO:0001650;GO:0005654,fibrillar center;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q7Z591,HPA,2
AKR1B1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,P15121,HPA,1
