symbol,go_ids,go_names,evidence_set,eco_set,refs,gene_products,assigned_by,n_annotations
BABAM2,GO:0005654;GO:0006281;GO:0006302;GO:0006974;GO:0007095,DNA damage response;DNA repair;double-strand break repair;mitotic G2 DNA damage checkpoint signaling;nucleoplasm,IBA;IEA;IEP;IMP;TAS,ECO:0000270;ECO:0000304;ECO:0000315;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:19261748;PMID:7826398;Reactome:R-HSA-5683385;Reactome:R-HSA-5683735;Reactome:R-HSA-5683801;Reactome:R-HSA-5684052;Reactome:R-HSA-5684071;Reactome:R-HSA-5686685;Reactome:R-HSA-5691411;Reactome:R-HSA-5693551;Reactome:R-HSA-69891,Q9NXR7,GO_Central;Reactome;UniProt,15
BACC1,GO:0071339,MLL1 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:15960975,Q8IXM2,GO_Central;UniProt,2
BACH1,GO:0005654;GO:0006281,DNA repair;nucleoplasm,IMP;TAS,ECO:0000304;ECO:0000315,PMID:11301010;Reactome:R-HSA-9707523;Reactome:R-HSA-9707690;Reactome:R-HSA-9708423;Reactome:R-HSA-9708430;Reactome:R-HSA-9708466;Reactome:R-HSA-9708517;Reactome:R-HSA-9708525;Reactome:R-HSA-9708533;Reactome:R-HSA-9708557;Reactome:R-HSA-9762209,O14867,CACAO;Reactome,11
BACH2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9BYV9,HPA,1
BAD,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,IEA,ECO:0000265,GO_REF:0000107,Q92934,Ensembl,1
BAG1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q99933,HPA,1
BAG3,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,O95817,HPA,1
BAG6,GO:0005654;GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;nucleoplasm,IDA;IMP,ECO:0000314;ECO:0000315,GO_REF:0000052;PMID:17403783,P46379,HPA;UniProt,2
BAHD1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q8TBE0,HPA,1
BAIAP2,GO:0005654,nucleoplasm,IBA,ECO:0000318,GO_REF:0000033,Q9UQB8,GO_Central,1
BAIAP2L1,GO:0005654,nucleoplasm,IBA,ECO:0000318,GO_REF:0000033,Q9UHR4,GO_Central,1
BAIAP2L2,GO:0005654,nucleoplasm,IBA,ECO:0000318,GO_REF:0000033,Q6UXY1,GO_Central,1
BAK1,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,IBA;IEA,ECO:0000265;ECO:0000318,GO_REF:0000033;GO_REF:0000107,Q16611,Ensembl;GO_Central,2
BANF1,GO:0005635;GO:0005654,nuclear envelope;nucleoplasm,IDA;IEA;TAS,ECO:0000304;ECO:0000314;ECO:0007322,GO_REF:0000044;GO_REF:0000052;Reactome:R-HSA-162590;Reactome:R-HSA-164845;Reactome:R-HSA-175108;Reactome:R-HSA-175117;Reactome:R-HSA-175174;Reactome:R-HSA-175250;Reactome:R-HSA-2993898;Reactome:R-HSA-2995376,O75531,HPA;Reactome;UniProt,10
BANP,GO:0005654;GO:0016604;GO:0016607,nuclear body;nuclear speck;nucleoplasm,IDA;IEA;TAS,ECO:0000304;ECO:0000314;ECO:0007322,GO_REF:0000044;GO_REF:0000052;Reactome:R-HSA-3221982,Q8N9N5,HPA;Reactome;UniProt,4
BAP1,GO:0005654,nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-5689630;Reactome:R-HSA-5689649;Reactome:R-HSA-5690759;Reactome:R-HSA-5690785;Reactome:R-HSA-5690790;Reactome:R-HSA-9700998;Reactome:R-HSA-9701003,Q92560,HPA;Reactome,8
BARD1,GO:0005654;GO:0006281;GO:0006974;GO:0016607,DNA damage response;DNA repair;nuclear speck;nucleoplasm,IDA;IEA;NAS;TAS,ECO:0000256;ECO:0000303;ECO:0000304;ECO:0000314;ECO:0005547;ECO:0007322,GO_REF:0000043;GO_REF:0000052;GO_REF:0000117;PMID:15905410;PMID:16651405;PMID:22369660;Reactome:R-HSA-5659781;Reactome:R-HSA-5683385;Reactome:R-HSA-5683735;Reactome:R-HSA-5683801;Reactome:R-HSA-5684052;Reactome:R-HSA-5684071;Reactome:R-HSA-5684108;Reactome:R-HSA-5684875;Reactome:R-HSA-5684882;Reactome:R-HSA-5684887;Reactome:R-HSA-5685011;Reactome:R-HSA-5685156;Reactome:R-HSA-5685341;Reactome:R-HSA-5685838;Reactome:R-HSA-5685985;Reactome:R-HSA-5685994;Reactome:R-HSA-5686410;Reactome:R-HSA-5686440;Reactome:R-HSA-5686469;Reactome:R-HSA-5686483;Reactome:R-HSA-5686642;Reactome:R-HSA-5686657;Reactome:R-HSA-5686685;Reactome:R-HSA-5689649;Reactome:R-HSA-5691411;Reactome:R-HSA-5693539;Reactome:R-HSA-5693542;Reactome:R-HSA-5693551;Reactome:R-HSA-5693561;Reactome:R-HSA-5693564;Reactome:R-HSA-5693580;Reactome:R-HSA-5693584;Reactome:R-HSA-5693589;Reactome:R-HSA-5693593;Reactome:R-HSA-5693608;Reactome:R-HSA-5693620;Reactome:R-HSA-6799332;Reactome:R-HSA-69891;Reactome:R-HSA-9663194;Reactome:R-HSA-9699163;Reactome:R-HSA-9700998;Reactome:R-HSA-9701000;Reactome:R-HSA-9701003;Reactome:R-HSA-9701199;Reactome:R-HSA-9704330;Reactome:R-HSA-9704408;Reactome:R-HSA-9707051;Reactome:R-HSA-9709571;Reactome:R-HSA-9709601;Reactome:R-HSA-9853389,Q99728,ComplexPortal;HPA;Reactome;UniProt,58
BARX2,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9UMQ3,HPA,1
BASP1,GO:0016363;GO:0016605;GO:0016607,nuclear matrix;nuclear speck;PML body,IDA;IEA;ISS,ECO:0000250;ECO:0000265;ECO:0000314,GO_REF:0000024;GO_REF:0000107;PMID:19050011,P80723,Ensembl;UniProt,4
BATF,GO:0005654;GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;nucleoplasm",IDA;IEA;ISS;TAS,ECO:0000250;ECO:0000265;ECO:0000304;ECO:0000314,GO_REF:0000024;GO_REF:0000052;GO_REF:0000107;Reactome:R-HSA-6790036,Q16520,Ensembl;HPA;Reactome;UniProt,6
BATF3,GO:0005654;GO:0005730,nucleolus;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9NR55,HPA,2
BAX,GO:0005635;GO:0006974;GO:0008630,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;nuclear envelope,IBA;IDA;IEA,ECO:0000265;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000107;PMID:11912183;PMID:12925958,Q07812,AgBase;Ensembl;GO_Central;HGNC-UCL,5
BAZ1A,GO:0000228,nuclear chromosome,IBA,ECO:0000318,GO_REF:0000033,Q9NRL2,GO_Central,1
BAZ1B,GO:0005654;GO:0005730;GO:0006974;GO:0043596;GO:0110016,B-WICH complex;DNA damage response;nuclear replication fork;nucleolus;nucleoplasm,IBA;IDA;IEA;NAS;TAS,ECO:0000304;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000052;PMID:15543136;PMID:16603771;PMID:19092802;PMID:23555303;Reactome:R-HSA-5250930;Reactome:R-HSA-5250938;Reactome:R-HSA-5250947;Reactome:R-HSA-5683930,Q9UIG0,BHF-UCL;ComplexPortal;GO_Central;HPA;Reactome;UniProt,12
BAZ2A,GO:0005654;GO:0005730;GO:0016607,nuclear speck;nucleolus;nucleoplasm,IDA;IEA;ISS;NAS,ECO:0000250;ECO:0000256;ECO:0000314;ECO:0005547;ECO:0007322,GO_REF:0000024;GO_REF:0000044;GO_REF:0000052;GO_REF:0000117;PMID:16678107,Q9UIF9,ComplexPortal;HPA;UniProt,5
BBC3,GO:0006974;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,IEA;ISS,ECO:0000250;ECO:0000265,GO_REF:0000024;GO_REF:0000107,Q9BXH1,BHF-UCL;Ensembl,3
BBS10,GO:0006974,DNA damage response,IEA,ECO:0000265,GO_REF:0000107,Q8TAM1,Ensembl,1
BBX,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q8WY36,HPA,1
BCAS2,GO:0005654;GO:0005662;GO:0005730;GO:0016607,DNA replication factor A complex;nuclear speck;nucleolus;nucleoplasm,IDA;IEA;TAS,ECO:0000304;ECO:0000314;ECO:0007322,GO_REF:0000044;GO_REF:0000052;PMID:24332808;Reactome:R-HSA-9770131;Reactome:R-HSA-9770141;Reactome:R-HSA-9770145;Reactome:R-HSA-9770236;Reactome:R-HSA-9770847;Reactome:R-HSA-9772351;Reactome:R-HSA-9794542,O75934,HPA;Reactome;UniProt,10
BCCIP,GO:0005654;GO:0006281;GO:0006974,DNA damage response;DNA repair;nucleoplasm,IDA;IEA,ECO:0000314;ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000052;GO_REF:0000120,Q9P287,HPA;UniProt,3
BCHE,GO:0005641,nuclear envelope lumen,IEA,ECO:0000265,GO_REF:0000107,P06276,Ensembl,1
BCL11A,GO:0005654;GO:0016363;GO:0016604,nuclear body;nuclear matrix;nucleoplasm,IDA;IEA;TAS,ECO:0000304;ECO:0000314;ECO:0007322,GO_REF:0000044;GO_REF:0000052;Reactome:R-HSA-9934021;Reactome:R-HSA-9934024,Q9H165,HPA;Reactome;UniProt,5
BCL11B,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-9934021;Reactome:R-HSA-9934024,Q9C0K0,Reactome,2
BCL2,GO:0006974;GO:0008630;GO:0031965,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;nuclear membrane,IBA;IDA;IEA;IMP,ECO:0000265;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501,GO_REF:0000033;GO_REF:0000107;GO_REF:0000120;PMID:1502141;PMID:17875758;PMID:8402648,P10415,Ensembl;GO_Central;UniProt,6
BCL2A1,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,IBA,ECO:0000318,GO_REF:0000033,Q16548,GO_Central,1
BCL2L1,GO:0008630;GO:0031965,intrinsic apoptotic signaling pathway in response to DNA damage;nuclear membrane,IBA;IEA,ECO:0000265;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000044;GO_REF:0000107,Q07817,Ensembl;GO_Central;UniProt,3
BCL2L10,GO:0008630;GO:0031965,intrinsic apoptotic signaling pathway in response to DNA damage;nuclear membrane,IBA;IEA,ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000044,Q9HD36,GO_Central;UniProt,2
BCL2L11,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,IDA;IEA,ECO:0000265;ECO:0000314,GO_REF:0000107;PMID:11546872,O43521,Ensembl;MGI,2
BCL2L2,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,IBA,ECO:0000318,GO_REF:0000033,Q92843,GO_Central,1
BCL3,GO:0005654;GO:0006974;GO:0030330;GO:0042771,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;nucleoplasm",IDA;IMP,ECO:0000314;ECO:0000315,GO_REF:0000052;PMID:16384933,P20749,HPA;MGI;UniProt,4
BCL6,GO:0005654;GO:0006974;GO:0042382,DNA damage response;nucleoplasm;paraspeckles,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000052;PMID:15577913;PMID:16704730;Reactome:R-HSA-6790036;Reactome:R-HSA-6800250;Reactome:R-HSA-9622627,P41182,GO_Central;HPA;Reactome;UniProt,7
BCL6B,GO:0005654,nucleoplasm,IBA,ECO:0000318,GO_REF:0000033,Q8N143,GO_Central,1
BCL7A,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-9825847;Reactome:R-HSA-9933236;Reactome:R-HSA-9933237;Reactome:R-HSA-9933238;Reactome:R-HSA-9934021;Reactome:R-HSA-9934024,Q4VC05,Reactome,6
BCL7B,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-9825847;Reactome:R-HSA-9933236;Reactome:R-HSA-9933237;Reactome:R-HSA-9933238;Reactome:R-HSA-9934021;Reactome:R-HSA-9934024,Q9BQE9,Reactome,6
BCL7C,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-9825847;Reactome:R-HSA-9933236;Reactome:R-HSA-9933237;Reactome:R-HSA-9933238;Reactome:R-HSA-9934021;Reactome:R-HSA-9934024,Q8WUZ0,Reactome,6
BCL9,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-201712;Reactome:R-HSA-3364014;Reactome:R-HSA-3364026;Reactome:R-HSA-3364042,O00512,Reactome,4
BCL9L,GO:0001650;GO:0005654,fibrillar center;nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-201712;Reactome:R-HSA-3364014;Reactome:R-HSA-3364026;Reactome:R-HSA-3364042,Q86UU0,HPA;Reactome,6
BCLAF1,GO:0005654;GO:0006974;GO:0016607,DNA damage response;nuclear speck;nucleoplasm,IDA;IEA;IMP,ECO:0000314;ECO:0000315;ECO:0007322,GO_REF:0000044;GO_REF:0000052;PMID:17938203;PMID:24100041,Q9NYF8,HPA;UniProt,6
BCOR,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q6W2J9,HPA,1
BCORL1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q5H9F3,HPA,1
BDP1,GO:0005654,nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,GO_REF:0000052;Reactome:R-HSA-76056;Reactome:R-HSA-83723;Reactome:R-HSA-83790;Reactome:R-HSA-83793;Reactome:R-HSA-83803;Reactome:R-HSA-83805,A6H8Y1,HPA;Reactome,7
BECN1,GO:0016604,nuclear body,IDA,ECO:0000314,GO_REF:0000052,Q14457,HPA,1
BEND3,GO:0005730,nucleolus,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000044;PMID:26100909,Q5T5X7,UniProt,2
BEX4,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9NWD9,HPA,1
BHLHE40,GO:0016604,nuclear body,IDA,ECO:0000314,GO_REF:0000052,O14503,HPA,1
BHLHE41,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9C0J9,HPA,1
BICD2,GO:0005635;GO:0005643,nuclear envelope;nuclear pore,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000044;PMID:20386726,Q8TD16,UniProt,4
BICRA,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-9932443;Reactome:R-HSA-9933236,Q9NZM4,Reactome,2
BICRAL,GO:0005654,nucleoplasm,TAS,ECO:0000304,Reactome:R-HSA-9932443;Reactome:R-HSA-9933236,Q6AI39,Reactome,2
BID,GO:0042770,signal transduction in response to DNA damage,TAS,ECO:0000304,PMID:18309324,P55957,UniProt,1
BIRC2,GO:0005654;GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage;nucleoplasm,IDA;NAS,ECO:0000314;ECO:0005547,GO_REF:0000052;PMID:21458669,Q13490,ComplexPortal;HPA,2
BIRC3,GO:0005654;GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage;nucleoplasm,IDA;NAS,ECO:0000314;ECO:0005547,GO_REF:0000052;PMID:21458669,Q13489,ComplexPortal;HPA,2
BIRC5,GO:0000228;GO:0005654,nuclear chromosome;nucleoplasm,IDA;TAS,ECO:0000304;ECO:0000314,PMID:16322459;Reactome:R-HSA-4655355;Reactome:R-HSA-6790036;Reactome:R-HSA-6797763,O15392,Reactome;UniProt,4
BIRC7,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q96CA5,HPA,1
BIVM,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q86UB2,HPA,1
BLM,GO:0000228;GO:0000724;GO:0000729;GO:0000800;GO:0005654;GO:0005730;GO:0006281;GO:0006974;GO:0007095;GO:0016363;GO:0016605,DNA damage response;DNA double-strand break processing;DNA repair;double-strand break repair via homologous recombination;lateral element;mitotic G2 DNA damage checkpoint signaling;nuclear chromosome;nuclear matrix;nucleolus;nucleoplasm;PML body,IBA;IDA;IEA;IMP;NAS;TAS,ECO:0000256;ECO:0000303;ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000052;GO_REF:0000117;GO_REF:0000120;PMID:10728666;PMID:10779560;PMID:11309417;PMID:12818200;PMID:21325134;PMID:23509288;PMID:23543748;PMID:7585968;Reactome:R-HSA-174438;Reactome:R-HSA-4568914;Reactome:R-HSA-5684875;Reactome:R-HSA-5684882;Reactome:R-HSA-5684887;Reactome:R-HSA-5685011;Reactome:R-HSA-5685156;Reactome:R-HSA-5685341;Reactome:R-HSA-5685838;Reactome:R-HSA-5685985;Reactome:R-HSA-5685994;Reactome:R-HSA-5686398;Reactome:R-HSA-5686410;Reactome:R-HSA-5686440;Reactome:R-HSA-5686469;Reactome:R-HSA-5686483;Reactome:R-HSA-5686642;Reactome:R-HSA-5686657;Reactome:R-HSA-5693539;Reactome:R-HSA-5693542;Reactome:R-HSA-5693561;Reactome:R-HSA-5693564;Reactome:R-HSA-5693580;Reactome:R-HSA-5693584;Reactome:R-HSA-5693589;Reactome:R-HSA-5693593;Reactome:R-HSA-5693620;Reactome:R-HSA-6799332;Reactome:R-HSA-9701199;Reactome:R-HSA-9704330;Reactome:R-HSA-9704408;Reactome:R-HSA-9709571;Reactome:R-HSA-9709601;Reactome:R-HSA-9853389,P54132,ComplexPortal;GO_Central;HPA;Reactome;UniProt,52
BLZF1,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q9H2G9,HPA,1
BMAL1,GO:0005654;GO:0016605,nucleoplasm;PML body,IDA;IEA;TAS,ECO:0000304;ECO:0000314;ECO:0007322,GO_REF:0000044;GO_REF:0000052;Reactome:R-HSA-5663124;Reactome:R-HSA-5663138;Reactome:R-HSA-5663170;Reactome:R-HSA-9634846,O00327,HPA;Reactome;UniProt,6
BMAL2,GO:0005654;GO:0005730,nucleolus;nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q8WYA1,HPA,2
BMI1,GO:0005654;GO:0016604,nuclear body;nucleoplasm,IEA;TAS,ECO:0000265;ECO:0000304,GO_REF:0000107;Reactome:R-HSA-3108203;Reactome:R-HSA-3108209;Reactome:R-HSA-3229089;Reactome:R-HSA-3229102;Reactome:R-HSA-3927824;Reactome:R-HSA-4551655;Reactome:R-HSA-4551727;Reactome:R-HSA-4570463;Reactome:R-HSA-4570499;Reactome:R-HSA-8954082,P35226,Ensembl;Reactome,11
BMP2K,GO:0016607,nuclear speck,IDA,ECO:0000314,GO_REF:0000052,Q9NSY1,HPA,1
BMS1,GO:0005654;GO:0005730;GO:0032040,nucleolus;nucleoplasm;small-subunit processome,IBA;IDA;IEA;ISS;NAS;TAS,ECO:0000250;ECO:0000256;ECO:0000304;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000024;GO_REF:0000033;GO_REF:0000044;GO_REF:0000052;GO_REF:0000117;PMID:34516797;Reactome:R-HSA-6791221;Reactome:R-HSA-6791222;Reactome:R-HSA-6791227;Reactome:R-HSA-6791228,Q14692,ComplexPortal;GO_Central;HPA;Reactome;UniProt,15
BNC1,GO:0005654;GO:0005730;GO:0031981,nuclear lumen;nucleolus;nucleoplasm,IDA;IEA;ISS,ECO:0000250;ECO:0000256;ECO:0000314;ECO:0007322,GO_REF:0000044;GO_REF:0000052;GO_REF:0000117;PMID:11152639,Q01954,ARUK-UCL;HPA;UniProt,4
BNC2,GO:0001650;GO:0016604,fibrillar center;nuclear body,IDA,ECO:0000314,GO_REF:0000052,Q6ZN30,HPA,2
BNIP1,GO:0005635,nuclear envelope,IDA,ECO:0000314,PMID:7954800,Q12981,UniProt,1
BNIP2,GO:0005635,nuclear envelope,IDA,ECO:0000314,PMID:7954800,Q12982,UniProt,1
BNIP3,GO:0005635;GO:0005654,nuclear envelope;nucleoplasm,IBA;IDA;IEA;ISS,ECO:0000250;ECO:0000265;ECO:0000314;ECO:0000318,GO_REF:0000024;GO_REF:0000033;GO_REF:0000107;PMID:7954800,Q12983,Ensembl;GO_Central;UniProt,4
BNIP3L,GO:0005635;GO:0016607,nuclear envelope;nuclear speck,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000044;GO_REF:0000052;PMID:10381623,O60238,GO_Central;HPA;UniProt,4
BOD1,GO:0005654;GO:0048188,nucleoplasm;Set1C/COMPASS complex,IPI;TAS,ECO:0000304;ECO:0000353,PMID:23508102;Reactome:R-HSA-9821941,Q96IK1,ComplexPortal;Reactome,2
BOD1L1,GO:0005654;GO:0006281;GO:0006974;GO:0048188,DNA damage response;DNA repair;nucleoplasm;Set1C/COMPASS complex,IBA;IDA;IEA;IPI;TAS,ECO:0000304;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000052;PMID:23508102;PMID:26166705;Reactome:R-HSA-9821931,Q8NFC6,ComplexPortal;GO_Central;HPA;Reactome;UniProt,7
BOK,GO:0005640;GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage;nuclear outer membrane,IBA;IEA,ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000044,Q9UMX3,GO_Central;UniProt,2
BOP1,GO:0005654;GO:0005730;GO:0070545,nucleolus;nucleoplasm;PeBoW complex,IBA;IDA;IEA;IPI;TAS,ECO:0000304;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0000501;ECO:0007322,GO_REF:0000033;GO_REF:0000044;GO_REF:0000052;GO_REF:0000120;PMID:16043514;PMID:16738141;PMID:17353269;Reactome:R-HSA-6791219,Q14137,ComplexPortal;GO_Central;HPA;MGI;Reactome;UniProt,10
BPTF,GO:0005654,nucleoplasm,IDA,ECO:0000314,GO_REF:0000052,Q12830,HPA,1
BRAT1,GO:0005654;GO:0006974,DNA damage response;nucleoplasm,IBA;IDA;IEA;IMP,ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501,GO_REF:0000033;GO_REF:0000052;GO_REF:0000120;PMID:25631046,Q6PJG6,GO_Central;HPA;UniProt,4
BRCA1,GO:0000724;GO:0000794;GO:0000800;GO:0005654;GO:0006281;GO:0006301;GO:0006302;GO:0006974;GO:0007095;GO:0008630;GO:0016604,condensed nuclear chromosome;DNA damage response;DNA damage tolerance;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;intrinsic apoptotic signaling pathway in response to DNA damage;lateral element;mitotic G2 DNA damage checkpoint signaling;nuclear body;nucleoplasm,IBA;IDA;IEA;IMP;NAS;TAS,ECO:0000256;ECO:0000265;ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501;ECO:0005547,GO_REF:0000033;GO_REF:0000052;GO_REF:0000107;GO_REF:0000117;GO_REF:0000120;PMID:10910365;PMID:14654789;PMID:16651405;PMID:17349954;PMID:17525340;PMID:17643121;PMID:19261748;PMID:22186889;PMID:22369660;PMID:28398198;PMID:9774970;Reactome:R-HSA-2997616;Reactome:R-HSA-2997709;Reactome:R-HSA-5659781;Reactome:R-HSA-5683385;Reactome:R-HSA-5683735;Reactome:R-HSA-5683801;Reactome:R-HSA-5684052;Reactome:R-HSA-5684071;Reactome:R-HSA-5684108;Reactome:R-HSA-5684875;Reactome:R-HSA-5684882;Reactome:R-HSA-5684887;Reactome:R-HSA-5685011;Reactome:R-HSA-5685156;Reactome:R-HSA-5685341;Reactome:R-HSA-5685838;Reactome:R-HSA-5685985;Reactome:R-HSA-5685994;Reactome:R-HSA-5686410;Reactome:R-HSA-5686440;Reactome:R-HSA-5686469;Reactome:R-HSA-5686483;Reactome:R-HSA-5686642;Reactome:R-HSA-5686657;Reactome:R-HSA-5686685;Reactome:R-HSA-5691411;Reactome:R-HSA-5693539;Reactome:R-HSA-5693542;Reactome:R-HSA-5693551;Reactome:R-HSA-5693561;Reactome:R-HSA-5693564;Reactome:R-HSA-5693580;Reactome:R-HSA-5693584;Reactome:R-HSA-5693589;Reactome:R-HSA-5693593;Reactome:R-HSA-5693606;Reactome:R-HSA-5693608;Reactome:R-HSA-5693620;Reactome:R-HSA-6797712;Reactome:R-HSA-6799332;Reactome:R-HSA-69891;Reactome:R-HSA-9007605;Reactome:R-HSA-9663194;Reactome:R-HSA-9699163;Reactome:R-HSA-9700998;Reactome:R-HSA-9701000;Reactome:R-HSA-9701003;Reactome:R-HSA-9701199;Reactome:R-HSA-9704330;Reactome:R-HSA-9704408;Reactome:R-HSA-9707051;Reactome:R-HSA-9709571;Reactome:R-HSA-9709601;Reactome:R-HSA-9853389;Reactome:R-HSA-9926521,P38398,CACAO;ComplexPortal;Ensembl;GO_Central;HGNC-UCL;HPA;MGI;PINC;Reactome;UniProt,80
BRCA2,GO:0000724;GO:0000800;GO:0005654;GO:0006281;GO:0006289;GO:0006302;GO:0006974;GO:0008630;GO:0030330;GO:0042771,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;lateral element;nucleoplasm;nucleotide-excision repair",IBA;IDA;IEA;IMP;TAS,ECO:0000265;ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501,GO_REF:0000033;GO_REF:0000052;GO_REF:0000107;GO_REF:0000120;PMID:16845393;PMID:20729832;PMID:21719596;PMID:28398198;PMID:9774970;Reactome:R-HSA-5685242;Reactome:R-HSA-5685341;Reactome:R-HSA-5685838;Reactome:R-HSA-5686410;Reactome:R-HSA-5686440;Reactome:R-HSA-5686469;Reactome:R-HSA-5686483;Reactome:R-HSA-5693539;Reactome:R-HSA-5693561;Reactome:R-HSA-5693584;Reactome:R-HSA-5693589;Reactome:R-HSA-5693593;Reactome:R-HSA-5693620;Reactome:R-HSA-9701199;Reactome:R-HSA-9704330;Reactome:R-HSA-9704408;Reactome:R-HSA-9709273;Reactome:R-HSA-9709571;Reactome:R-HSA-9709601;Reactome:R-HSA-9853389,P51587,ComplexPortal;Ensembl;GO_Central;HPA;MGI;Reactome;UniProt,35
BRCC3,GO:0005654;GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;mitotic G2 DNA damage checkpoint signaling;nucleoplasm,IBA;IDA;IEA;IMP;TAS,ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000052;GO_REF:0000120;PMID:17525341;PMID:19202061;PMID:19261746;PMID:19261748;Reactome:R-HSA-5683385;Reactome:R-HSA-5683735;Reactome:R-HSA-5683801;Reactome:R-HSA-5684052;Reactome:R-HSA-5684071;Reactome:R-HSA-5686685;Reactome:R-HSA-5691411;Reactome:R-HSA-5693551;Reactome:R-HSA-69891,P46736,GO_Central;HPA;Reactome;UniProt,21
BRD1,GO:0016607,nuclear speck,IDA,ECO:0000314,GO_REF:0000052,O95696,HPA,1
