gene_id,symbol,all_symbols,source_group,go_ids,go_names
9810,RNF40,RNF40,GO9_unique,GO:0005654,nucleoplasm
79019,CENPM,CENPM,GO9_unique,GO:0005654,nucleoplasm
3975,LHX1,LHX1,GO9_unique,GO:0005654,nucleoplasm
55827,DCAF6,DCAF6,GO9_unique,GO:0005654,nucleoplasm
10389,SCML2,SCML2,GO9_unique,GO:0031519,PcG protein complex
57708,MIER1,MIER1,GO9_unique,GO:0000118;GO:0005654,histone deacetylase complex;nucleoplasm
51586,MED15,MED15,GO9_unique,GO:0005654;GO:0070847,core mediator complex;nucleoplasm
1054,CEBPG,CEBPG,GO9_unique,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
114112,TXNRD3,TXNRD3,GO9_unique,GO:0005654,nucleoplasm
668,FOXL2,FOXL2,GO9_unique,GO:0005654,nucleoplasm
4288,MKI67,MKI67,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
56252,YLPM1,YLPM1,GO9_unique,GO:0016607,nuclear speck
22803,XRN2,XRN2,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
7101,NR2E1,NR2E1,GO9_unique,GO:0005654,nucleoplasm
11262,SP140,SP140,GO9_unique,GO:0005730;GO:0016605,nucleolus;PML body
55252,ASXL2,ASXL2,GO9_unique,GO:0005654;GO:0035517,nucleoplasm;PR-DUB complex
10014,HDAC5,HDAC5,GO9_unique,GO:0000118;GO:0005654;GO:0016607,histone deacetylase complex;nuclear speck;nucleoplasm
9015,TAF1A,TAF1A,GO9_unique,GO:0000120;GO:0005654;GO:0005668;GO:0005730,nucleolus;nucleoplasm;RNA polymerase I transcription regulator complex;RNA polymerase transcription factor SL1 complex
1738,DLD,DLD,GO9_unique,GO:0005654,nucleoplasm
9646,CTR9,CTR9,GO9_unique,GO:0005654;GO:0016593;GO:0016607,Cdc73/Paf1 complex;nuclear speck;nucleoplasm
5530,PPP3CA,PPP3CA,GO9_unique,GO:0005654,nucleoplasm
6626,SNRPA,SNRPA,GO9_unique,GO:0005654;GO:0005681;GO:0005685;GO:0071011;GO:0097525,nucleoplasm;precatalytic spliceosome;spliceosomal complex;spliceosomal snRNP complex;U1 snRNP
4109,MAGEA10,MAGEA10,GO9_unique,GO:0005654,nucleoplasm
9797,TATDN2,TATDN2,GO9_unique,GO:0005654,nucleoplasm
2551,GABPA,GABPA,GO9_unique,GO:0005654,nucleoplasm
246721,POLR2J2,POLR2J2,GO9_unique,GO:0005665,"RNA polymerase II, core complex"
55666,NPLOC4,NPLOC4,GO9_unique,GO:0005654,nucleoplasm
7994,KAT6A,KAT6A,GO9_unique,GO:0005654;GO:0005730;GO:0016605;GO:0016607,nuclear speck;nucleolus;nucleoplasm;PML body
55011,PIH1D1,PIH1D1,GO9_unique,GO:0005730,nucleolus
2645,GCK,GCK,GO9_unique,GO:0005654,nucleoplasm
9802,DAZAP2,DAZAP2,GO9_unique,GO:0016604;GO:0016607,nuclear body;nuclear speck
7324,UBE2E1,UBE2E1,GO9_unique,GO:0005654,nucleoplasm
6100,RP9,RP9,GO9_unique,GO:0005654,nucleoplasm
4851,NOTCH1,NOTCH1,GO9_unique,GO:0005654;GO:1990433,CSL-Notch-Mastermind transcription factor complex;nucleoplasm
2650,GCNT1,GCNT1,GO9_unique,GO:0016607,nuclear speck
4799,NFX1,NFX1,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
6495,SIX1,SIX1,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
84148,KAT8,KAT8,GO9_unique,GO:0005654;GO:0016363;GO:0031981;GO:0071339,MLL1 complex;nuclear lumen;nuclear matrix;nucleoplasm
9969,MED13,MED13,GO9_unique,GO:0005654;GO:0016592;GO:1990508,CKM complex;mediator complex;nucleoplasm
219771,CCNY,CCNY,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
3717,JAK2,JAK2,GO9_unique,GO:0005654,nucleoplasm
254048,UBN2,UBN2,GO9_unique,GO:0005654,nucleoplasm
55726,INTS13,INTS13,GO9_unique,GO:0005654;GO:0016604;GO:0032039;GO:0160232,INTAC complex;integrator complex;nuclear body;nucleoplasm
84081,NSRP1,NSRP1,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
9221,NOLC1,NOLC1,GO9_unique,GO:0001650;GO:0005654;GO:0005730;GO:0015030,Cajal body;fibrillar center;nucleolus;nucleoplasm
80818,ZNF436,ZNF436,GO9_unique,GO:0005654,nucleoplasm
84527,ZNF559,ZNF559,GO9_unique,GO:0005654,nucleoplasm
54931,TRMT10C,TRMT10C,GO9_unique,GO:0005654,nucleoplasm
6884,TAF13,TAF13,GO9_unique,GO:0005654;GO:0005669;GO:0005730,nucleolus;nucleoplasm;transcription factor TFIID complex
83595,SOX7,SOX7,GO9_unique,GO:0005654,nucleoplasm
55621,TRMT1,TRMT1,GO9_unique,GO:0005654,nucleoplasm
8263,F8A1,F8A1,GO9_unique,GO:0016604,nuclear body
54980,C2orf42,C2orf42,GO9_unique,GO:0005654,nucleoplasm
3400,ID4,ID4,GO9_unique,GO:0005654,nucleoplasm
4854,NOTCH3,NOTCH3,GO9_unique,GO:0005654,nucleoplasm
60314,MYG1,MYG1,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
5896,RAG1,RAG1,GO9_unique,GO:0005654,nucleoplasm
23082,PPRC1,PPRC1,GO9_unique,GO:0005654,nucleoplasm
55748,CNDP2,CNDP2,GO9_unique,GO:0005654,nucleoplasm
4591,TRIM37,TRIM37,GO9_unique,GO:0035098,ESC/E(Z) complex
25913,POT1,POT1,GO9_unique,GO:0000783;GO:0005654;GO:0070187,nuclear telomere cap complex;nucleoplasm;shelterin complex
64412,GZF1,GZF1,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
359948,IRF2BP2,IRF2BP2,GO9_unique,GO:0005654,nucleoplasm
23077,MYCBP2,MYCBP2,GO9_unique,GO:0005654,nucleoplasm
8342,H2BC14,H2BC14,GO9_unique,GO:0005654,nucleoplasm
6881,TAF10,TAF10,GO9_unique,GO:0005654;GO:0005669;GO:0033276,nucleoplasm;transcription factor TFIID complex;transcription factor TFTC complex
10921,RNPS1,RNPS1,GO9_unique,GO:0005654;GO:0016607;GO:0035145,exon-exon junction complex;nuclear speck;nucleoplasm
10172,ZNF256,ZNF256,GO9_unique,GO:0005654,nucleoplasm
89849,ATG16L2,ATG16L2,GO9_unique,GO:0005654,nucleoplasm
4938,OAS1,OAS1,GO9_unique,GO:0005654,nucleoplasm
10081,PDCD7,PDCD7,GO9_unique,GO:0005654;GO:0005681;GO:0005689;GO:0034693;GO:0071016,nucleoplasm;spliceosomal complex;U11/U12 snRNP;U12-type precatalytic spliceosome;U12-type spliceosomal complex
57496,MRTFB,MRTFB,GO9_unique,GO:0016607,nuclear speck
90480,GADD45GIP1,GADD45GIP1,GO9_unique,GO:0005654,nucleoplasm
8220,ESS2,ESS2,GO9_unique,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
5629,PROX1,PROX1,GO9_unique,GO:0005654,nucleoplasm
728642,CDK11A,CDK11A,GO9_unique,GO:0016607,nuclear speck
6877,TAF5,TAF5,GO9_unique,GO:0005654;GO:0005669;GO:0005730;GO:0033276,nucleolus;nucleoplasm;transcription factor TFIID complex;transcription factor TFTC complex
54478,PIMREG,PIMREG,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
163126,EID2,EID2,GO9_unique,GO:0005654,nucleoplasm
63935,PCIF1,PCIF1,GO9_unique,GO:0005654,nucleoplasm
25871,NEPRO,NEPRO,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
143570,XRRA1,XRRA1,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
152138,PYDC2,PYDC2,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
3005,H1-0,H1-0,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
2122,MECOM,MECOM,GO9_unique,GO:0000118;GO:0005654;GO:0016607,histone deacetylase complex;nuclear speck;nucleoplasm
51193,ZNF639,ZNF639,GO9_unique,GO:0005654,nucleoplasm
221477,C6orf89,C6orf89,GO9_unique,GO:0005730,nucleolus
7041,TGFB1I1,TGFB1I1,GO9_unique,GO:0016363,nuclear matrix
144108,SPTY2D1,SPTY2D1,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
90865,IL33,IL33,GO9_unique,GO:0005654,nucleoplasm
57674,RNF213,RNF213,GO9_unique,GO:0005730,nucleolus
5601,MAPK9,MAPK9,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
55197,RPRD1A,RPRD1A,GO9_unique,GO:0005654,nucleoplasm
1030,CDKN2B,CDKN2B,GO9_unique,GO:0005654,nucleoplasm
4097,MAFG,MAFG,GO9_unique,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
5620,PRM2,PRM2,GO9_unique,GO:0005654,nucleoplasm
1665,DHX15,DHX15,GO9_unique,GO:0005654;GO:0005681;GO:0005689;GO:0005730;GO:0016607;GO:0071008;GO:0071014,nuclear speck;nucleolus;nucleoplasm;post-mRNA release spliceosomal complex;spliceosomal complex;U12-type spliceosomal complex;U2-type post-mRNA release spliceosomal complex
727800,RNF208,RNF208,GO9_unique,GO:0005654,nucleoplasm
55553,SOX6,SOX6,GO9_unique,GO:0005654,nucleoplasm
8969,H2AC11,H2AC11,GO9_unique,GO:0005654,nucleoplasm
863,CBFA2T3,CBFA2T3,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
10513,APPBP2,APPBP2,GO9_unique,GO:0005654,nucleoplasm
7159,TP53BP2,TP53BP2,GO9_unique,GO:0005654,nucleoplasm
7711,ZNF155,ZNF155,GO9_unique,GO:0005654,nucleoplasm
51564,HDAC7,HDAC7,GO9_unique,GO:0000118;GO:0005654,histone deacetylase complex;nucleoplasm
3190,HNRNPK,HNRNPK,GO9_unique,GO:0005654;GO:0005681;GO:0071013,catalytic step 2 spliceosome;nucleoplasm;spliceosomal complex
7345,UCHL1,UCHL1,GO9_unique,GO:0005654,nucleoplasm
23383,MAU2,MAU2,GO9_unique,GO:0005654;GO:0016604;GO:0032116;GO:0090694,nuclear body;nucleoplasm;Scc2-Scc4 cohesin loading complex;SMC loading complex
7465,WEE1,WEE1,GO9_unique,GO:0005654,nucleoplasm
3018,H2BC3,H2BC3,GO9_unique,GO:0005654,nucleoplasm
2962,GTF2F1,GTF2F1,GO9_unique,GO:0005654;GO:0005669;GO:0005674,nucleoplasm;transcription factor TFIID complex;transcription factor TFIIF complex
23254,KAZN,KAZN,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
84661,DPY30,DPY30,GO9_unique,GO:0005654;GO:0035097;GO:0044665;GO:0044666;GO:0048188;GO:0071339,histone methyltransferase complex;MLL1 complex;MLL1/2 complex;MLL3/4 complex;nucleoplasm;Set1C/COMPASS complex
9667,SAFB2,SAFB2,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
91464,ISX,ISX,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
898,CCNE1,CCNE1,GO9_unique,GO:0005654,nucleoplasm
790,CAD,CAD,GO9_unique,GO:0016363,nuclear matrix
25926,NOL11,NOL11,GO9_unique,GO:0005654;GO:0005730;GO:0032040;GO:0034455,nucleolus;nucleoplasm;small-subunit processome;t-UTP complex
11339,OIP5,OIP5,GO9_unique,GO:0005654;GO:0015030;GO:0016607;GO:0098654,Cajal body;CENP-A recruiting complex;nuclear speck;nucleoplasm
4804,NGFR,NGFR,GO9_unique,GO:0005654,nucleoplasm
7728,ZNF175,ZNF175,GO9_unique,GO:0005730,nucleolus
1633,DCK,DCK,GO9_unique,GO:0005654,nucleoplasm
64651,CSRNP1,CSRNP1,GO9_unique,GO:0005654,nucleoplasm
27327,TNRC6A,TNRC6A,GO9_unique,GO:0005654,nucleoplasm
4150,MAZ,MAZ,GO9_unique,GO:0005654,nucleoplasm
25776,CBY1,CBY1,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
79707,NOL9,NOL9,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
29903,CCDC106,CCDC106,GO9_unique,GO:0005654,nucleoplasm
11103,KRR1,KRR1,GO9_unique,GO:0005654;GO:0005730;GO:0032040,nucleolus;nucleoplasm;small-subunit processome
56853,CELF4,CELF4,GO9_unique,GO:0005654,nucleoplasm
57703,CWC22,CWC22,GO9_unique,GO:0005654;GO:0005681;GO:0016607;GO:0071005;GO:0071006;GO:0071007;GO:0071013;GO:0071018;GO:0071020,catalytic step 2 spliceosome;nuclear speck;nucleoplasm;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome
29127,RACGAP1,RACGAP1,GO9_unique,GO:0005654,nucleoplasm
2959,GTF2B,GTF2B,GO9_unique,GO:0005654;GO:0005669;GO:0016604;GO:0090575,nuclear body;nucleoplasm;RNA polymerase II transcription regulator complex;transcription factor TFIID complex
6426,SRSF1,SRSF1,GO9_unique,GO:0005654;GO:0005681;GO:0016607;GO:0035145;GO:0071013,catalytic step 2 spliceosome;exon-exon junction complex;nuclear speck;nucleoplasm;spliceosomal complex
9645,MICAL2,MICAL2,GO9_unique,GO:0005654,nucleoplasm
7709,ZBTB17,ZBTB17,GO9_unique,GO:0005654,nucleoplasm
2982,GUCY1A1,GUCY1A1,GO9_unique,GO:0005654,nucleoplasm
23741,EID1,EID1,GO9_unique,GO:0005654,nucleoplasm
388523,ZNF728,ZNF728,GO9_unique,GO:0031981,nuclear lumen
10586,MAB21L2,MAB21L2,GO9_unique,GO:0005654,nucleoplasm
9772,TMEM94,TMEM94,GO9_unique,GO:0005654,nucleoplasm
51406,NOL7,NOL7,GO9_unique,GO:0005730;GO:0032040,nucleolus;small-subunit processome
54856,GON4L,GON4L,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
55174,INTS10,INTS10,GO9_unique,GO:0005654;GO:0032039;GO:0160232,INTAC complex;integrator complex;nucleoplasm
166979,CDC20B,CDC20B,GO9_unique,GO:0005680,anaphase-promoting complex
10399,RACK1,RACK1,GO9_unique,GO:0005654,nucleoplasm
84295,PHF6,PHF6,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
80228,ORAI2,ORAI2,GO9_unique,GO:0005654,nucleoplasm
7080,NKX2-1,NKX2-1,GO9_unique,GO:0005654,nucleoplasm
8899,PRP4K,PRP4K,GO9_unique,GO:0005654;GO:0005681;GO:0016607;GO:0071013;GO:0071016,catalytic step 2 spliceosome;nuclear speck;nucleoplasm;spliceosomal complex;U12-type precatalytic spliceosome
3662,IRF4,IRF4,GO9_unique,GO:0005654,nucleoplasm
203245,NAIF1,NAIF1,GO9_unique,GO:0005654,nucleoplasm
8939,FUBP3,FUBP3,GO9_unique,GO:0005654,nucleoplasm
6909,TBX2,TBX2,GO9_unique,GO:0005654,nucleoplasm
10236,HNRNPR,HNRNPR,GO9_unique,GO:0005654;GO:0005681;GO:0005730;GO:0071013,catalytic step 2 spliceosome;nucleolus;nucleoplasm;spliceosomal complex
22873,DZIP1,DZIP1,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
148398,SAMD11,SAMD11,GO9_unique,GO:0035102,PRC1 complex
57563,KLHL8,KLHL8,GO9_unique,GO:0005654,nucleoplasm
10109,ARPC2,ARPC2,GO9_unique,GO:0005654,nucleoplasm
5481,PPID,PPID,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
3226,HOXC10,HOXC10,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
25983,NGDN,NGDN,GO9_unique,GO:0005730;GO:0032040,nucleolus;small-subunit processome
54187,NANS,NANS,GO9_unique,GO:0005654,nucleoplasm
25930,PTPN23,PTPN23,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
28989,NTMT1,NTMT1,GO9_unique,GO:0005654,nucleoplasm
818,CAMK2G,CAMK2G,GO9_unique,GO:0005654,nucleoplasm
6635,SNRPE,SNRPE,GO9_unique,GO:0005654;GO:0005681;GO:0005682;GO:0005683;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005690;GO:0005697;GO:0030532;GO:0034693;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020,catalytic step 2 spliceosome;nucleoplasm;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;telomerase holoenzyme complex;U1 snRNP;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP;U7 snRNP
7593,MZF1,MZF1,GO9_unique,GO:0005654,nucleoplasm
5450,POU2AF1,POU2AF1,GO9_unique,GO:0090575,RNA polymerase II transcription regulator complex
376940,ZC3H6,ZC3H6,GO9_unique,GO:0005654,nucleoplasm
1478,CSTF2,CSTF2,GO9_unique,GO:0005654;GO:0005847;GO:0005848;GO:0005849;GO:0016604;GO:0071920,cleavage body;mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex;mRNA cleavage stimulating factor complex;nuclear body;nucleoplasm
64506,CPEB1,CPEB1,GO9_unique,GO:0005654,nucleoplasm
4750,NEK1,NEK1,GO9_unique,GO:0005654,nucleoplasm
84991,RBM17,RBM17,GO9_unique,GO:0005654;GO:0005681,nucleoplasm;spliceosomal complex
9603,NFE2L3,NFE2L3,GO9_unique,GO:0090575,RNA polymerase II transcription regulator complex
573,BAG1,BAG1,GO9_unique,GO:0005654,nucleoplasm
55644,OSGEP,OSGEP,GO9_unique,GO:0005654,nucleoplasm
2288,FKBP4,FKBP4,GO9_unique,GO:0005654,nucleoplasm
53632,PRKAG3,PRKAG3,GO9_unique,GO:0005654,nucleoplasm
7750,ZMYM2,ZMYM2,GO9_unique,GO:0016605,PML body
8817,FGF18,FGF18,GO9_unique,GO:0005730,nucleolus
57798,GATAD1,GATAD1,GO9_unique,GO:0005654,nucleoplasm
91748,MIDEAS,MIDEAS,GO9_unique,GO:0000118;GO:0005654,histone deacetylase complex;nucleoplasm
647219,ASCL5,ASCL5,GO9_unique,GO:0090575,RNA polymerase II transcription regulator complex
171568,POLR3H,POLR3H,GO9_unique,GO:0005654;GO:0005666,nucleoplasm;RNA polymerase III complex
10589,DRAP1,DRAP1,GO9_unique,GO:0017054;GO:0090575,negative cofactor 2 complex;RNA polymerase II transcription regulator complex
825,CAPN3,CAPN3,GO9_unique,GO:0005730,nucleolus
50809,HP1BP3,HP1BP3,GO9_unique,GO:0016607,nuclear speck
6606,SMN1,SMN1,GO9_unique,GO:0005654;GO:0015030;GO:0016604;GO:0097504,Cajal body;Gemini of Cajal bodies;nuclear body;nucleoplasm
221613,H2AC1,H2AC1,GO9_unique,GO:0005654,nucleoplasm
9734,HDAC9,HDAC9,GO9_unique,GO:0000118;GO:0005654;GO:0035097,histone deacetylase complex;histone methyltransferase complex;nucleoplasm
5064,PALM,PALM,GO9_unique,GO:0005654,nucleoplasm
54606,DDX56,DDX56,GO9_unique,GO:0005730,nucleolus
5966,REL,REL,GO9_unique,GO:0005654;GO:0071159,NF-kappaB complex;nucleoplasm
8013,NR4A3,NR4A3,GO9_unique,GO:0005654,nucleoplasm
4782,NFIC,NFIC,GO9_unique,GO:0001650;GO:0005654,fibrillar center;nucleoplasm
9139,CBFA2T2,CBFA2T2,GO9_unique,GO:0005654,nucleoplasm
7024,TFCP2,TFCP2,GO9_unique,GO:0005654,nucleoplasm
10615,SPAG5,SPAG5,GO9_unique,GO:0016604,nuclear body
4843,NOS2,NOS2,GO9_unique,GO:0005654,nucleoplasm
83938,LRMDA,LRMDA,GO9_unique,GO:0005654,nucleoplasm
60625,DHX35,DHX35,GO9_unique,GO:0005654;GO:0005681;GO:0071013,catalytic step 2 spliceosome;nucleoplasm;spliceosomal complex
10302,SNAPC5,SNAPC5,GO9_unique,GO:0005654,nucleoplasm
26022,TMEM98,TMEM98,GO9_unique,GO:0005654,nucleoplasm
64332,NFKBIZ,NFKBIZ,GO9_unique,GO:0016607,nuclear speck
51077,FCF1,FCF1,GO9_unique,GO:0005654;GO:0005730;GO:0032040,nucleolus;nucleoplasm;small-subunit processome
3235,HOXD9,HOXD9,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
56271,BEX4,BEX4,GO9_unique,GO:0005654,nucleoplasm
5315,PKM,PKM,GO9_unique,GO:0005654,nucleoplasm
9328,GTF3C5,GTF3C5,GO9_unique,GO:0005654,nucleoplasm
2029,ENSA,ENSA,GO9_unique,GO:0005654,nucleoplasm
10969,EBNA1BP2,EBNA1BP2,GO9_unique,GO:0005730;GO:0034399,nuclear periphery;nucleolus
23450,SF3B3,SF3B3,GO9_unique,GO:0005654;GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0005730;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018,catalytic step 2 spliceosome;nucleolus;nucleoplasm;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
11168,PSIP1,PSIP1,GO9_unique,GO:0005654,nucleoplasm
29104,HEMK2,HEMK2,GO9_unique,GO:0035097,histone methyltransferase complex
9274,BCL7C,BCL7C,GO9_unique,GO:0005654;GO:0016514;GO:0140288,GBAF complex;nucleoplasm;SWI/SNF complex
126626,GABPB2,GABPB2,GO9_unique,GO:0005654,nucleoplasm
56891,LGALS14,LGALS14,GO9_unique,GO:0005654,nucleoplasm
7982,ST7,ST7,GO9_unique,GO:0005654,nucleoplasm
64800,EFCAB6,EFCAB6,GO9_unique,GO:0005654,nucleoplasm
57822,GRHL3,GRHL3,GO9_unique,GO:0005654,nucleoplasm
641339,ZNF674,ZNF674,GO9_unique,GO:0005654,nucleoplasm
10248,POP7,POP7,GO9_unique,GO:0005654;GO:0005655;GO:0005730,nucleolar ribonuclease P complex;nucleolus;nucleoplasm
7494,XBP1,XBP1,GO9_unique,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
10393,ANAPC10,ANAPC10,GO9_unique,GO:0005654;GO:0005680,anaphase-promoting complex;nucleoplasm
8028,MLLT10,MLLT10,GO9_unique,GO:0005654,nucleoplasm
2971,GTF3A,GTF3A,GO9_unique,GO:0005654,nucleoplasm
22987,SV2C,SV2C,GO9_unique,GO:0005654,nucleoplasm
10346,TRIM22,TRIM22,GO9_unique,GO:0005654;GO:0015030;GO:0016604;GO:0016607,Cajal body;nuclear body;nuclear speck;nucleoplasm
10002,NR2E3,NR2E3,GO9_unique,GO:0005654,nucleoplasm
56849,TCEAL7,TCEAL7,GO9_unique,GO:0005654,nucleoplasm
23582,CCNDBP1,CCNDBP1,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
5077,PAX3,PAX3,GO9_unique,GO:0005654,nucleoplasm
92521,SPECC1,SPECC1,GO9_unique,GO:0005654,nucleoplasm
4094,MAF,MAF,GO9_unique,GO:0090575,RNA polymerase II transcription regulator complex
158234,TRMT10B,TRMT10B,GO9_unique,GO:0005654,nucleoplasm
51491,NOP16,NOP16,GO9_unique,GO:0005730,nucleolus
79760,GEMIN7,GEMIN7,GO9_unique,GO:0005654;GO:0016604;GO:0097504,Gemini of Cajal bodies;nuclear body;nucleoplasm
83844,USP26,USP26,GO9_unique,GO:0005654,nucleoplasm
6908,TBP,TBP,GO9_unique,GO:0005654;GO:0005668;GO:0005669;GO:0005672;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex;RNA polymerase transcription factor SL1 complex;transcription factor TFIIA complex;transcription factor TFIID complex
64946,CENPH,CENPH,GO9_unique,GO:0005654,nucleoplasm
6924,ELOA,ELOA,GO9_unique,GO:0005654;GO:0016607;GO:0070449,elongin complex;nuclear speck;nucleoplasm
5434,POLR2E,POLR2E,GO9_unique,GO:0005654;GO:0005665;GO:0005666;GO:0005730;GO:0005736,"nucleolus;nucleoplasm;RNA polymerase I complex;RNA polymerase II, core complex;RNA polymerase III complex"
5681,PSKH1,PSKH1,GO9_unique,GO:0016607,nuclear speck
27341,RRP7A,RRP7A,GO9_unique,GO:0005654;GO:0005730;GO:0032040;GO:0032545;GO:0034456,CURI complex;nucleolus;nucleoplasm;small-subunit processome;UTP-C complex
10438,C1D,C1D,GO9_unique,GO:0000176;GO:0005654;GO:0005730,nuclear exosome (RNase complex);nucleolus;nucleoplasm
25885,POLR1A,POLR1A,GO9_unique,GO:0001650;GO:0005654;GO:0005730;GO:0005736,fibrillar center;nucleolus;nucleoplasm;RNA polymerase I complex
6228,RPS23,RPS23,GO9_unique,GO:0005654;GO:0005730;GO:0032040,nucleolus;nucleoplasm;small-subunit processome
4739,NEDD9,NEDD9,GO9_unique,GO:0005654,nucleoplasm
133522,PPARGC1B,PPARGC1B,GO9_unique,GO:0005654;GO:0016592,mediator complex;nucleoplasm
9898,UBAP2L,UBAP2L,GO9_unique,GO:0031519,PcG protein complex
51422,PRKAG2,PRKAG2,GO9_unique,GO:0005654,nucleoplasm
401,PHOX2A,PHOX2A,GO9_unique,GO:0005654,nucleoplasm
81542,TMX1,TMX1,GO9_unique,GO:0005730,nucleolus
84276,NICN1,NICN1,GO9_unique,GO:0005654,nucleoplasm
494551,WEE2,WEE2,GO9_unique,GO:0005654,nucleoplasm
57727,NCOA5,NCOA5,GO9_unique,GO:0005654,nucleoplasm
7741,ZSCAN26,ZSCAN26,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
50619,DEF6,DEF6,GO9_unique,GO:0005654,nucleoplasm
6657,SOX2,SOX2,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
203522,INTS6L,INTS6L,GO9_unique,GO:0032039,integrator complex
51386,EIF3L,EIF3L,GO9_unique,GO:0001650;GO:0005654;GO:0005730,fibrillar center;nucleolus;nucleoplasm
11056,DDX52,DDX52,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
4736,RPL10A,RPL10A,GO9_unique,GO:0005730,nucleolus
134637,ADAT2,ADAT2,GO9_unique,GO:0005654,nucleoplasm
4301,AFDN,AFDN,GO9_unique,GO:0005654,nucleoplasm
55127,HEATR1,HEATR1,GO9_unique,GO:0001650;GO:0005654;GO:0005730;GO:0032040;GO:0034455,fibrillar center;nucleolus;nucleoplasm;small-subunit processome;t-UTP complex
1060,CENPC,CENPC,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
55544,RBM38,RBM38,GO9_unique,GO:0005654,nucleoplasm
55636,CHD7,CHD7,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
23528,ZNF281,ZNF281,GO9_unique,GO:0005654,nucleoplasm
3203,HOXA6,HOXA6,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
90780,PYGO2,PYGO2,GO9_unique,GO:0005654;GO:1990907,beta-catenin-TCF complex;nucleoplasm
