gene_id,symbol,all_symbols,go_ids,go_names
23186,RCOR1,RCOR1,GO:0000118;GO:0035097,histone deacetylase complex;histone methyltransferase complex
23198,PSME4,PSME4,GO:0006281;GO:0006974,DNA damage response;DNA repair
23212,RRS1,RRS1,GO:0000794,condensed nuclear chromosome
23224,SYNE2,SYNE2,GO:0034993,meiotic nuclear membrane microtubule tethering complex
23225,NUP210,NUP210,GO:0005643,nuclear pore
23246,BOP1,BOP1,GO:0070545,PeBoW complex
23269,MGA,MGA,GO:0035102;GO:0071339;GO:0090571,MLL1 complex;PRC1 complex;RNA polymerase II transcription repressor complex
23272,TASOR,TASOR,GO:0140283,HUSH complex
23279,NUP160,NUP160,GO:0005643;GO:0017056;GO:0031080,nuclear pore;nuclear pore outer ring;structural constituent of nuclear pore
23283,CSTF2T,CSTF2T,GO:0005847;GO:0005848,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage stimulating factor complex
23293,SMG6,SMG6,GO:0005697;GO:0035145,exon-exon junction complex;telomerase holoenzyme complex
23299,BICD2,BICD2,GO:0005643,nuclear pore
23300,ATMIN,ATMIN,GO:0006974,DNA damage response
23309,SIN3B,SIN3B,GO:0070822,Sin3-type complex
23310,NCAPD3,NCAPD3,GO:0000794,condensed nuclear chromosome
23314,SATB2,SATB2,GO:0000118,histone deacetylase complex
2332,FMR1,FMR1,GO:0006281;GO:0006974,DNA damage response;DNA repair
23326,USP22,USP22,GO:0033276,transcription factor TFTC complex
2334,AFF2,AFF2,GO:0032783,super elongation complex
23345,SYNE1,SYNE1,GO:0034993;GO:0090292,meiotic nuclear membrane microtubule tethering complex;nuclear matrix anchoring at nuclear membrane
23347,SMCHD1,SMCHD1,GO:0001740;GO:0006281;GO:0006302;GO:0006974,Barr body;DNA damage response;DNA repair;double-strand break repair
23350,U2SURP,U2SURP,GO:0005686,U2 snRNP
23353,SUN1,SUN1,GO:0034993;GO:0090292,meiotic nuclear membrane microtubule tethering complex;nuclear matrix anchoring at nuclear membrane
23376,UFL1,UFL1,GO:0000077;GO:0006281;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair
23378,RRP8,RRP8,GO:0005677;GO:0061773,chromatin silencing complex;eNoSc complex
23379,ICE1,ICE1,GO:0008023,transcription elongation factor complex
23381,SMG5,SMG5,GO:0005697,telomerase holoenzyme complex
23383,MAU2,MAU2,GO:0032116;GO:0090694,Scc2-Scc4 cohesin loading complex;SMC loading complex
23389,MED13L,MED13L,GO:0016592,mediator complex
23394,ADNP,ADNP,GO:0090575,RNA polymerase II transcription regulator complex
23397,NCAPH,NCAPH,GO:0000794,condensed nuclear chromosome
23398,PPWD1,PPWD1,GO:0005681;GO:0071006;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex;U2-type catalytic step 1 spliceosome
23404,EXOSC2,EXOSC2,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex)
23409,SIRT4,SIRT4,GO:0006974,DNA damage response
23411,SIRT1,SIRT1,GO:0000012;GO:0000720;GO:0000731;GO:0005677;GO:0006974;GO:0008630;GO:0035098;GO:0042771;GO:0061773;GO:0070914;GO:0140861,chromatin silencing complex;DNA damage response;DNA repair-dependent chromatin remodeling;DNA synthesis involved in DNA repair;eNoSc complex;ESC/E(Z) complex;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;pyrimidine dimer repair by nucleotide-excision repair;single strand break repair;UV-damage excision repair
23429,RYBP,RYBP,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
23435,TARDBP,TARDBP,GO:0005726,perichromatin fibrils
23450,SF3B3,SF3B3,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
23451,SF3B1,SF3B1,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071004;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018;GO:0110016,B-WICH complex;catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type prespliceosome;U2-type spliceosomal complex
23466,CBX6,CBX6,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
23468,CBX5,CBX5,GO:0000118;GO:0006974;GO:0035097,DNA damage response;histone deacetylase complex;histone methyltransferase complex
23476,BRD4,BRD4,GO:0000794;GO:0006974,condensed nuclear chromosome;DNA damage response
23481,PES1,PES1,GO:0070545,PeBoW complex
23492,CBX7,CBX7,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
23503,ZFYVE26,ZFYVE26,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
23506,BICRAL,BICRAL,GO:0016514;GO:0140288,GBAF complex;SWI/SNF complex
23511,NUP188,NUP188,GO:0005643;GO:0017056;GO:0044611,nuclear pore;nuclear pore inner ring;structural constituent of nuclear pore
23512,SUZ12,SUZ12,GO:0005677;GO:0016586;GO:0031519;GO:0035098,chromatin silencing complex;ESC/E(Z) complex;PcG protein complex;RSC-type complex
23514,SPIDR,SPIDR,GO:0000228;GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;nuclear chromosome
23515,MORC3,MORC3,GO:0051457,maintenance of protein location in nucleus
23517,MTREX,MTREX,GO:0000176;GO:0005681;GO:0006974;GO:0031499;GO:0062141;GO:0071013,catalytic step 2 spliceosome;DNA damage response;nuclear exosome (RNase complex);nuclear exosome targeting complex;spliceosomal complex;TRAMP complex
23524,SRRM2,SRRM2,GO:0005681;GO:0071005;GO:0071006;GO:0071007;GO:0071013;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome
2353,FOS,FOS,GO:0035976;GO:0090575,RNA polymerase II transcription regulator complex;transcription factor AP-1 complex
2355,FOSL2,FOSL2,GO:0035976;GO:0090575,RNA polymerase II transcription regulator complex;transcription factor AP-1 complex
23568,ARL2BP,ARL2BP,GO:0051457,maintenance of protein location in nucleus
23583,SMUG1,SMUG1,GO:0006281;GO:0006284;GO:0006974;GO:0045008,base-excision repair;depyrimidination;DNA damage response;DNA repair
23594,ORC6,ORC6,GO:0005664,nuclear origin of replication recognition complex
23595,ORC3,ORC3,GO:0005656;GO:0005664;GO:0031261,DNA replication preinitiation complex;nuclear origin of replication recognition complex;nuclear pre-replicative complex
23612,PHLDA3,PHLDA3,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
23613,ZMYND8,ZMYND8,GO:0000724,double-strand break repair via homologous recombination
23626,SPO11,SPO11,GO:0000228;GO:0000706;GO:1990918,double-strand break repair involved in meiotic recombination;meiotic DNA double-strand break processing;nuclear chromosome
23636,NUP62,NUP62,GO:0005643;GO:0017056;GO:0044613,nuclear pore;nuclear pore central transport channel;structural constituent of nuclear pore
23645,PPP1R15A,PPP1R15A,GO:0006974,DNA damage response
23649,POLA2,POLA2,GO:0005658,alpha DNA polymerase:primase complex
23658,LSM5,LSM5,GO:0005681;GO:0005688;GO:0005691;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011,precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U6 snRNP;U6atac snRNP
23742,NPAP1,NPAP1,GO:0005643;GO:0017056,nuclear pore;structural constituent of nuclear pore
23759,PPIL2,PPIL2,GO:0005681;GO:0071006;GO:0071013;GO:0071018,catalytic step 2 spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome
23764,MAFF,MAFF,GO:0090575,RNA polymerase II transcription regulator complex
23774,BRD1,BRD1,GO:0036409,histone H3-K14 acetyltransferase complex
24144,TFIP11,TFIP11,GO:0005681;GO:0031848;GO:0071008;GO:0071013,catalytic step 2 spliceosome;protection from non-homologous end joining at telomere;spliceosomal complex;U2-type post-mRNA release spliceosomal complex
24148,PRPF6,PRPF6,GO:0005681;GO:0005682;GO:0046540;GO:0071005;GO:0071009;GO:0071011;GO:0071013;GO:0071016,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
245711,SPDYA,SPDYA,GO:0006974,DNA damage response
246184,CDC26,CDC26,GO:0005680,anaphase-promoting complex
246721,POLR2J2,POLR2J2,GO:0005665,"RNA polymerase II, core complex"
2475,MTOR,MTOR,GO:0006974,DNA damage response
2483,FRG1,FRG1,GO:0005681;GO:0071006;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex;U2-type catalytic step 1 spliceosome
2494,NR5A2,NR5A2,GO:0090575,RNA polymerase II transcription regulator complex
25,ABL1,ABL1,GO:0006281;GO:0006298;GO:0006974;GO:0008630;GO:0042770,DNA damage response;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage;mismatch repair;signal transduction in response to DNA damage
2516,NR5A1,NR5A1,GO:0051457;GO:0090575,maintenance of protein location in nucleus;RNA polymerase II transcription regulator complex
252969,NEIL2,NEIL2,GO:0006281;GO:0006284;GO:0006974;GO:0045008,base-excision repair;depyrimidination;DNA damage response;DNA repair
252983,STXBP4,STXBP4,GO:0006974,DNA damage response
253461,ZBTB38,ZBTB38,GO:0006974,DNA damage response
253714,MMS22L,MMS22L,GO:0000724;GO:0006281;GO:0006974;GO:0035101;GO:0043596,DNA damage response;DNA repair;double-strand break repair via homologous recombination;FACT complex;nuclear replication fork
254225,RNF169,RNF169,GO:0000724;GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination
254394,MCM9,MCM9,GO:0000724;GO:0006281;GO:0006974;GO:0036298;GO:0070716,DNA damage response;DNA repair;double-strand break repair via homologous recombination;mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication;recombinational interstrand cross-link repair
254528,MEIOB,MEIOB,GO:0000724,double-strand break repair via homologous recombination
2547,XRCC6,XRCC6,GO:0000725;GO:0000783;GO:0005958;GO:0006281;GO:0006303;GO:0006974;GO:0043564;GO:0070418;GO:0097680,DNA damage response;DNA repair;DNA-dependent protein kinase complex;DNA-dependent protein kinase-DNA ligase 4 complex;double-strand break repair via classical nonhomologous end joining;double-strand break repair via nonhomologous end joining;Ku70:Ku80 complex;nuclear telomere cap complex;recombinational repair
256126,SYCE2,SYCE2,GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;synaptonemal complex
256643,BCLAF3,BCLAF3,GO:0005681;GO:0016592,mediator complex;spliceosomal complex
256979,SUN3,SUN3,GO:0034993,meiotic nuclear membrane microtubule tethering complex
257218,SHPRH,SHPRH,GO:0006281;GO:0006974,DNA damage response;DNA repair
25766,PRPF40B,PRPF40B,GO:0005685;GO:0071004,U1 snRNP;U2-type prespliceosome
25777,SUN2,SUN2,GO:0000794;GO:0034993;GO:0090292,condensed nuclear chromosome;meiotic nuclear membrane microtubule tethering complex;nuclear matrix anchoring at nuclear membrane
25788,RAD54B,RAD54B,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
25792,CIZ1,CIZ1,GO:0051457,maintenance of protein location in nucleus
25804,LSM4,LSM4,GO:0005681;GO:0005688;GO:0005691;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0097526,precatalytic spliceosome;spliceosomal complex;spliceosomal tri-snRNP complex;U2-type precatalytic spliceosome;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U6 snRNP;U6atac snRNP
25836,NIPBL,NIPBL,GO:0006974;GO:0032039;GO:0032116;GO:0090694;GO:1990414,DNA damage response;integrator complex;replication-born double-strand break repair via sister chromatid exchange;Scc2-Scc4 cohesin loading complex;SMC loading complex
25842,ASF1A,ASF1A,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
25847,ANAPC13,ANAPC13,GO:0005680,anaphase-promoting complex
25855,BRMS1,BRMS1,GO:0070822,Sin3-type complex
25879,DCAF13,DCAF13,GO:0032040,small-subunit processome
25885,POLR1A,POLR1A,GO:0005736,RNA polymerase I complex
25896,INTS7,INTS7,GO:0000077;GO:0006974;GO:0032039;GO:0160232,DNA damage checkpoint signaling;DNA damage response;INTAC complex;integrator complex
25898,RCHY1,RCHY1,GO:0070987,error-free translesion synthesis
25900,IFFO1,IFFO1,GO:0006303,double-strand break repair via nonhomologous end joining
25906,ANAPC15,ANAPC15,GO:0005680,anaphase-promoting complex
25909,AHCTF1,AHCTF1,GO:0005643;GO:0031080,nuclear pore;nuclear pore outer ring
25913,POT1,POT1,GO:0000783;GO:0070187,nuclear telomere cap complex;shelterin complex
25920,NELFB,NELFB,GO:0032021,NELF complex
25926,NOL11,NOL11,GO:0032040;GO:0034455,small-subunit processome;t-UTP complex
259282,BOD1L1,BOD1L1,GO:0006281;GO:0006974;GO:0048188,DNA damage response;DNA repair;Set1C/COMPASS complex
25929,GEMIN5,GEMIN5,GO:0034718,SMN-Gemin2 complex
25939,SAMHD1,SAMHD1,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
25942,SIN3A,SIN3A,GO:0000118;GO:0070822,histone deacetylase complex;Sin3-type complex
25946,ZNF385A,ZNF385A,GO:0006974,DNA damage response
25949,SYF2,SYF2,GO:0005681;GO:0007095;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;mitotic G2 DNA damage checkpoint signaling;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
25978,CHMP2B,CHMP2B,GO:0005643,nuclear pore
25980,AAR2,AAR2,GO:0005681;GO:0005682,spliceosomal complex;U5 snRNP
25983,NGDN,NGDN,GO:0032040,small-subunit processome
25988,HINFP,HINFP,GO:0000077;GO:0006281,DNA damage checkpoint signaling;DNA repair
26013,L3MBTL1,L3MBTL1,GO:0061793,chromatin lock complex
26017,FAM32A,FAM32A,GO:0005681;GO:0071006;GO:0071007,spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
26019,UPF2,UPF2,GO:0035145,exon-exon junction complex
26038,CHD5,CHD5,GO:0016581,NuRD complex
26039,SS18L1,SS18L1,GO:0071565,nBAF complex
26053,AUTS2,AUTS2,GO:0035102,PRC1 complex
26058,GIGYF2,GIGYF2,GO:0031571,mitotic G1 DNA damage checkpoint signaling
26073,POLDIP2,POLDIP2,GO:0006281;GO:0006974;GO:0070987,DNA damage response;DNA repair;error-free translesion synthesis
26093,CCDC9,CCDC9,GO:0035145,exon-exon junction complex
26097,CHTOP,CHTOP,GO:0000346,transcription export complex
26121,PRPF31,PRPF31,GO:0005681;GO:0005684;GO:0005687;GO:0005690;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0071016;GO:0071339;GO:0097526,MLL1 complex;precatalytic spliceosome;spliceosomal complex;spliceosomal tri-snRNP complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex
26122,EPC2,EPC2,GO:0006281;GO:0006974,DNA damage response;DNA repair
26147,PHF19,PHF19,GO:0035098,ESC/E(Z) complex
26155,NOC2L,NOC2L,GO:0030690;GO:0030691,Noc1p-Noc2p complex;Noc2p-Noc3p complex
26168,SENP3,SENP3,GO:0071339,MLL1 complex
261726,TIPRL,TIPRL,GO:0000077,DNA damage checkpoint signaling
26173,INTS1,INTS1,GO:0032039;GO:0160232,INTAC complex;integrator complex
2626,GATA4,GATA4,GO:0090575,RNA polymerase II transcription regulator complex
26270,FBXO6,FBXO6,GO:0000077;GO:0006281;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair
26271,FBXO5,FBXO5,GO:0006974,DNA damage response
26277,TINF2,TINF2,GO:0000783;GO:0070187,nuclear telomere cap complex;shelterin complex
26471,NUPR1,NUPR1,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
2648,KAT2A,KAT2A,GO:0033276,transcription factor TFTC complex
26512,INTS6,INTS6,GO:0032039;GO:0160232,INTAC complex;integrator complex
26574,AATF,AATF,GO:0032040,small-subunit processome
26610,ELP4,ELP4,GO:0008023,transcription elongation factor complex
2672,GFI1,GFI1,GO:0006974,DNA damage response
26747,NUFIP1,NUFIP1,GO:0005726;GO:0008023,perichromatin fibrils;transcription elongation factor complex
26986,PABPC1,PABPC1,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
27030,MLH3,MLH3,GO:0000710;GO:0000794;GO:0000795;GO:0005712;GO:0006281;GO:0006298;GO:0006974,chiasma;condensed nuclear chromosome;DNA damage response;DNA repair;meiotic mismatch repair;mismatch repair;synaptonemal complex
27040,LAT,LAT,GO:0008180,COP9 signalosome
27042,UTP25,UTP25,GO:0032040,small-subunit processome
27043,PELP1,PELP1,GO:0071339,MLL1 complex
27086,FOXP1,FOXP1,GO:0006974,DNA damage response
27097,TAF5L,TAF5L,GO:0033276,transcription factor TFTC complex
27113,BBC3,BBC3,GO:0006974;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
27125,AFF4,AFF4,GO:0008023;GO:0032783,super elongation complex;transcription elongation factor complex
27127,SMC1B,SMC1B,GO:0000794;GO:0000795;GO:0000800,condensed nuclear chromosome;lateral element;synaptonemal complex
27141,CIDEB,CIDEB,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
27183,VPS4A,VPS4A,GO:0005643,nuclear pore
27238,GPKOW,GPKOW,GO:0005681;GO:0071018,spliceosomal complex;U12-type catalytic step 2 spliceosome
27243,CHMP2A,CHMP2A,GO:0005643,nuclear pore
27258,LSM3,LSM3,GO:0005681;GO:0005688;GO:0005691;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0071013,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U6 snRNP;U6atac snRNP
27291,R3HCC1L,R3HCC1L,GO:0035145,exon-exon junction complex
27292,DIMT1,DIMT1,GO:0032040,small-subunit processome
27297,CRCP,CRCP,GO:0005666,RNA polymerase III complex
27301,APEX2,APEX2,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair
27316,RBMX,RBMX,GO:0005681;GO:0044530;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex;supraspliceosomal complex
2733,GLE1,GLE1,GO:0005643;GO:0044614,nuclear pore;nuclear pore cytoplasmic filaments
27330,RPS6KA6,RPS6KA6,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
27336,HTATSF1,HTATSF1,GO:0000724;GO:0005681;GO:0005684;GO:0005686;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;spliceosomal complex;U2 snRNP;U2-type spliceosomal complex
27338,UBE2S,UBE2S,GO:0005680,anaphase-promoting complex
27339,PRPF19,PRPF19,GO:0000077;GO:0005662;GO:0005681;GO:0006281;GO:0006303;GO:0006974;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via nonhomologous end joining;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
27340,UTP20,UTP20,GO:0032040,small-subunit processome
27341,RRP7A,RRP7A,GO:0032040;GO:0032545;GO:0034456,CURI complex;small-subunit processome;UTP-C complex
27343,POLL,POLL,GO:0000724;GO:0006281;GO:0006287;GO:0006289;GO:0006303;GO:0006974,"base-excision repair, gap-filling;DNA damage response;DNA repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining;nucleotide-excision repair"
274,BIN1,BIN1,GO:0090571,RNA polymerase II transcription repressor complex
27429,HTRA2,HTRA2,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
27434,POLM,POLM,GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining
27443,CECR2,CECR2,GO:0031010;GO:0090537,CERF complex;ISWI-type complex
2765,GML,GML,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
2794,GNL1,GNL1,GO:0006974,DNA damage response
2810,SFN,SFN,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
283106,CSNK2A3,CSNK2A3,GO:0006302,double-strand break repair
283129,MAJIN,MAJIN,GO:1990918,double-strand break repair involved in meiotic recombination
283149,BCL9L,BCL9L,GO:1990907,beta-catenin-TCF complex
283248,RCOR2,RCOR2,GO:0000118,histone deacetylase complex
283677,REC114,REC114,GO:0000794,condensed nuclear chromosome
283847,TERB1,TERB1,GO:0070187;GO:1990918,double-strand break repair involved in meiotic recombination;shelterin complex
283899,INO80E,INO80E,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
283989,TSEN54,TSEN54,GO:0000214,tRNA-intron endonuclease complex
284058,KANSL1,KANSL1,GO:0071339,MLL1 complex
284071,MEIOC,MEIOC,GO:0006302,double-strand break repair
284131,ENDOV,ENDOV,GO:0006281,DNA repair
285190,RGPD4,RGPD4,GO:0005643,nuclear pore
285498,RNF212,RNF212,GO:0000795,synaptonemal complex
286053,NSMCE2,NSMCE2,GO:0000724;GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining
286257,PAXX,PAXX,GO:0006281;GO:0006303;GO:0006974;GO:0043564,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining;Ku70:Ku80 complex
286826,LIN9,LIN9,GO:0070176;GO:0090575,DRM complex;RNA polymerase II transcription regulator complex
2873,GPS1,GPS1,GO:0008180,COP9 signalosome
2885,GRB2,GRB2,GO:0008180;GO:0042770,COP9 signalosome;signal transduction in response to DNA damage
28970,C11orf54,C11orf54,GO:0006974,DNA damage response
28985,MCTS1,MCTS1,GO:0006974,DNA damage response
28990,ASTE1,ASTE1,GO:0000724;GO:0006303,double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining
28992,MACROD1,MACROD1,GO:0006974,DNA damage response
28996,HIPK2,HIPK2,GO:0006974;GO:0030330;GO:0042771;GO:0090575,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;RNA polymerase II transcription regulator complex"
29072,SETD2,SETD2,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair
29079,MED4,MED4,GO:0016592;GO:0070847,core mediator complex;mediator complex
29082,CHMP4A,CHMP4A,GO:0005643,nuclear pore
29086,BABAM1,BABAM1,GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0070531;GO:0070552;GO:0140861,BRCA1-A complex;BRISC complex;DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;mitotic G2 DNA damage checkpoint signaling
29089,UBE2T,UBE2T,GO:0006281;GO:0006974,DNA damage response;DNA repair
29101,SSU72,SSU72,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
29102,DROSHA,DROSHA,GO:0070877,microprocessor complex
29104,HEMK2,HEMK2,GO:0035097,histone methyltransferase complex
29107,NXT1,NXT1,GO:0005643;GO:0042272;GO:0044613,nuclear pore;nuclear pore central transport channel;nuclear RNA export factor complex
29108,PYCARD,PYCARD,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
29117,BRD7,BRD7,GO:0016586,RSC-type complex
29128,UHRF1,UHRF1,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
2956,MSH6,MSH6,GO:0000710;GO:0006281;GO:0006298;GO:0006974;GO:0008630;GO:0032301,DNA damage response;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage;meiotic mismatch repair;mismatch repair;MutSalpha complex
2957,GTF2A1,GTF2A1,GO:0005669;GO:0005672,transcription factor TFIIA complex;transcription factor TFIID complex
2958,GTF2A2,GTF2A2,GO:0005669;GO:0005672,transcription factor TFIIA complex;transcription factor TFIID complex
2959,GTF2B,GTF2B,GO:0005669;GO:0090575,RNA polymerase II transcription regulator complex;transcription factor TFIID complex
2960,GTF2E1,GTF2E1,GO:0005669;GO:0005673,transcription factor TFIID complex;transcription factor TFIIE complex
2961,GTF2E2,GTF2E2,GO:0005669;GO:0005673,transcription factor TFIID complex;transcription factor TFIIE complex
2962,GTF2F1,GTF2F1,GO:0005669;GO:0005674,transcription factor TFIID complex;transcription factor TFIIF complex
2963,GTF2F2,GTF2F2,GO:0005674;GO:0016591;GO:0090575,"RNA polymerase II transcription regulator complex;RNA polymerase II, holoenzyme;transcription factor TFIIF complex"
2965,GTF2H1,GTF2H1,GO:0000439;GO:0005675;GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair;transcription factor TFIIH core complex;transcription factor TFIIH holo complex
2966,GTF2H2,GTF2H2,GO:0000438;GO:0000439;GO:0005669;GO:0005675;GO:0006281;GO:0006289;GO:0006974,core TFIIH complex portion of holo TFIIH complex;DNA damage response;DNA repair;nucleotide-excision repair;transcription factor TFIID complex;transcription factor TFIIH core complex;transcription factor TFIIH holo complex
2967,GTF2H3,GTF2H3,GO:0000438;GO:0000439;GO:0005669;GO:0005675;GO:0006281;GO:0006289;GO:0006974,core TFIIH complex portion of holo TFIIH complex;DNA damage response;DNA repair;nucleotide-excision repair;transcription factor TFIID complex;transcription factor TFIIH core complex;transcription factor TFIIH holo complex
2968,GTF2H4,GTF2H4,GO:0000438;GO:0000439;GO:0005669;GO:0005675;GO:0006281;GO:0006289;GO:0006974,core TFIIH complex portion of holo TFIIH complex;DNA damage response;DNA repair;nucleotide-excision repair;transcription factor TFIID complex;transcription factor TFIIH core complex;transcription factor TFIIH holo complex
29781,NCAPH2,NCAPH2,GO:0000794,condensed nuclear chromosome
29844,TFPT,TFPT,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
29882,ANAPC2,ANAPC2,GO:0005680,anaphase-promoting complex
29893,PSMC3IP,PSMC3IP,GO:0000794,condensed nuclear chromosome
29894,CPSF1,CPSF1,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
29896,TRA2A,TRA2A,GO:0005681,spliceosomal complex
