gene_id,symbol,all_symbols,go_ids,go_names
10075,HUWE1,HUWE1,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair
10078,TSSC4,TSSC4,GO:0005681;GO:0005682,spliceosomal complex;U5 snRNP
10081,PDCD7,PDCD7,GO:0005681;GO:0005689;GO:0034693;GO:0071016,spliceosomal complex;U11/U12 snRNP;U12-type precatalytic spliceosome;U12-type spliceosomal complex
100820829,MYZAP,MYZAP,GO:0005665,"RNA polymerase II, core complex"
10111,RAD50,RAD50,GO:0000724;GO:0000729;GO:0000794;GO:0006281;GO:0006302;GO:0006974;GO:0030870;GO:0070533,BRCA1-C complex;condensed nuclear chromosome;DNA damage response;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;Mre11 complex
10128,LRPPRC,LRPPRC,GO:0000794,condensed nuclear chromosome
10138,YAF2,YAF2,GO:0035102,PRC1 complex
10153,CEBPZ,CEBPZ,GO:0016602,CCAAT-binding factor complex
10155,TRIM28,TRIM28,GO:0006281;GO:0090575,DNA repair;RNA polymerase II transcription regulator complex
1017,CDK2,CDK2,GO:0006281;GO:0006974;GO:0031571;GO:0043247,DNA damage response;DNA repair;mitotic G1 DNA damage checkpoint signaling;telomere maintenance in response to DNA damage
10171,RCL1,RCL1,GO:0032040,small-subunit processome
10179,RBM7,RBM7,GO:0062141,nuclear exosome targeting complex
1018,CDK3,CDK3,GO:0006974,DNA damage response
10181,RBM5,RBM5,GO:0005681,spliceosomal complex
10189,ALYREF,ALYREF,GO:0000346;GO:0005681;GO:0035145;GO:0071013,catalytic step 2 spliceosome;exon-exon junction complex;spliceosomal complex;transcription export complex
101928601,MEI4,MEI4,GO:0000794;GO:0000800,condensed nuclear chromosome;lateral element
10199,MPHOSPH10,MPHOSPH10,GO:0032040;GO:0034457,Mpp10 complex;small-subunit processome
1020,CDK5,CDK5,GO:0046826,negative regulation of protein export from nucleus
10200,MPHOSPH6,MPHOSPH6,GO:0000176,nuclear exosome (RNase complex)
10204,NUTF2,NUTF2,GO:0005643;GO:0017056;GO:0044613,nuclear pore;nuclear pore central transport channel;structural constituent of nuclear pore
1021,CDK6,CDK6,GO:0006974,DNA damage response
10210,TOPORS,TOPORS,GO:0006974;GO:0008630;GO:0042771;GO:0051457,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;maintenance of protein location in nucleus
10211,FLOT1,FLOT1,GO:0008180,COP9 signalosome
10212,DDX39A,DDX39A,GO:0000346,transcription export complex
10213,PSMD14,PSMD14,GO:0000724;GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining
1022,CDK7,CDK7,GO:0000439;GO:0005675;GO:0006281;GO:0006289;GO:0006974;GO:0070516;GO:0070985,CAK-ERCC2 complex;DNA damage response;DNA repair;nucleotide-excision repair;transcription factor TFIIH core complex;transcription factor TFIIH holo complex;transcription factor TFIIK complex
10236,HNRNPR,HNRNPR,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
1024,CDK8,CDK8,GO:0016592;GO:1990508,CKM complex;mediator complex
10248,POP7,POP7,GO:0005655,nucleolar ribonuclease P complex
1025,CDK9,CDK9,GO:0006281;GO:0006974;GO:0008023;GO:0008024;GO:0070691,cyclin/CDK positive transcription elongation factor complex;DNA damage response;DNA repair;P-TEFb complex;transcription elongation factor complex
10250,SRRM1,SRRM1,GO:0005681;GO:0071006;GO:0071013;GO:0071018,catalytic step 2 spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome
1026,CDKN1A,CDKN1A,GO:0006974;GO:0007095;GO:0030330;GO:0031571;GO:0042771;GO:0070557,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mitotic G1 DNA damage checkpoint signaling;mitotic G2 DNA damage checkpoint signaling;PCNA-p21 complex"
10262,SF3B4,SF3B4,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071016;GO:0071018,precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
10263,CDK2AP2,CDK2AP2,GO:0016581,NuRD complex
10269,ZMPSTE24,ZMPSTE24,GO:0006281;GO:0006974,DNA damage response;DNA repair
1027,CDKN1B,CDKN1B,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
10273,STUB1,STUB1,GO:0006281;GO:0006974,DNA damage response;DNA repair
10283,CWC27,CWC27,GO:0005681;GO:0071005;GO:0071013;GO:0071018,catalytic step 2 spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome
10284,SAP18,SAP18,GO:0000118;GO:0035145,exon-exon junction complex;histone deacetylase complex
10285,SMNDC1,SMNDC1,GO:0005681,spliceosomal complex
10286,BCAS2,BCAS2,GO:0005662;GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;DNA replication factor A complex;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
10291,SF3A1,SF3A1,GO:0005681;GO:0005684;GO:0005686;GO:0071004;GO:0071005;GO:0071006;GO:0071011;GO:0071013,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type prespliceosome;U2-type spliceosomal complex
10293,TRAIP,TRAIP,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair
103,ADAR,ADAR,GO:0044530,supraspliceosomal complex
1032,CDKN2D,CDKN2D,GO:0000731,DNA synthesis involved in DNA repair
10336,PCGF3,PCGF3,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
10379,IRF9,IRF9,GO:0070721,ISGF3 complex
10388,SYCP2,SYCP2,GO:0000794;GO:0000795;GO:0000800,condensed nuclear chromosome;lateral element;synaptonemal complex
10389,SCML2,SCML2,GO:0031519,PcG protein complex
10393,ANAPC10,ANAPC10,GO:0005680,anaphase-promoting complex
10397,NDRG1,NDRG1,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
10409,BASP1,BASP1,GO:0008180,COP9 signalosome
10413,YAP1,YAP1,GO:0006974;GO:0140552,DNA damage response;TEAD-YAP complex
10419,PRMT5,PRMT5,GO:0035097,histone methyltransferase complex
10421,CD2BP2,CD2BP2,GO:0005681;GO:0005682;GO:0046540,spliceosomal complex;U4/U6 x U5 tri-snRNP complex;U5 snRNP
10428,CFDP1,CFDP1,GO:0000812,Swr1 complex
10436,EMG1,EMG1,GO:0032040,small-subunit processome
10438,C1D,C1D,GO:0000176,nuclear exosome (RNase complex)
10445,MCRS1,MCRS1,GO:0006281;GO:0006974;GO:0031011;GO:0071339,DNA damage response;DNA repair;Ino80 complex;MLL1 complex
1045,CDX2,CDX2,GO:0000794,condensed nuclear chromosome
10450,PPIE,PPIE,GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
10451,VAV3,VAV3,GO:0006974,DNA damage response
10459,MAD2L2,MAD2L2,GO:0005680;GO:0006281;GO:0006302;GO:0006974;GO:0019985;GO:0042276;GO:0042772;GO:0043247,"anaphase-promoting complex;DNA damage response;DNA damage response, signal transduction resulting in transcription;DNA repair;double-strand break repair;error-prone translesion synthesis;telomere maintenance in response to DNA damage;translesion synthesis"
10463,SLC30A9,SLC30A9,GO:0006289,nucleotide-excision repair
10465,PPIH,PPIH,GO:0005681;GO:0046540;GO:0071001,spliceosomal complex;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex
10467,ZNHIT1,ZNHIT1,GO:0000812,Swr1 complex
10474,TADA3,TADA3,GO:0033276,transcription factor TFTC complex
10482,NXF1,NXF1,GO:0000346;GO:0005643;GO:0042272,nuclear pore;nuclear RNA export factor complex;transcription export complex
10488,CREB3,CREB3,GO:0090575,RNA polymerase II transcription regulator complex
10492,SYNCRIP,SYNCRIP,GO:0005681;GO:0071013;GO:0071204,catalytic step 2 spliceosome;histone pre-mRNA 3'end processing complex;spliceosomal complex
10498,CARM1,CARM1,GO:0043596,nuclear replication fork
10499,NCOA2,NCOA2,GO:0090575,RNA polymerase II transcription regulator complex
1050,CEBPA,CEBPA,GO:0036488;GO:0090575;GO:1990647,C/EBP complex;CHOP-C/EBP complex;RNA polymerase II transcription regulator complex
1051,CEBPB,CEBPB,GO:0036488;GO:0090575;GO:1990647,C/EBP complex;CHOP-C/EBP complex;RNA polymerase II transcription regulator complex
10514,MYBBP1A,MYBBP1A,GO:0110016,B-WICH complex
10519,CIB1,CIB1,GO:0006302;GO:0006974,DNA damage response;double-strand break repair
1052,CEBPD,CEBPD,GO:0090575,RNA polymerase II transcription regulator complex
10522,DEAF1,DEAF1,GO:0090575,RNA polymerase II transcription regulator complex
10524,KAT5,KAT5,GO:0000724;GO:0000812;GO:0006281;GO:0006289;GO:0006302;GO:0006974;GO:0030330;GO:0140861,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;double-strand break repair via homologous recombination;nucleotide-excision repair;Swr1 complex"
10527,IPO7,IPO7,GO:0005643,nuclear pore
10528,NOP56,NOP56,GO:0032040,small-subunit processome
1053,CEBPE,CEBPE,GO:0090575,RNA polymerase II transcription regulator complex
10535,RNASEH2A,RNASEH2A,GO:0006298,mismatch repair
10538,BATF,BATF,GO:0006974;GO:0030330;GO:0090575,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;RNA polymerase II transcription regulator complex"
1054,CEBPG,CEBPG,GO:0090575,RNA polymerase II transcription regulator complex
10556,RPP30,RPP30,GO:0005655,nucleolar ribonuclease P complex
10557,RPP38,RPP38,GO:0005655,nucleolar ribonuclease P complex
10565,ARFGEF1,ARFGEF1,GO:0030532,small nuclear ribonucleoprotein complex
10569,SLU7,SLU7,GO:0005681;GO:0030532;GO:0071006;GO:0071007;GO:0071013;GO:0071020,catalytic step 2 spliceosome;post-spliceosomal complex;small nuclear ribonucleoprotein complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
10589,DRAP1,DRAP1,GO:0017054;GO:0090575,negative cofactor 2 complex;RNA polymerase II transcription regulator complex
10592,SMC2,SMC2,GO:0000228;GO:0000794,condensed nuclear chromosome;nuclear chromosome
10594,PRPF8,PRPF8,GO:0005681;GO:0005682;GO:0030532;GO:0046540;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
10600,USP16,USP16,GO:0006974,DNA damage response
10607,TBL3,TBL3,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
10608,MXD4,MXD4,GO:0070443;GO:0090571,Mad-Max complex;RNA polymerase II transcription repressor complex
10609,P3H4,P3H4,GO:0000794;GO:0000795,condensed nuclear chromosome;synaptonemal complex
10614,HEXIM1,HEXIM1,GO:0120259,7SK snRNP
10621,POLR3F,POLR3F,GO:0005666,RNA polymerase III complex
10622,POLR3G,POLR3G,GO:0005666,RNA polymerase III complex
10623,POLR3C,POLR3C,GO:0005666,RNA polymerase III complex
10625,IVNS1ABP,IVNS1ABP,GO:0005681,spliceosomal complex
10629,TAF6L,TAF6L,GO:0000118;GO:0005669,histone deacetylase complex;transcription factor TFIID complex
10635,RAD51AP1,RAD51AP1,GO:0000724;GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;double-strand break repair via homologous recombination;interstrand cross-link repair
1069,CETN2,CETN2,GO:0005643;GO:0006281;GO:0006289;GO:0006974;GO:0044615;GO:0070390;GO:0071942,DNA damage response;DNA repair;nuclear pore;nuclear pore nuclear basket;nucleotide-excision repair;transcription export complex 2;XPC complex
1070,CETN3,CETN3,GO:0005643;GO:0044615;GO:0070390,nuclear pore;nuclear pore nuclear basket;transcription export complex 2
10713,USP39,USP39,GO:0005681;GO:0046540;GO:0071009;GO:0071011;GO:0071016,precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex
10714,POLD3,POLD3,GO:0000731;GO:0006281;GO:0006297;GO:0006298;GO:0006974;GO:0042276;GO:0043625;GO:1904161,"delta DNA polymerase complex;DNA damage response;DNA repair;DNA synthesis involved in DNA repair;DNA synthesis involved in UV-damage excision repair;error-prone translesion synthesis;mismatch repair;nucleotide-excision repair, DNA gap filling"
10721,POLQ,POLQ,GO:0006281;GO:0006284;GO:0006302;GO:0006974;GO:0042276;GO:0097681,base-excision repair;DNA damage response;DNA repair;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;error-prone translesion synthesis
10725,NFAT5,NFAT5,GO:0006974,DNA damage response
10728,PTGES3,PTGES3,GO:0005697,telomerase holoenzyme complex
10734,STAG3,STAG3,GO:0000795,synaptonemal complex
10750,GRAP,GRAP,GO:0008180,COP9 signalosome
10762,NUP50,NUP50,GO:0005643,nuclear pore
10769,PLK2,PLK2,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
10775,POP4,POP4,GO:0005655,nucleolar ribonuclease P complex
10785,WDR4,WDR4,GO:0006974,DNA damage response
10799,RPP40,RPP40,GO:0005655,nucleolar ribonuclease P complex
10813,UTP14A,UTP14A,GO:0032040,small-subunit processome
10847,SRCAP,SRCAP,GO:0000812,Swr1 complex
10849,POLR1G,POLR1G,GO:0000120;GO:0005736,RNA polymerase I complex;RNA polymerase I transcription regulator complex
10856,RUVBL2,RUVBL2,GO:0000812;GO:0006281;GO:0006974;GO:0031011;GO:0071339,DNA damage response;DNA repair;Ino80 complex;MLL1 complex;Swr1 complex
10885,WDR3,WDR3,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
10898,CPSF4,CPSF4,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
10902,BRD8,BRD8,GO:0000812,Swr1 complex
10907,TXNL4A,TXNL4A,GO:0005681;GO:0005682;GO:0046540;GO:0071005;GO:0071011,precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U5 snRNP
10920,COPS8,COPS8,GO:0008180,COP9 signalosome
10921,RNPS1,RNPS1,GO:0035145,exon-exon junction complex
10926,DBF4,DBF4,GO:0031431;GO:0031573,Dbf4-dependent protein kinase complex;mitotic intra-S DNA damage checkpoint signaling
10933,MORF4L1,MORF4L1,GO:0000724;GO:0006281;GO:0006974;GO:0070822,DNA damage response;DNA repair;double-strand break repair via homologous recombination;Sin3-type complex
10940,POP1,POP1,GO:0005655,nucleolar ribonuclease P complex
10946,SF3A3,SF3A3,GO:0005681;GO:0005684;GO:0005686;GO:0071005;GO:0071006;GO:0071011;GO:0071013,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
10951,CBX1,CBX1,GO:0006974,DNA damage response
10973,ASCC3,ASCC3,GO:0006281;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair
10978,CLP1,CLP1,GO:0000214;GO:0005849,mRNA cleavage factor complex;tRNA-intron endonuclease complex
10980,COPS6,COPS6,GO:0008180,COP9 signalosome
10987,COPS5,COPS5,GO:0008180,COP9 signalosome
10992,SF3B2,SF3B2,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
11011,TLK2,TLK2,GO:0006974,DNA damage response
11016,ATF7,ATF7,GO:0090575,RNA polymerase II transcription regulator complex
11017,SNRNP27,SNRNP27,GO:0005681;GO:0046540;GO:0071011,precatalytic spliceosome;spliceosomal complex;U4/U6 x U5 tri-snRNP complex
11036,GTF2A1L,GTF2A1L,GO:0005672,transcription factor TFIIA complex
1104,RCC1,RCC1,GO:0000794,condensed nuclear chromosome
11044,TENT4A,TENT4A,GO:0006302;GO:0031499,double-strand break repair;TRAMP complex
1105,CHD1,CHD1,GO:0000228,nuclear chromosome
11051,NUDT21,NUDT21,GO:0005847;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex
11052,CPSF6,CPSF6,GO:0005726;GO:0005847;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex;perichromatin fibrils
1106,CHD2,CHD2,GO:0006974,DNA damage response
11065,UBE2C,UBE2C,GO:0005680,anaphase-promoting complex
11066,SNRNP35,SNRNP35,GO:0005681;GO:0005689;GO:0034693;GO:0071016,spliceosomal complex;U11/U12 snRNP;U12-type precatalytic spliceosome;U12-type spliceosomal complex
1107,CHD3,CHD3,GO:0016581,NuRD complex
11073,TOPBP1,TOPBP1,GO:0000077;GO:0000724;GO:0000794;GO:0006281;GO:0006974;GO:0007095;GO:0070532;GO:0097680;GO:0097681;GO:0141112,BRCA1-B complex;broken chromosome clustering;condensed nuclear chromosome;DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via classical nonhomologous end joining;double-strand break repair via homologous recombination;mitotic G2 DNA damage checkpoint signaling
11077,HSF2BP,HSF2BP,GO:1990918,double-strand break repair involved in meiotic recombination
1108,CHD4,CHD4,GO:0000724;GO:0016581;GO:0090575,double-strand break repair via homologous recombination;NuRD complex;RNA polymerase II transcription regulator complex
11091,WDR5,WDR5,GO:0035097;GO:0044665;GO:0044666;GO:0048188;GO:0071339,histone methyltransferase complex;MLL1 complex;MLL1/2 complex;MLL3/4 complex;Set1C/COMPASS complex
11097,NUP42,NUP42,GO:0005643,nuclear pore
11102,RPP14,RPP14,GO:0005655,nucleolar ribonuclease P complex
11103,KRR1,KRR1,GO:0032040,small-subunit processome
11108,PRDM4,PRDM4,GO:0035097,histone methyltransferase complex
1111,CHEK1,CHEK1,GO:0000077;GO:0000794;GO:0006281;GO:0006974;GO:0007095;GO:0042770,condensed nuclear chromosome;DNA damage checkpoint signaling;DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling;signal transduction in response to DNA damage
1112,FOXN3,FOXN3,GO:0007095,mitotic G2 DNA damage checkpoint signaling
11128,POLR3A,POLR3A,GO:0005666,RNA polymerase III complex
11143,KAT7,KAT7,GO:0006281;GO:0006974;GO:0036409,DNA damage response;DNA repair;histone H3-K14 acetyltransferase complex
11144,DMC1,DMC1,GO:0000724;GO:0000730;GO:0000794;GO:0000800;GO:0006281;GO:1990918,condensed nuclear chromosome;DNA recombinase assembly;DNA repair;double-strand break repair involved in meiotic recombination;double-strand break repair via homologous recombination;lateral element
11157,LSM6,LSM6,GO:0005681;GO:0005688;GO:0005691;GO:0030532;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011,precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;U2-type precatalytic spliceosome;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U6 snRNP;U6atac snRNP
11169,WDHD1,WDHD1,GO:0006281;GO:0043596,DNA repair;nuclear replication fork
11176,BAZ2A,BAZ2A,GO:0005677;GO:0090536,chromatin silencing complex;NoRC complex
11177,BAZ1A,BAZ1A,GO:0000228;GO:0008623;GO:0016590,ACF complex;CHRAC;nuclear chromosome
11180,WDR6,WDR6,GO:0008180,COP9 signalosome
11193,WBP4,WBP4,GO:0005681;GO:0071005;GO:0071011,precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome
11198,SUPT16H,SUPT16H,GO:0006281;GO:0006974;GO:0008023;GO:0035101,DNA damage response;DNA repair;FACT complex;transcription elongation factor complex
11200,CHEK2,CHEK2,GO:0000077;GO:0006281;GO:0006302;GO:0006974;GO:0008630;GO:0030330;GO:0031573;GO:0042770;GO:0042771;GO:0044773,"DNA damage checkpoint signaling;DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;double-strand break repair;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mitotic DNA damage checkpoint signaling;mitotic intra-S DNA damage checkpoint signaling;signal transduction in response to DNA damage"
11201,POLI,POLI,GO:0006281;GO:0006974;GO:0019985;GO:0042276,DNA damage response;DNA repair;error-prone translesion synthesis;translesion synthesis
11218,DDX20,DDX20,GO:0090571,RNA polymerase II transcription repressor complex
11219,TREX2,TREX2,GO:0006281;GO:0006974,DNA damage response;DNA repair
112399,EGLN3,EGLN3,GO:0006974,DNA damage response
112441434,SHLD3,SHLD3,GO:0006281;GO:0006974;GO:0043247,DNA damage response;DNA repair;telomere maintenance in response to DNA damage
112488736,TAF11L7,TAF11L7,GO:0005669,transcription factor TFIID complex
112488737,TAF11L8,TAF11L8,GO:0005669,transcription factor TFIID complex
112488738,TAF11L10,TAF11L10,GO:0005669,transcription factor TFIID complex
112488739,TAF11L12,TAF11L12,GO:0005669,transcription factor TFIID complex
112488740,TAF11L14,TAF11L14,GO:0005669,transcription factor TFIID complex
112488745,TAF11L9,TAF11L9,GO:0005669,transcription factor TFIID complex
112488746,TAF11L11,TAF11L11,GO:0005669,transcription factor TFIID complex
112488747,TAF11L13,TAF11L13,GO:0005669,transcription factor TFIID complex
11260,XPOT,XPOT,GO:0005643,nuclear pore
11269,DDX19B,DDX19B,GO:0005643,nuclear pore
11277,TREX1,TREX1,GO:0000077;GO:0006281;GO:0006298;GO:0006974;GO:0031571;GO:0043596;GO:1904161,DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA synthesis involved in UV-damage excision repair;mismatch repair;mitotic G1 DNA damage checkpoint signaling;nuclear replication fork
11284,PNKP,PNKP,GO:0006281;GO:0006287;GO:0006289;GO:0006303;GO:0006974;GO:0070421,"base-excision repair, gap-filling;DNA damage response;DNA ligase III-XRCC1 complex;DNA repair;double-strand break repair via nonhomologous end joining;nucleotide-excision repair"
112950,MED8,MED8,GO:0016592;GO:0070847,core mediator complex;mediator complex
113130,CDCA5,CDCA5,GO:0006302,double-strand break repair
11315,PARK7,PARK7,GO:0006281;GO:0006974;GO:0046826,DNA damage response;DNA repair;negative regulation of protein export from nucleus
11325,DDX42,DDX42,GO:0071004,U2-type prespliceosome
11329,STK38,STK38,GO:0000077;GO:0006974,DNA damage checkpoint signaling;DNA damage response
11335,CBX3,CBX3,GO:0006974;GO:0061793;GO:0090575,chromatin lock complex;DNA damage response;RNA polymerase II transcription regulator complex
11338,U2AF2,U2AF2,GO:0000243;GO:0005681;GO:0071004;GO:0089701,commitment complex;spliceosomal complex;U2-type prespliceosome;U2AF complex
11339,OIP5,OIP5,GO:0098654,CENP-A recruiting complex
11340,EXOSC8,EXOSC8,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex)
113510,HELQ,HELQ,GO:0000724;GO:0006281;GO:0006974;GO:0010792;GO:0045003;GO:0097681,DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via homologous recombination;double-strand break repair via synthesis-dependent strand annealing
1137,CHRNA4,CHRNA4,GO:0006281,DNA repair
115004,CGAS,CGAS,GO:0006281;GO:0006974,DNA damage response;DNA repair
1153,CIRBP,CIRBP,GO:0005681,spliceosomal complex
116028,RMI2,RMI2,GO:0000724;GO:0006281,DNA repair;double-strand break repair via homologous recombination
116071,BATF2,BATF2,GO:0090575,RNA polymerase II transcription regulator complex
116092,DNTTIP1,DNTTIP1,GO:0000118,histone deacetylase complex
1161,ERCC8,ERCC8,GO:0000012;GO:0000109;GO:0006281;GO:0006283;GO:0006289;GO:0006974;GO:0097680,DNA damage response;DNA repair;double-strand break repair via classical nonhomologous end joining;nucleotide-excision repair;nucleotide-excision repair complex;single strand break repair;transcription-coupled nucleotide-excision repair
116461,TSEN15,TSEN15,GO:0000214,tRNA-intron endonuclease complex
116931,MED12L,MED12L,GO:0016592,mediator complex
