symbol,go_ids,go_names,evidence_set,eco_set,refs,gene_products,assigned_by,n_annotations
A0A1U9XBC3,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A1U9XBC3,UniProt,2
A0A1U9XBD4,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A1U9XBD4,UniProt,2
A0A1U9XBD9,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A1U9XBD9,UniProt,2
A0A1U9XBE0,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A1U9XBE0,UniProt,2
A0A1U9XBE1,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A1U9XBE1,UniProt,2
A0A1U9XBE3,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A1U9XBE3,UniProt,2
A0A1U9XBF2,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A1U9XBF2,UniProt,2
A0A1W2PQ90,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A0A1W2PQ90,UniProt,2
A0A384MDM5,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A384MDM5,UniProt,2
A0A384MDU5,GO:0005637,nuclear inner membrane,IEA,ECO:0007322,GO_REF:0000044,A0A384MDU5,UniProt,1
A0A384MDZ1,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A0A384MDZ1,UniProt,3
A0A384ME99,GO:0006281,DNA repair,IEA,ECO:0000256,GO_REF:0000117,A0A384ME99,UniProt,1
A0A384MEK2,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination,IEA,ECO:0000256;ECO:0000265;ECO:0000501,GO_REF:0000002;GO_REF:0000107;GO_REF:0000120,A0A384MEK2,Ensembl;InterPro;UniProt,3
A0A384MQX1,GO:0005635;GO:0005638;GO:0005652;GO:0031965,lamin filament;nuclear envelope;nuclear lamina;nuclear membrane,IEA,ECO:0000265;ECO:0000501,GO_REF:0000107;GO_REF:0000120,A0A384MQX1,Ensembl;UniProt,4
A0A384MTQ8,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair,IEA,ECO:0000256;ECO:0007322,GO_REF:0000002;GO_REF:0000043,A0A384MTQ8,InterPro;UniProt,3
A0A384MTR5,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A384MTR5,UniProt,2
A0A384N5Z8,GO:0006974,DNA damage response,IEA,ECO:0000265,GO_REF:0000107,A0A384N5Z8,Ensembl,1
A0A384NL29,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,IEA,ECO:0000265,GO_REF:0000107,A0A384NL29,Ensembl,1
A0A384NPH0,GO:0005635;GO:0005652,nuclear envelope;nuclear lamina,IEA,ECO:0000256;ECO:0007322,GO_REF:0000044;GO_REF:0000117,A0A384NPH0,UniProt,2
A0A384NPM3,GO:0005635,nuclear envelope,IEA,ECO:0000265,GO_REF:0000107,A0A384NPM3,Ensembl,1
A0A384NQ41,GO:0000795,synaptonemal complex,IEA,ECO:0000256,GO_REF:0000002,A0A384NQ41,InterPro,1
A0A3B3IT44,GO:0031965,nuclear membrane,IEA,ECO:0007322,GO_REF:0000044,A0A3B3IT44,UniProt,1
A0A3B3ITA1,GO:0005635,nuclear envelope,IEA,ECO:0007322,GO_REF:0000044,A0A3B3ITA1,UniProt,1
A0A494C100,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination,IEA,ECO:0000256;ECO:0007322,GO_REF:0000043;GO_REF:0000117,A0A494C100,UniProt,3
A0A5F9ZGZ0,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair,IEA,ECO:0000256;ECO:0000501;ECO:0007322,GO_REF:0000002;GO_REF:0000043;GO_REF:0000120,A0A5F9ZGZ0,InterPro;UniProt,3
A0A6Q8PFP0,GO:0031965,nuclear membrane,IEA,ECO:0007322,GO_REF:0000044,A0A6Q8PFP0,UniProt,1
A0A7G6J4N4,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A7G6J4N4,UniProt,2
A0AR24,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A0AR24,UniProt,2
A4UCS7,GO:0005643,nuclear pore,IEA,ECO:0007322,GO_REF:0000044,A4UCS7,UniProt,1
A4ZI32,GO:0036297,interstrand cross-link repair,IEA,ECO:0000256,GO_REF:0000002,A4ZI32,InterPro,1
A6YR18,GO:0006974,DNA damage response,IEA,ECO:0007322,GO_REF:0000043,A6YR18,UniProt,1
A8JZZ5,GO:0006281;GO:0006974;GO:0008630;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage",IEA,ECO:0000256;ECO:0007322,GO_REF:0000043;GO_REF:0000117,A8JZZ5,UniProt,4
A8K097,GO:0005643,nuclear pore,IEA,ECO:0007322,GO_REF:0000044,A8K097,UniProt,1
A8K0J3,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling,IEA,ECO:0000256;ECO:0007322,GO_REF:0000043;GO_REF:0000117,A8K0J3,UniProt,3
A8K129,GO:0005637;GO:0031965;GO:0034993,meiotic nuclear membrane microtubule tethering complex;nuclear inner membrane;nuclear membrane,IEA,ECO:0000256;ECO:0007322,GO_REF:0000044;GO_REF:0000117,A8K129,UniProt,3
A8K146,GO:0006281;GO:0006289;GO:0006974;GO:0070914,DNA damage response;DNA repair;nucleotide-excision repair;UV-damage excision repair,IEA,ECO:0000256;ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000117;GO_REF:0000120,A8K146,UniProt,4
A8K1D3,GO:0006281;GO:0006302;GO:0006974;GO:0007095,DNA damage response;DNA repair;double-strand break repair;mitotic G2 DNA damage checkpoint signaling,IEA,ECO:0000256;ECO:0000501,GO_REF:0000002;GO_REF:0000120,A8K1D3,InterPro;UniProt,4
A8K1E1,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A8K1E1,UniProt,3
A8K1J3,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A8K1J3,UniProt,3
A8K214,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A8K214,UniProt,2
A8K2R3,GO:0140861,DNA repair-dependent chromatin remodeling,IEA,ECO:0000256,GO_REF:0000117,A8K2R3,UniProt,1
A8K2S1,GO:0005635,nuclear envelope,IEA,ECO:0007322,GO_REF:0000044,A8K2S1,UniProt,1
A8K2T7,GO:0031965,nuclear membrane,IEA,ECO:0007322,GO_REF:0000044,A8K2T7,UniProt,1
A8K2V6,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A8K2V6,UniProt,3
A8K322,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination,IEA,ECO:0000256;ECO:0007322,GO_REF:0000043;GO_REF:0000117,A8K322,UniProt,3
A8K359,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair,IEA,ECO:0000256;ECO:0007322,GO_REF:0000002;GO_REF:0000043,A8K359,InterPro;UniProt,3
A8K3B8,GO:0005643,nuclear pore,IEA,ECO:0000501,GO_REF:0000120,A8K3B8,UniProt,1
A8K3I2,GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair,IEA,ECO:0000256;ECO:0000501;ECO:0007322,GO_REF:0000002;GO_REF:0000043;GO_REF:0000120,A8K3I2,InterPro;UniProt,3
A8K3I3,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A8K3I3,UniProt,2
A8K3W1,GO:0006281;GO:0006283;GO:0006974,DNA damage response;DNA repair;transcription-coupled nucleotide-excision repair,IEA,ECO:0000256;ECO:0007322,GO_REF:0000002;GO_REF:0000043,A8K3W1,InterPro;UniProt,3
A8K3Z5,GO:0005643;GO:0017056;GO:0031965,nuclear membrane;nuclear pore;structural constituent of nuclear pore,IEA,ECO:0000256;ECO:0000501,GO_REF:0000002;GO_REF:0000120,A8K3Z5,InterPro;UniProt,3
A8K4P6,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A8K4P6,UniProt,2
A8K521,GO:0071162,CMG complex,IEA,ECO:0000256,GO_REF:0000117,A8K521,UniProt,1
A8K525,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A8K525,UniProt,2
A8K591,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A8K591,UniProt,2
A8K5H6,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A8K5H6,UniProt,2
A8K5S3,GO:0005635,nuclear envelope,IEA,ECO:0007322,GO_REF:0000044,A8K5S3,UniProt,1
A8K651,GO:0006974,DNA damage response,IEA,ECO:0007322,GO_REF:0000043,A8K651,UniProt,1
A8K6I4,GO:0006974,DNA damage response,IEA,ECO:0007322,GO_REF:0000043,A8K6I4,UniProt,1
A8K7A0,GO:0005658,alpha DNA polymerase:primase complex,IEA,ECO:0000256,GO_REF:0000117,A8K7A0,UniProt,1
A8K7R5,GO:0006974,DNA damage response,IEA,ECO:0000256,GO_REF:0000117,A8K7R5,UniProt,1
A8K7U6,GO:0006974,DNA damage response,IEA,ECO:0000256,GO_REF:0000117,A8K7U6,UniProt,1
A8K807,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A8K807,UniProt,2
A8K860,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120,A8K860,UniProt,2
A8K897,GO:0005643;GO:0017056;GO:0031965,nuclear membrane;nuclear pore;structural constituent of nuclear pore,IEA,ECO:0000256;ECO:0000501;ECO:0007322,GO_REF:0000002;GO_REF:0000044;GO_REF:0000120,A8K897,InterPro;UniProt,3
A8K8Q4,GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining,IEA,ECO:0000256;ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000117;GO_REF:0000120,A8K8Q4,UniProt,3
A8K942,GO:0006974,DNA damage response,IEA,ECO:0007322,GO_REF:0000043,A8K942,UniProt,1
A8K984,GO:0000228,nuclear chromosome,IEA,ECO:0000256,GO_REF:0000117,A8K984,UniProt,1
A8K996,GO:0006281,DNA repair,IEA,ECO:0000256,GO_REF:0000117,A8K996,UniProt,1
A8K9L2,GO:0005635,nuclear envelope,IEA,ECO:0007322,GO_REF:0000044,A8K9L2,UniProt,1
A8KA04,GO:0006974,DNA damage response,IEA,ECO:0007322,GO_REF:0000043,A8KA04,UniProt,1
A8KA17,GO:0005643;GO:0017056;GO:0031965,nuclear membrane;nuclear pore;structural constituent of nuclear pore,IEA,ECO:0000256;ECO:0000501;ECO:0007322,GO_REF:0000002;GO_REF:0000044;GO_REF:0000120,A8KA17,InterPro;UniProt,3
A8KAG7,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A8KAG7,UniProt,2
A8KAQ3,GO:0031965,nuclear membrane,IEA,ECO:0007322,GO_REF:0000044,A8KAQ3,UniProt,1
A8MVJ9,GO:0006302;GO:0006974;GO:0140861,DNA damage response;DNA repair-dependent chromatin remodeling;double-strand break repair,IBA;IEA,ECO:0000256;ECO:0000318,GO_REF:0000002;GO_REF:0000033,A8MVJ9,GO_Central;InterPro,3
A8MWR8,GO:0005643,nuclear pore,IEA,ECO:0007322,GO_REF:0000044,A8MWR8,UniProt,1
A8WDG6,GO:0006303,double-strand break repair via nonhomologous end joining,IEA,ECO:0000256,GO_REF:0000002,A8WDG6,InterPro,1
A9CB80,GO:0031965,nuclear membrane,IEA,ECO:0007322,GO_REF:0000044,A9CB80,UniProt,1
AAAS,GO:0005635;GO:0005643;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore,IBA;IDA;IEA;NAS;TAS,ECO:0000304;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000033;GO_REF:0000044;GO_REF:0000052;PMID:12730363;PMID:24315095;PMID:27754849;Reactome:R-HSA-1176059;Reactome:R-HSA-165043;Reactome:R-HSA-165047;Reactome:R-HSA-170796;Reactome:R-HSA-170825;Reactome:R-HSA-180622;Reactome:R-HSA-192627;Reactome:R-HSA-192925;Reactome:R-HSA-2990880;Reactome:R-HSA-2990882;Reactome:R-HSA-3000348;Reactome:R-HSA-3000399;Reactome:R-HSA-3000411;Reactome:R-HSA-4551649;Reactome:R-HSA-4551679;Reactome:R-HSA-4570493;Reactome:R-HSA-4615872;Reactome:R-HSA-4615987;Reactome:R-HSA-4655355;Reactome:R-HSA-5228508;Reactome:R-HSA-5228523;Reactome:R-HSA-5252041;Reactome:R-HSA-5578744;Reactome:R-HSA-5661474;Reactome:R-HSA-6783483;Reactome:R-HSA-75096;Reactome:R-HSA-75097;Reactome:R-HSA-75098;Reactome:R-HSA-9614367;Reactome:R-HSA-9614369;Reactome:R-HSA-9708889,F8VUB6;F8VZ44;H3BU82;Q9NRG9,ComplexPortal;GO_Central;HPA;MGI;Reactome;UniProt,44
ABCF1,GO:0005635,nuclear envelope,IEA,ECO:0007322,GO_REF:0000044,H0YGW7;Q2L6I2;Q5STZ8;Q8NE71,UniProt,4
ABL1,GO:0006281;GO:0006298;GO:0006974;GO:0008630;GO:0031965;GO:0042770,DNA damage response;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage;mismatch repair;nuclear membrane;signal transduction in response to DNA damage,IDA;IEA;TAS,ECO:0000304;ECO:0000314;ECO:0007322,GO_REF:0000043;GO_REF:0000044;PMID:10391249;PMID:15657060;PMID:18280240;PMID:20841568;PMID:9037071,P00519,PINC;UniProt,10
ABRAXAS1,GO:0006281;GO:0006302;GO:0006974;GO:0007095,DNA damage response;DNA repair;double-strand break repair;mitotic G2 DNA damage checkpoint signaling,IEA;IMP,ECO:0000315;ECO:0007322,GO_REF:0000043;PMID:17525340;PMID:17643121;PMID:19261748,A0A087WWJ9;D6REL5;Q6UWZ7,UniProt,12
ACD,GO:0031848,protection from non-homologous end joining at telomere,IEA;ISS,ECO:0000250;ECO:0000265,GO_REF:0000107;PMID:18185984,Q96AP0,BHF-UCL;Ensembl,2
ACER2,GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator",IDA;IMP,ECO:0000314;ECO:0000315,PMID:26943039;PMID:28294157;PMID:29229990,Q5QJU3,UniProt,3
ACTL6A,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000043;PMID:18026119;PMID:21303910,O96019,ComplexPortal;UniProt,5
ACTR5,GO:0006281;GO:0006302;GO:0006974;GO:0031011;GO:0070914,DNA damage response;DNA repair;double-strand break repair;Ino80 complex;UV-damage excision repair,IBA;IDA;IEA;IMP,ECO:0000314;ECO:0000315;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:18026119;PMID:19014934;PMID:20855601;PMID:21303910,Q9H9F9,ComplexPortal;GO_Central;UniProt,8
ACTR6,GO:0000812,Swr1 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:30337683,Q9GZN1,GO_Central;UniProt,2
ACTR8,GO:0006281;GO:0006302;GO:0006974;GO:0031011,DNA damage response;DNA repair;double-strand break repair;Ino80 complex,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:18026119;PMID:21303910,Q9H981,ComplexPortal;GO_Central;UniProt,7
ADD3,GO:0000794,condensed nuclear chromosome,IEA,ECO:0000265,GO_REF:0000107,Q5VU08;Q9UEY8,Ensembl,2
ADPRHL2,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,B7ZAN4,UniProt,2
ADPRS,GO:0006281;GO:0006287;GO:0006974,"base-excision repair, gap-filling;DNA damage response;DNA repair",IEA;IMP;TAS,ECO:0000304;ECO:0000315;ECO:0007322,GO_REF:0000043;PMID:30045870;Reactome:R-HSA-110373,Q9NX46,Reactome;UniProt,4
ADRA1A,GO:0031965,nuclear membrane,IDA;IEA,ECO:0000314;ECO:0000501,GO_REF:0000120;PMID:22120526,B0ZBD3;E7EW16;P35348,UniProt,4
ADRA1B,GO:0031965,nuclear membrane,IDA;IEA,ECO:0000314;ECO:0000501,GO_REF:0000120;PMID:22120526,P35368,UniProt,2
AEN,GO:0006974;GO:0031965;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;nuclear membrane,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000052;PMID:18264133,H0YMJ6;Q8WTP8,GO_Central;HPA;UniProt,5
AGER,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,A0A0G2JID9;A0A0G2JJF5;A0A0G2JJW2;A0A0G2JKB6;A0A0G2JL23;A0A0G2JL37;A0A0G2JL65;A8MS87;B5A982;C0IP16;E9LVY5;E9LVY6;E9LVY7;F1ABN0;F1ABN1;F1ABN2;F1ABN4;F1ABN5;Q101R2;Q101R3;Q101R5;Q15109;Q5SSZ2;Q5SSZ3,UniProt,48
AGFG1,GO:0005643,nuclear pore,TAS,ECO:0000304,PMID:7637788,P52594,PINC,1
AGO3,GO:0000794,condensed nuclear chromosome,IEA,ECO:0000265,GO_REF:0000107,Q9H9G7,Ensembl,1
AGPAT3,GO:0005635,nuclear envelope,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000044;PMID:21173190,Q9NRZ7,UniProt,2
AGPAT5,GO:0005635,nuclear envelope,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000044;PMID:21173190,Q9NUQ2,UniProt,2
AHCTF1,GO:0005635;GO:0005643;GO:0031080;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore outer ring,IDA;IEA;NAS,ECO:0000314;ECO:0005547;ECO:0007322,GO_REF:0000044;GO_REF:0000052;PMID:17098863;PMID:24315095,Q8WYP5,ComplexPortal;HPA;UniProt,7
AIM2,GO:0006974,DNA damage response,IEA;ISS,ECO:0000250;ECO:0000501,GO_REF:0000024;GO_REF:0000120,O14862,UniProt,2
AK9,GO:0031965,nuclear membrane,IDA,ECO:0000314,GO_REF:0000052,E9PPM3;E9PPU7;H0Y8C5;H0YCD1;H7C505;H7C517;J3KP89;Q5TCS8,HPA,8
AKAP6,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane,IBA;IDA;IEA,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000501;ECO:0007322,GO_REF:0000033;GO_REF:0000044;GO_REF:0000117;GO_REF:0000120;PMID:10413680,B2RP22;G3V3H7;Q13023,GO_Central;UniProt,8
AKTIP,GO:0006301,DNA damage tolerance,IBA,ECO:0000318,GO_REF:0000033,Q9H8T0,GO_Central,1
ALKBH1,GO:0006281;GO:0006974,DNA damage response;DNA repair,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000043;PMID:19959401,Q13686;Q5XKL0,UniProt,5
ALKBH2,GO:0006281;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair,IBA;IDA;IEA,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000501;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;GO_REF:0000120;PMID:18432238;PMID:20714506,F5GZZ0;F5H5X2;Q6NS38;S4R3T5,GO_Central;InterPro;UniProt,9
ALKBH3,GO:0006281;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair,IBA;IDA;IEA,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000501;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;GO_REF:0000120;PMID:20714506;PMID:22055184,E9PN35;E9PSA5;H0YDH4;Q96Q83,GO_Central;InterPro;UniProt,13
