gene_id,symbol,all_symbols,go_ids,go_names
4599,MX1,MX1,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
4600,MX2,MX2,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
4601,MXI1,MXI1,GO:0005654;GO:0070443;GO:0090575,Mad-Max complex;nucleoplasm;RNA polymerase II transcription regulator complex
4602,MYB,MYB,GO:0005654;GO:0016363;GO:0090575,nuclear matrix;nucleoplasm;RNA polymerase II transcription regulator complex
4603,MYBL1,MYBL1,GO:0005654,nucleoplasm
4605,MYBL2,MYBL2,GO:0005654;GO:0031523;GO:0090575,Myb complex;nucleoplasm;RNA polymerase II transcription regulator complex
4609,MYC,MYC,GO:0005654;GO:0005730;GO:0006974;GO:0008630;GO:0016604;GO:0071943;GO:0090571,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;Myc-Max complex;nuclear body;nucleolus;nucleoplasm;RNA polymerase II transcription repressor complex
4610,MYCL,MYCL,GO:0005654;GO:0071943,Myc-Max complex;nucleoplasm
4613,MYCN,MYCN,GO:0005654;GO:0071943,Myc-Max complex;nucleoplasm
4617,MYF5,MYF5,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
4618,MYF6,MYF6,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
4627,MYH9,MYH9,GO:0008180,COP9 signalosome
463,ZFHX3,ZFHX3,GO:0005654;GO:0016604,nuclear body;nucleoplasm
4641,MYO1C,MYO1C,GO:0005654;GO:0005730;GO:0016604,nuclear body;nucleolus;nucleoplasm
4646,MYO6,MYO6,GO:0005654;GO:0030330;GO:0031965,"DNA damage response, signal transduction by p53 class mediator;nuclear membrane;nucleoplasm"
4654,MYOD1,MYOD1,GO:0005654,nucleoplasm
4656,MYOG,MYOG,GO:0005654,nucleoplasm
4659,PPP1R12A,PPP1R12A,GO:0005654,nucleoplasm
466,ATF1,ATF1,GO:0005654;GO:0090575;GO:1990589;GO:1990590,ATF1-ATF4 transcription factor complex;ATF4-CREB1 transcription factor complex;nucleoplasm;RNA polymerase II transcription regulator complex
4660,PPP1R12B,PPP1R12B,GO:0005654,nucleoplasm
4661,MYT1,MYT1,GO:0005654,nucleoplasm
4664,NAB1,NAB1,GO:0005654,nucleoplasm
4665,NAB2,NAB2,GO:0005654,nucleoplasm
467,ATF3,ATF3,GO:0005654;GO:0005730;GO:0090575;GO:1990622,CHOP-ATF3 complex;nucleolus;nucleoplasm;RNA polymerase II transcription regulator complex
4670,HNRNPM,HNRNPM,GO:0005654;GO:0005681;GO:0005730;GO:0016363;GO:0042382;GO:0071013,catalytic step 2 spliceosome;nuclear matrix;nucleolus;nucleoplasm;paraspeckles;spliceosomal complex
4676,NAP1L4,NAP1L4,GO:0005654,nucleoplasm
4678,NASP,NASP,GO:0005654,nucleoplasm
468,ATF4,ATF4,GO:0005654;GO:0016607;GO:0034399;GO:0090575;GO:1990589;GO:1990590;GO:1990617,ATF1-ATF4 transcription factor complex;ATF4-CREB1 transcription factor complex;CHOP-ATF4 complex;nuclear periphery;nuclear speck;nucleoplasm;RNA polymerase II transcription regulator complex
4683,NBN,NBN,GO:0000077;GO:0000724;GO:0000729;GO:0005654;GO:0005730;GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0016605;GO:0030330;GO:0030870;GO:0031848;GO:0043247;GO:0070533;GO:0097681,"BRCA1-C complex;DNA damage checkpoint signaling;DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via homologous recombination;mitotic G2 DNA damage checkpoint signaling;Mre11 complex;nucleolus;nucleoplasm;PML body;protection from non-homologous end joining at telomere;telomere maintenance in response to DNA damage"
4686,NCBP1,NCBP1,GO:0005654,nucleoplasm
4691,NCL,NCL,GO:0005654;GO:0005681;GO:0005730,nucleolus;nucleoplasm;spliceosomal complex
4692,NDN,NDN,GO:0005654,nucleoplasm
472,ATM,ATM,GO:0000077;GO:0000724;GO:0000729;GO:0005654;GO:0005730;GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0007095;GO:0008630;GO:0030330;GO:0042770,"DNA damage checkpoint signaling;DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;mitotic G2 DNA damage checkpoint signaling;nucleolus;nucleoplasm;signal transduction in response to DNA damage"
4726,NDUFS6,NDUFS6,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
473,RERE,RERE,GO:0000118;GO:0005654;GO:0016604,histone deacetylase complex;nuclear body;nucleoplasm
4733,DRG1,DRG1,GO:0005654;GO:0016604,nuclear body;nucleoplasm
4734,NEDD4,NEDD4,GO:0005654;GO:0006974,DNA damage response;nucleoplasm
4736,RPL10A,RPL10A,GO:0005730,nucleolus
4738,NEDD8,NEDD8,GO:0005654,nucleoplasm
4739,NEDD9,NEDD9,GO:0005654,nucleoplasm
474343,SPIN2B,SPIN2B,GO:0005654,nucleoplasm
4745,NELL1,NELL1,GO:0005635,nuclear envelope
4750,NEK1,NEK1,GO:0005654,nucleoplasm
4751,NEK2,NEK2,GO:0000794;GO:0005654;GO:0005730;GO:0031981,condensed nuclear chromosome;nuclear lumen;nucleolus;nucleoplasm
4760,NEUROD1,NEUROD1,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
4763,NF1,NF1,GO:0005654;GO:0005730,nucleolus;nucleoplasm
4771,NF2,NF2,GO:0005654;GO:0005730,nucleolus;nucleoplasm
4772,NFATC1,NFATC1,GO:0005654;GO:0016604,nuclear body;nucleoplasm
4773,NFATC2,NFATC2,GO:0005654;GO:0006974;GO:0035976,DNA damage response;nucleoplasm;transcription factor AP-1 complex
4774,NFIA,NFIA,GO:0005654,nucleoplasm
4775,NFATC3,NFATC3,GO:0005654,nucleoplasm
4776,NFATC4,NFATC4,GO:0008630;GO:0016607,intrinsic apoptotic signaling pathway in response to DNA damage;nuclear speck
4778,NFE2,NFE2,GO:0005654;GO:0016605;GO:0090575,nucleoplasm;PML body;RNA polymerase II transcription regulator complex
4780,NFE2L2,NFE2L2,GO:0005654;GO:0016592;GO:0090575,mediator complex;nucleoplasm;RNA polymerase II transcription regulator complex
4781,NFIB,NFIB,GO:0001650;GO:0005654,fibrillar center;nucleoplasm
4782,NFIC,NFIC,GO:0001650;GO:0005654,fibrillar center;nucleoplasm
4783,NFIL3,NFIL3,GO:0090575,RNA polymerase II transcription regulator complex
4784,NFIX,NFIX,GO:0005654,nucleoplasm
4790,NFKB1,NFKB1,GO:0005654;GO:0035525,NF-kappaB p50/p65 complex;nucleoplasm
4791,NFKB2,NFKB2,GO:0005654,nucleoplasm
4792,NFKBIA,NFKBIA,GO:0005654,nucleoplasm
4794,NFKBIE,NFKBIE,GO:0001650;GO:0005654,fibrillar center;nucleoplasm
4795,NFKBIL1,NFKBIL1,GO:0005654,nucleoplasm
4796,TONSL,TONSL,GO:0000724;GO:0005654;GO:0005662;GO:0006281;GO:0006974;GO:0016604;GO:0035101;GO:0043596,DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;FACT complex;nuclear body;nuclear replication fork;nucleoplasm
4798,NFRKB,NFRKB,GO:0005654;GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex;nucleoplasm
4799,NFX1,NFX1,GO:0005654;GO:0005730,nucleolus;nucleoplasm
4800,NFYA,NFYA,GO:0005654;GO:0016602;GO:0090575,CCAAT-binding factor complex;nucleoplasm;RNA polymerase II transcription regulator complex
4801,NFYB,NFYB,GO:0005654;GO:0016602;GO:0090575,CCAAT-binding factor complex;nucleoplasm;RNA polymerase II transcription regulator complex
4802,NFYC,NFYC,GO:0005654;GO:0016602;GO:0090575,CCAAT-binding factor complex;nucleoplasm;RNA polymerase II transcription regulator complex
4804,NGFR,NGFR,GO:0005654,nucleoplasm
4809,SNU13,SNU13,GO:0001651;GO:0005654;GO:0005681;GO:0005687;GO:0005690;GO:0005730;GO:0032040;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0071016,dense fibrillar component;nucleolus;nucleoplasm;precatalytic spliceosome;small-subunit processome;spliceosomal complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex
4820,NKTR,NKTR,GO:0005654,nucleoplasm
4821,NKX2-2,NKX2-2,GO:0005654,nucleoplasm
4824,NKX3-1,NKX3-1,GO:0005654;GO:0006974,DNA damage response;nucleoplasm
4832,NME3,NME3,GO:0006281,DNA repair
4839,NOP2,NOP2,GO:0005654;GO:0005730,nucleolus;nucleoplasm
4841,NONO,NONO,GO:0001650;GO:0005654;GO:0005730;GO:0006281;GO:0006974;GO:0016363;GO:0016607;GO:0042382;GO:0090575,DNA damage response;DNA repair;fibrillar center;nuclear matrix;nuclear speck;nucleolus;nucleoplasm;paraspeckles;RNA polymerase II transcription regulator complex
4843,NOS2,NOS2,GO:0005654,nucleoplasm
4851,NOTCH1,NOTCH1,GO:0005654;GO:1990433,CSL-Notch-Mastermind transcription factor complex;nucleoplasm
4853,NOTCH2,NOTCH2,GO:0005654,nucleoplasm
4854,NOTCH3,NOTCH3,GO:0005654,nucleoplasm
4855,NOTCH4,NOTCH4,GO:0005654,nucleoplasm
4857,NOVA1,NOVA1,GO:0005654;GO:0005730,nucleolus;nucleoplasm
4862,NPAS2,NPAS2,GO:0006974;GO:1990513,CLOCK-BMAL transcription complex;DNA damage response
4863,NPAT,NPAT,GO:0005654;GO:0015030;GO:0016604;GO:0097504,Cajal body;Gemini of Cajal bodies;nuclear body;nucleoplasm
4864,NPC1,NPC1,GO:0005635,nuclear envelope
4869,NPM1,NPM1,GO:0001652;GO:0005654;GO:0005730;GO:0006281;GO:0016607,DNA repair;granular component;nuclear speck;nucleolus;nucleoplasm
4881,NPR1,NPR1,GO:0031965,nuclear membrane
489,ATP2A3,ATP2A3,GO:0031965,nuclear membrane
4899,NRF1,NRF1,GO:0005654,nucleoplasm
4901,NRL,NRL,GO:0005654,nucleoplasm
4904,YBX1,YBX1,GO:0005654;GO:0005689;GO:0071204,histone pre-mRNA 3'end processing complex;nucleoplasm;U12-type spliceosomal complex
4913,NTHL1,NTHL1,GO:0005654;GO:0006281;GO:0006284;GO:0006285;GO:0006289;GO:0006974;GO:0045008,"base-excision repair;base-excision repair, AP site formation;depyrimidination;DNA damage response;DNA repair;nucleoplasm;nucleotide-excision repair"
4916,NTRK3,NTRK3,GO:0005730,nucleolus
4925,NUCB2,NUCB2,GO:0005635;GO:0005640,nuclear envelope;nuclear outer membrane
4926,NUMA1,NUMA1,GO:0005654;GO:0016363,nuclear matrix;nucleoplasm
4927,NUP88,NUP88,GO:0005635;GO:0005643;GO:0017056,nuclear envelope;nuclear pore;structural constituent of nuclear pore
4928,NUP98,NUP98,GO:0005635;GO:0005643;GO:0005654;GO:0016604;GO:0017056;GO:0031080;GO:0031965;GO:0034399;GO:0044614;GO:0044615,nuclear body;nuclear envelope;nuclear membrane;nuclear periphery;nuclear pore;nuclear pore cytoplasmic filaments;nuclear pore nuclear basket;nuclear pore outer ring;nucleoplasm;structural constituent of nuclear pore
4929,NR4A2,NR4A2,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
4931,NVL,NVL,GO:0000176;GO:0005654;GO:0005697;GO:0005730,nuclear exosome (RNase complex);nucleolus;nucleoplasm;telomerase holoenzyme complex
4938,OAS1,OAS1,GO:0005654,nucleoplasm
493861,EID3,EID3,GO:0000724;GO:0005654;GO:0005730;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;nucleolus;nucleoplasm
4939,OAS2,OAS2,GO:0005654,nucleoplasm
4940,OAS3,OAS3,GO:0005654,nucleoplasm
494115,RBMXL1,RBMXL1,GO:0005681,spliceosomal complex
494551,WEE2,WEE2,GO:0005654,nucleoplasm
4968,OGG1,OGG1,GO:0005654;GO:0006281;GO:0006284;GO:0006285;GO:0006289;GO:0006974;GO:0016363;GO:0016607;GO:0045007;GO:0045008,"base-excision repair;base-excision repair, AP site formation;depurination;depyrimidination;DNA damage response;DNA repair;nuclear matrix;nuclear speck;nucleoplasm;nucleotide-excision repair"
49854,ZBTB21,ZBTB21,GO:0005654,nucleoplasm
49855,SCAPER,SCAPER,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
4998,ORC1,ORC1,GO:0005654;GO:0005664,nuclear origin of replication recognition complex;nucleoplasm
4999,ORC2,ORC2,GO:0005654;GO:0005664,nuclear origin of replication recognition complex;nucleoplasm
5000,ORC4,ORC4,GO:0005654;GO:0005664;GO:0005730,nuclear origin of replication recognition complex;nucleolus;nucleoplasm
5001,ORC5,ORC5,GO:0005654;GO:0005664,nuclear origin of replication recognition complex;nucleoplasm
5002,SLC67A1,SLC67A1,GO:0005635,nuclear envelope
5015,OTX2,OTX2,GO:0005654,nucleoplasm
503542,SPRN,SPRN,GO:0005730,nucleolus
5036,PA2G4,PA2G4,GO:0005730,nucleolus
503627,TPRX2,TPRX2,GO:0005654,nucleoplasm
503835,DUXA,DUXA,GO:0005654,nucleoplasm
5048,PAFAH1B1,PAFAH1B1,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
50484,RRM2B,RRM2B,GO:0000731;GO:0005654;GO:0006281;GO:0006974,DNA damage response;DNA repair;DNA synthesis involved in DNA repair;nucleoplasm
50485,SMARCAL1,SMARCAL1,GO:0005654;GO:0005662;GO:0006281;GO:0006303;GO:0006974;GO:0043596,DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via nonhomologous end joining;nuclear replication fork;nucleoplasm
50507,NOX4,NOX4,GO:0005730,nucleolus
50511,SYCP3,SYCP3,GO:0000794;GO:0000795;GO:0000800,condensed nuclear chromosome;lateral element;synaptonemal complex
5058,PAK1,PAK1,GO:0005654;GO:0006974;GO:0031965,DNA damage response;nuclear membrane;nucleoplasm
50619,DEF6,DEF6,GO:0005654,nucleoplasm
5062,PAK2,PAK2,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
50626,ZFTRAF1,ZFTRAF1,GO:0005635,nuclear envelope
50628,GEMIN4,GEMIN4,GO:0005654;GO:0005730;GO:0015030;GO:0016604;GO:0030532;GO:0097504,Cajal body;Gemini of Cajal bodies;nuclear body;nucleolus;nucleoplasm;small nuclear ribonucleoprotein complex
5064,PALM,PALM,GO:0005654,nucleoplasm
5071,PRKN,PRKN,GO:0016607,nuclear speck
50717,DCAF8,DCAF8,GO:0005654,nucleoplasm
5073,PARN,PARN,GO:0005730;GO:0016607,nuclear speck;nucleolus
5076,PAX2,PAX2,GO:0005654,nucleoplasm
5077,PAX3,PAX3,GO:0005654,nucleoplasm
5078,PAX4,PAX4,GO:0005654,nucleoplasm
5079,PAX5,PAX5,GO:0005654,nucleoplasm
5080,PAX6,PAX6,GO:0005654,nucleoplasm
50809,HP1BP3,HP1BP3,GO:0016607,nuclear speck
50810,HDGFL3,HDGFL3,GO:0005654,nucleoplasm
50813,COPS7A,COPS7A,GO:0005654;GO:0008180,COP9 signalosome;nucleoplasm
5083,PAX9,PAX9,GO:0005654;GO:0005730,nucleolus;nucleoplasm
5087,PBX1,PBX1,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
5089,PBX2,PBX2,GO:0005654,nucleoplasm
5092,PCBD1,PCBD1,GO:0005654,nucleoplasm
5093,PCBP1,PCBP1,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
5094,PCBP2,PCBP2,GO:0005654,nucleoplasm
50943,FOXP3,FOXP3,GO:0005654,nucleoplasm
51003,MED31,MED31,GO:0005654;GO:0016592;GO:0070847,core mediator complex;mediator complex;nucleoplasm
51008,ASCC1,ASCC1,GO:0005654;GO:0006281;GO:0006307;GO:0006974;GO:0016607,DNA alkylation repair;DNA damage response;DNA repair;nuclear speck;nucleoplasm
51010,EXOSC3,EXOSC3,GO:0000176;GO:0005654;GO:0005730;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex);nucleolus;nucleoplasm
51013,EXOSC1,EXOSC1,GO:0000176;GO:0005654;GO:0005730;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex);nucleolus;nucleoplasm
51022,GLRX2,GLRX2,GO:0005654,nucleoplasm
51035,UBXN1,UBXN1,GO:0005654,nucleoplasm
51042,ZNF593,ZNF593,GO:0005654;GO:0005730,nucleolus;nucleoplasm
51043,ZBTB7B,ZBTB7B,GO:0005654,nucleoplasm
51053,GMNN,GMNN,GO:0005654,nucleoplasm
51065,RPS27L,RPS27L,GO:0005730;GO:0030330;GO:0031571;GO:0042771,"DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mitotic G1 DNA damage checkpoint signaling;nucleolus"
51068,NMD3,NMD3,GO:0005654;GO:0005730,nucleolus;nucleoplasm
51070,NOSIP,NOSIP,GO:0005654,nucleoplasm
51071,DERA,DERA,GO:0005654,nucleoplasm
51076,CUTC,CUTC,GO:0005654;GO:0005730,nucleolus;nucleoplasm
51077,FCF1,FCF1,GO:0005654;GO:0005730;GO:0032040,nucleolus;nucleoplasm;small-subunit processome
51078,THAP4,THAP4,GO:0005654,nucleoplasm
51079,NDUFA13,NDUFA13,GO:0005654,nucleoplasm
51082,POLR1D,POLR1D,GO:0005654;GO:0005666;GO:0005730;GO:0005736,nucleolus;nucleoplasm;RNA polymerase I complex;RNA polymerase III complex
51085,MLXIPL,MLXIPL,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
51095,TRNT1,TRNT1,GO:0005654,nucleoplasm
51096,UTP18,UTP18,GO:0005654;GO:0005730;GO:0032040;GO:0034388,nucleolus;nucleoplasm;Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
51105,PHF20L1,PHF20L1,GO:0005654,nucleoplasm
5111,PCNA,PCNA,GO:0005652;GO:0005654;GO:0006281;GO:0006287;GO:0006298;GO:0006974;GO:0019985;GO:0043596;GO:0043626;GO:0070557,"base-excision repair, gap-filling;DNA damage response;DNA repair;mismatch repair;nuclear lamina;nuclear replication fork;nucleoplasm;PCNA complex;PCNA-p21 complex;translesion synthesis"
51110,LACTB2,LACTB2,GO:0005654,nucleoplasm
51111,KMT5B,KMT5B,GO:0005654;GO:0006281,DNA repair;nucleoplasm
51112,TRAPPC12,TRAPPC12,GO:0005654,nucleoplasm
51118,UTP11,UTP11,GO:0005654;GO:0005730;GO:0032040,nucleolus;nucleoplasm;small-subunit processome
51119,SBDS,SBDS,GO:0005654;GO:0005730,nucleolus;nucleoplasm
51131,PHF11,PHF11,GO:0005654;GO:0031965,nuclear membrane;nucleoplasm
51132,RLIM,RLIM,GO:0005654,nucleoplasm
51138,COPS4,COPS4,GO:0005654;GO:0008180;GO:0016607,COP9 signalosome;nuclear speck;nucleoplasm
51147,ING4,ING4,GO:0005654,nucleoplasm
51149,MRNIP,MRNIP,GO:0005654;GO:0006281;GO:0006974;GO:0007095;GO:0030870,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling;Mre11 complex;nucleoplasm
51154,MRTO4,MRTO4,GO:0005730,nucleolus
51155,JPT1,JPT1,GO:0005654,nucleoplasm
51163,DBR1,DBR1,GO:0005654,nucleoplasm
51176,LEF1,LEF1,GO:0005654;GO:0090575;GO:1990907,beta-catenin-TCF complex;nucleoplasm;RNA polymerase II transcription regulator complex
51187,RSL24D1,RSL24D1,GO:0005654;GO:0005730,nucleolus;nucleoplasm
5119,CHMP1A,CHMP1A,GO:0000794;GO:0005643;GO:0005654;GO:0016363,condensed nuclear chromosome;nuclear matrix;nuclear pore;nucleoplasm
51193,ZNF639,ZNF639,GO:0005654,nucleoplasm
51194,IPO11,IPO11,GO:0005635;GO:0005654,nuclear envelope;nucleoplasm
51202,DDX47,DDX47,GO:0005654;GO:0005730,nucleolus;nucleoplasm
51203,NUSAP1,NUSAP1,GO:0005730,nucleolus
51213,LUZP4,LUZP4,GO:0000346,transcription export complex
51222,ZNF219,ZNF219,GO:0005654,nucleoplasm
51224,ELOA2,ELOA2,GO:0005654;GO:0070449,elongin complex;nucleoplasm
51230,PHF20,PHF20,GO:0005654;GO:0031965;GO:0071339,MLL1 complex;nuclear membrane;nucleoplasm
51231,VRK3,VRK3,GO:0005654;GO:0006974,DNA damage response;nucleoplasm
51244,CCDC174,CCDC174,GO:0005654,nucleoplasm
51246,SHISA5,SHISA5,GO:0005635;GO:0031965;GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;nuclear envelope;nuclear membrane
51270,TFDP3,TFDP3,GO:0005654;GO:0006974;GO:0031965,DNA damage response;nuclear membrane;nucleoplasm
51274,KLF3,KLF3,GO:0005654,nucleoplasm
51290,ERGIC2,ERGIC2,GO:0005730,nucleolus
51291,GMIP,GMIP,GO:0005654,nucleoplasm
51295,ECSIT,ECSIT,GO:0005654,nucleoplasm
5130,PCYT1A,PCYT1A,GO:0005635,nuclear envelope
51300,TIMMDC1,TIMMDC1,GO:0005654,nucleoplasm
51317,PHF21A,PHF21A,GO:0000118;GO:0005654,histone deacetylase complex;nucleoplasm
51319,RSRC1,RSRC1,GO:0016607,nuclear speck
51321,AMZ2,AMZ2,GO:0005654,nucleoplasm
51322,WAC,WAC,GO:0005654;GO:0005681;GO:0006974;GO:0016607;GO:0031571,DNA damage response;mitotic G1 DNA damage checkpoint signaling;nuclear speck;nucleoplasm;spliceosomal complex
51326,ARL17A,ARL17A,GO:0005654,nucleoplasm
51329,ARL6IP4,ARL6IP4,GO:0005730;GO:0016607,nuclear speck;nucleolus
51333,ZNF771,ZNF771,GO:0005654;GO:0005730,nucleolus;nucleoplasm
51335,NGRN,NGRN,GO:0005654,nucleoplasm
51339,DACT1,DACT1,GO:0005654,nucleoplasm
5134,PDCD2,PDCD2,GO:0005730,nucleolus
51340,CRNKL1,CRNKL1,GO:0005654;GO:0005681;GO:0016607;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071018;GO:0071020,catalytic step 2 spliceosome;nuclear speck;nucleoplasm;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
51341,ZBTB7A,ZBTB7A,GO:0070418;GO:0097680,DNA-dependent protein kinase complex;double-strand break repair via classical nonhomologous end joining
51343,FZR1,FZR1,GO:0005654;GO:0005680;GO:0006281;GO:0006974;GO:0007095;GO:0031965,anaphase-promoting complex;DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling;nuclear membrane;nucleoplasm
51347,TAOK3,TAOK3,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
51360,MBTPS2,MBTPS2,GO:0007095,mitotic G2 DNA damage checkpoint signaling
51362,CDC40,CDC40,GO:0005654;GO:0005681;GO:0016607;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;nuclear speck;nucleoplasm;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
51366,UBR5,UBR5,GO:0005654;GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;nucleoplasm
51367,POP5,POP5,GO:0005654;GO:0005655;GO:0005730,nucleolar ribonuclease P complex;nucleolus;nucleoplasm
51368,TEX264,TEX264,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair
51371,POMP,POMP,GO:0016607,nuclear speck
51374,ATRAID,ATRAID,GO:0005635,nuclear envelope
51377,UCHL5,UCHL5,GO:0005654;GO:0005730;GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex;nucleolus;nucleoplasm
51385,ZNF589,ZNF589,GO:0005654,nucleoplasm
51386,EIF3L,EIF3L,GO:0001650;GO:0005654;GO:0005730,fibrillar center;nucleolus;nucleoplasm
51388,NIP7,NIP7,GO:0005730,nucleolus
51397,COMMD10,COMMD10,GO:0005654,nucleoplasm
51400,PPME1,PPME1,GO:0005654;GO:0016604,nuclear body;nucleoplasm
51406,NOL7,NOL7,GO:0005730;GO:0032040,nucleolus;small-subunit processome
51412,ACTL6B,ACTL6B,GO:0016363;GO:0016514;GO:0016586;GO:0035060;GO:0071565;GO:0140092;GO:0140288,bBAF complex;brahma complex;GBAF complex;nBAF complex;nuclear matrix;RSC-type complex;SWI/SNF complex
51422,PRKAG2,PRKAG2,GO:0005654,nucleoplasm
51426,POLK,POLK,GO:0005654;GO:0006281;GO:0006297;GO:0006974;GO:0019985;GO:0042276,"DNA damage response;DNA repair;error-prone translesion synthesis;nucleoplasm;nucleotide-excision repair, DNA gap filling;translesion synthesis"
51428,DDX41,DDX41,GO:0005654;GO:0005681;GO:0071013,catalytic step 2 spliceosome;nucleoplasm;spliceosomal complex
51433,ANAPC5,ANAPC5,GO:0005654;GO:0005680,anaphase-promoting complex;nucleoplasm
51434,ANAPC7,ANAPC7,GO:0005654;GO:0005680,anaphase-promoting complex;nucleoplasm
51438,MAGEC2,MAGEC2,GO:0005654,nucleoplasm
51442,VGLL1,VGLL1,GO:0005654,nucleoplasm
51444,RNF138,RNF138,GO:0000724;GO:0006281;GO:0006974;GO:0010792,DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA repair;double-strand break repair via homologous recombination
51447,IP6K2,IP6K2,GO:0001650;GO:0005654,fibrillar center;nucleoplasm
51451,LCMT1,LCMT1,GO:0005654,nucleoplasm
51455,REV1,REV1,GO:0005654;GO:0005730;GO:0006281;GO:0006974;GO:0019985;GO:0042276;GO:0043596;GO:0070987,DNA damage response;DNA repair;error-free translesion synthesis;error-prone translesion synthesis;nuclear replication fork;nucleolus;nucleoplasm;translesion synthesis
51460,SFMBT1,SFMBT1,GO:0005654,nucleoplasm
51481,VCX3A,VCX3A,GO:0005730,nucleolus
51491,NOP16,NOP16,GO:0005730,nucleolus
51493,RTCB,RTCB,GO:0005635;GO:0005654,nuclear envelope;nucleoplasm
51497,NELFCD,NELFCD,GO:0005654;GO:0016604;GO:0032021,NELF complex;nuclear body;nucleoplasm
51499,TRIAP1,TRIAP1,GO:0030330;GO:0031571,"DNA damage response, signal transduction by p53 class mediator;mitotic G1 DNA damage checkpoint signaling"
51501,HIKESHI,HIKESHI,GO:0005654,nucleoplasm
51503,CWC15,CWC15,GO:0005654;GO:0005681;GO:0016607;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071018;GO:0071020,catalytic step 2 spliceosome;nuclear speck;nucleoplasm;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
51504,TRMT112,TRMT112,GO:0005654;GO:0035097,histone methyltransferase complex;nucleoplasm
51507,RTF2,RTF2,GO:0005654;GO:0005730,nucleolus;nucleoplasm
51510,CHMP5,CHMP5,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
51512,GTSE1,GTSE1,GO:0005654;GO:0030330,"DNA damage response, signal transduction by p53 class mediator;nucleoplasm"
51513,ETV7,ETV7,GO:0005654,nucleoplasm
