gene_id,symbol,all_symbols,go_ids,go_names
23149,FCHO1,FCHO1,GO:0005654,nucleoplasm
23152,CIC,CIC,GO:0005654,nucleoplasm
2316,FLNA,FLNA,GO:0005730;GO:0031523,Myb complex;nucleolus
23160,WDR43,WDR43,GO:0001650;GO:0005654;GO:0005730;GO:0032040;GO:0034455,fibrillar center;nucleolus;nucleoplasm;small-subunit processome;t-UTP complex
23165,NUP205,NUP205,GO:0005635;GO:0005643;GO:0017056;GO:0031965;GO:0034399;GO:0044611,nuclear envelope;nuclear membrane;nuclear periphery;nuclear pore;nuclear pore inner ring;structural constituent of nuclear pore
23168,RTF1,RTF1,GO:0005654;GO:0005730;GO:0016593,Cdc73/Paf1 complex;nucleolus;nucleoplasm
23172,ABRAXAS2,ABRAXAS2,GO:0070552,BRISC complex
23175,LPIN1,LPIN1,GO:0005635;GO:0005654;GO:0031965,nuclear envelope;nuclear membrane;nucleoplasm
23184,MESD,MESD,GO:0016604,nuclear body
23186,RCOR1,RCOR1,GO:0000118;GO:0005654;GO:0035097,histone deacetylase complex;histone methyltransferase complex;nucleoplasm
23190,UBXN4,UBXN4,GO:0005635,nuclear envelope
23195,MDN1,MDN1,GO:0005654;GO:0005730,nucleolus;nucleoplasm
23198,PSME4,PSME4,GO:0005654;GO:0006281;GO:0006974;GO:0016607,DNA damage response;DNA repair;nuclear speck;nucleoplasm
23200,ATP11B,ATP11B,GO:0005637,nuclear inner membrane
23210,JMJD6,JMJD6,GO:0005654;GO:0005730,nucleolus;nucleoplasm
23211,ZC3H4,ZC3H4,GO:0005654,nucleoplasm
23212,RRS1,RRS1,GO:0000794;GO:0005730,condensed nuclear chromosome;nucleolus
23214,XPO6,XPO6,GO:0005654;GO:0005730,nucleolus;nucleoplasm
23216,TBC1D1,TBC1D1,GO:0005730,nucleolus
23219,FBXO28,FBXO28,GO:0005654,nucleoplasm
23220,DTX4,DTX4,GO:0005654,nucleoplasm
23223,RRP12,RRP12,GO:0005730;GO:0031965,nuclear membrane;nucleolus
23224,SYNE2,SYNE2,GO:0005635;GO:0005640;GO:0005654;GO:0005730;GO:0031965;GO:0031981;GO:0034993,meiotic nuclear membrane microtubule tethering complex;nuclear envelope;nuclear lumen;nuclear membrane;nuclear outer membrane;nucleolus;nucleoplasm
23225,NUP210,NUP210,GO:0005635;GO:0005643;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore
23234,DNAJC9,DNAJC9,GO:0005654,nucleoplasm
23236,PLCB1,PLCB1,GO:0016607;GO:0031965,nuclear membrane;nuclear speck
23243,ANKRD28,ANKRD28,GO:0005654,nucleoplasm
23244,PDS5A,PDS5A,GO:0005654,nucleoplasm
23246,BOP1,BOP1,GO:0005654;GO:0005730;GO:0070545,nucleolus;nucleoplasm;PeBoW complex
23248,RPRD2,RPRD2,GO:0005654,nucleoplasm
23253,ANKRD12,ANKRD12,GO:0005654,nucleoplasm
23254,KAZN,KAZN,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
23269,MGA,MGA,GO:0005654;GO:0035102;GO:0071339;GO:0090571,MLL1 complex;nucleoplasm;PRC1 complex;RNA polymerase II transcription repressor complex
23272,TASOR,TASOR,GO:0005654;GO:0140283,HUSH complex;nucleoplasm
23279,NUP160,NUP160,GO:0005635;GO:0005643;GO:0017056;GO:0031080,nuclear envelope;nuclear pore;nuclear pore outer ring;structural constituent of nuclear pore
23283,CSTF2T,CSTF2T,GO:0005654;GO:0005847;GO:0005848,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage stimulating factor complex;nucleoplasm
23287,AGTPBP1,AGTPBP1,GO:0005654,nucleoplasm
23291,FBXW11,FBXW11,GO:0005635;GO:0005654,nuclear envelope;nucleoplasm
23293,SMG6,SMG6,GO:0005697;GO:0005730;GO:0035145,exon-exon junction complex;nucleolus;telomerase holoenzyme complex
23299,BICD2,BICD2,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
23300,ATMIN,ATMIN,GO:0006974;GO:0016604,DNA damage response;nuclear body
23306,NEMP1,NEMP1,GO:0005635;GO:0005637,nuclear envelope;nuclear inner membrane
23309,SIN3B,SIN3B,GO:0005654;GO:0070822,nucleoplasm;Sin3-type complex
23310,NCAPD3,NCAPD3,GO:0000794;GO:0005654;GO:0031981,condensed nuclear chromosome;nuclear lumen;nucleoplasm
23314,SATB2,SATB2,GO:0000118;GO:0005654;GO:0016363;GO:0031981,histone deacetylase complex;nuclear lumen;nuclear matrix;nucleoplasm
2332,FMR1,FMR1,GO:0005654;GO:0005730;GO:0006281;GO:0006974;GO:0015030,Cajal body;DNA damage response;DNA repair;nucleolus;nucleoplasm
23325,WASHC4,WASHC4,GO:0005654,nucleoplasm
23326,USP22,USP22,GO:0005654;GO:0033276,nucleoplasm;transcription factor TFTC complex
23327,NEDD4L,NEDD4L,GO:0005654,nucleoplasm
23338,JADE2,JADE2,GO:0005654,nucleoplasm
2334,AFF2,AFF2,GO:0016607;GO:0032783,nuclear speck;super elongation complex
23345,SYNE1,SYNE1,GO:0005635;GO:0005640;GO:0005654;GO:0005730;GO:0031965;GO:0034993;GO:0090292,meiotic nuclear membrane microtubule tethering complex;nuclear envelope;nuclear matrix anchoring at nuclear membrane;nuclear membrane;nuclear outer membrane;nucleolus;nucleoplasm
23347,SMCHD1,SMCHD1,GO:0001740;GO:0005654;GO:0006281;GO:0006302;GO:0006974;GO:0016604,Barr body;DNA damage response;DNA repair;double-strand break repair;nuclear body;nucleoplasm
23350,U2SURP,U2SURP,GO:0005654;GO:0005686,nucleoplasm;U2 snRNP
23352,UBR4,UBR4,GO:0005654,nucleoplasm
23353,SUN1,SUN1,GO:0005635;GO:0005637;GO:0031965;GO:0034993;GO:0090292,meiotic nuclear membrane microtubule tethering complex;nuclear envelope;nuclear inner membrane;nuclear matrix anchoring at nuclear membrane;nuclear membrane
23358,USP24,USP24,GO:0005654,nucleoplasm
23360,FNBP4,FNBP4,GO:0005654,nucleoplasm
23361,ZNF629,ZNF629,GO:0005654,nucleoplasm
23368,PPP1R13B,PPP1R13B,GO:0005654,nucleoplasm
23373,CRTC1,CRTC1,GO:0005654;GO:0016604,nuclear body;nucleoplasm
23376,UFL1,UFL1,GO:0000077;GO:0006281;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair
23378,RRP8,RRP8,GO:0005654;GO:0005677;GO:0005730;GO:0061773,chromatin silencing complex;eNoSc complex;nucleolus;nucleoplasm
23379,ICE1,ICE1,GO:0005654;GO:0008023;GO:0015030;GO:0016604;GO:0035363,Cajal body;histone locus body;nuclear body;nucleoplasm;transcription elongation factor complex
23381,SMG5,SMG5,GO:0005697,telomerase holoenzyme complex
23383,MAU2,MAU2,GO:0005654;GO:0016604;GO:0032116;GO:0090694,nuclear body;nucleoplasm;Scc2-Scc4 cohesin loading complex;SMC loading complex
23389,MED13L,MED13L,GO:0005654;GO:0016592,mediator complex;nucleoplasm
23392,ECPAS,ECPAS,GO:0005654,nucleoplasm
23394,ADNP,ADNP,GO:0090575,RNA polymerase II transcription regulator complex
23397,NCAPH,NCAPH,GO:0000794;GO:0005654,condensed nuclear chromosome;nucleoplasm
23398,PPWD1,PPWD1,GO:0005654;GO:0005681;GO:0016604;GO:0071006;GO:0071013,catalytic step 2 spliceosome;nuclear body;nucleoplasm;spliceosomal complex;U2-type catalytic step 1 spliceosome
23399,CTDNEP1,CTDNEP1,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
23404,EXOSC2,EXOSC2,GO:0000176;GO:0005654;GO:0005730;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex);nucleolus;nucleoplasm
23409,SIRT4,SIRT4,GO:0006974,DNA damage response
23410,SIRT3,SIRT3,GO:0005654,nucleoplasm
23411,SIRT1,SIRT1,GO:0000012;GO:0000720;GO:0000731;GO:0005635;GO:0005637;GO:0005654;GO:0005677;GO:0005730;GO:0006974;GO:0008630;GO:0016605;GO:0035098;GO:0042771;GO:0061773;GO:0070914;GO:0140861,chromatin silencing complex;DNA damage response;DNA repair-dependent chromatin remodeling;DNA synthesis involved in DNA repair;eNoSc complex;ESC/E(Z) complex;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;nuclear envelope;nuclear inner membrane;nucleolus;nucleoplasm;PML body;pyrimidine dimer repair by nucleotide-excision repair;single strand break repair;UV-damage excision repair
23414,ZFPM2,ZFPM2,GO:0005654,nucleoplasm
23421,ITGB3BP,ITGB3BP,GO:0005654,nucleoplasm
23429,RYBP,RYBP,GO:0005654;GO:0031519;GO:0035102,nucleoplasm;PcG protein complex;PRC1 complex
23435,TARDBP,TARDBP,GO:0005654;GO:0005726;GO:0016607;GO:0035061,interchromatin granule;nuclear speck;nucleoplasm;perichromatin fibrils
23439,ATP1B4,ATP1B4,GO:0005635;GO:0005637,nuclear envelope;nuclear inner membrane
23450,SF3B3,SF3B3,GO:0005654;GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0005730;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018,catalytic step 2 spliceosome;nucleolus;nucleoplasm;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
23451,SF3B1,SF3B1,GO:0005654;GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0005730;GO:0016607;GO:0031981;GO:0034693;GO:0071004;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018;GO:0110016,B-WICH complex;catalytic step 2 spliceosome;nuclear lumen;nuclear speck;nucleolus;nucleoplasm;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type prespliceosome;U2-type spliceosomal complex
23460,ABCA6,ABCA6,GO:0005654,nucleoplasm
23462,HEY1,HEY1,GO:0005654,nucleoplasm
23464,GCAT,GCAT,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
23466,CBX6,CBX6,GO:0005654;GO:0016604;GO:0031519;GO:0035102,nuclear body;nucleoplasm;PcG protein complex;PRC1 complex
23468,CBX5,CBX5,GO:0000118;GO:0005635;GO:0005654;GO:0005730;GO:0006974;GO:0016605;GO:0035097,DNA damage response;histone deacetylase complex;histone methyltransferase complex;nuclear envelope;nucleolus;nucleoplasm;PML body
23476,BRD4,BRD4,GO:0000794;GO:0005654;GO:0006974,condensed nuclear chromosome;DNA damage response;nucleoplasm
23481,PES1,PES1,GO:0005654;GO:0005730;GO:0070545,nucleolus;nucleoplasm;PeBoW complex
23492,CBX7,CBX7,GO:0005654;GO:0031519;GO:0035102,nucleoplasm;PcG protein complex;PRC1 complex
23493,HEY2,HEY2,GO:0005654,nucleoplasm
23500,DAAM2,DAAM2,GO:0005654,nucleoplasm
23503,ZFYVE26,ZFYVE26,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
23506,BICRAL,BICRAL,GO:0005654;GO:0016514;GO:0140288,GBAF complex;nucleoplasm;SWI/SNF complex
23511,NUP188,NUP188,GO:0005635;GO:0005643;GO:0017056;GO:0044611,nuclear envelope;nuclear pore;nuclear pore inner ring;structural constituent of nuclear pore
23512,SUZ12,SUZ12,GO:0005654;GO:0005677;GO:0005730;GO:0016586;GO:0016604;GO:0031519;GO:0035098,chromatin silencing complex;ESC/E(Z) complex;nuclear body;nucleolus;nucleoplasm;PcG protein complex;RSC-type complex
23513,SCRIB,SCRIB,GO:0005654,nucleoplasm
23514,SPIDR,SPIDR,GO:0000228;GO:0000724;GO:0005654;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;nuclear chromosome;nucleoplasm
23515,MORC3,MORC3,GO:0005654;GO:0016363;GO:0016605;GO:0051457,maintenance of protein location in nucleus;nuclear matrix;nucleoplasm;PML body
23517,MTREX,MTREX,GO:0000176;GO:0005654;GO:0005681;GO:0005730;GO:0006974;GO:0016607;GO:0031499;GO:0062141;GO:0071013,catalytic step 2 spliceosome;DNA damage response;nuclear exosome (RNase complex);nuclear exosome targeting complex;nuclear speck;nucleolus;nucleoplasm;spliceosomal complex;TRAMP complex
23521,RPL13A,RPL13A,GO:0005730,nucleolus
23522,KAT6B,KAT6B,GO:0005654,nucleoplasm
23523,CABIN1,CABIN1,GO:0005654,nucleoplasm
23524,SRRM2,SRRM2,GO:0005654;GO:0005681;GO:0015030;GO:0016607;GO:0071005;GO:0071006;GO:0071007;GO:0071013;GO:0071018;GO:0071020,Cajal body;catalytic step 2 spliceosome;nuclear speck;nucleoplasm;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome
23528,ZNF281,ZNF281,GO:0005654,nucleoplasm
2353,FOS,FOS,GO:0005654;GO:0016363;GO:0035976;GO:0090575,nuclear matrix;nucleoplasm;RNA polymerase II transcription regulator complex;transcription factor AP-1 complex
23534,TNPO3,TNPO3,GO:0005635,nuclear envelope
23536,ADAT1,ADAT1,GO:0005654,nucleoplasm
2354,FOSB,FOSB,GO:0005654,nucleoplasm
23541,SEC14L2,SEC14L2,GO:0005654,nucleoplasm
23543,RBFOX2,RBFOX2,GO:0005654,nucleoplasm
2355,FOSL2,FOSL2,GO:0005654;GO:0035976;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex;transcription factor AP-1 complex
23552,CDK20,CDK20,GO:0005654,nucleoplasm
23558,WBP2,WBP2,GO:0005654,nucleoplasm
23560,GTPBP4,GTPBP4,GO:0005730,nucleolus
23567,ZNF346,ZNF346,GO:0005654;GO:0005730,nucleolus;nucleoplasm
23568,ARL2BP,ARL2BP,GO:0005654;GO:0051457,maintenance of protein location in nucleus;nucleoplasm
23569,PADI4,PADI4,GO:0005654,nucleoplasm
23581,CASP14,CASP14,GO:0005654,nucleoplasm
23582,CCNDBP1,CCNDBP1,GO:0005654;GO:0016604,nuclear body;nucleoplasm
23583,SMUG1,SMUG1,GO:0001650;GO:0005654;GO:0005730;GO:0006281;GO:0006284;GO:0006974;GO:0045008,base-excision repair;depyrimidination;DNA damage response;DNA repair;fibrillar center;nucleolus;nucleoplasm
23587,ELP5,ELP5,GO:0005654,nucleoplasm
23588,KLHDC2,KLHDC2,GO:0005654;GO:0016604;GO:0031965,nuclear body;nuclear membrane;nucleoplasm
23592,LEMD3,LEMD3,GO:0005635;GO:0005637;GO:0031965,nuclear envelope;nuclear inner membrane;nuclear membrane
23594,ORC6,ORC6,GO:0001650;GO:0005654;GO:0005664,fibrillar center;nuclear origin of replication recognition complex;nucleoplasm
23595,ORC3,ORC3,GO:0005654;GO:0005656;GO:0005664;GO:0031261,DNA replication preinitiation complex;nuclear origin of replication recognition complex;nuclear pre-replicative complex;nucleoplasm
23598,PATZ1,PATZ1,GO:0005654,nucleoplasm
23607,CD2AP,CD2AP,GO:0005641,nuclear envelope lumen
23612,PHLDA3,PHLDA3,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
23613,ZMYND8,ZMYND8,GO:0000724;GO:0005654;GO:0005730,double-strand break repair via homologous recombination;nucleolus;nucleoplasm
23626,SPO11,SPO11,GO:0000228;GO:0000706;GO:1990918,double-strand break repair involved in meiotic recombination;meiotic DNA double-strand break processing;nuclear chromosome
23633,KPNA6,KPNA6,GO:0005654,nucleoplasm
23635,SSBP2,SSBP2,GO:0005654,nucleoplasm
23636,NUP62,NUP62,GO:0005635;GO:0005643;GO:0005654;GO:0017056;GO:0031965;GO:0044613,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore central transport channel;nucleoplasm;structural constituent of nuclear pore
23641,LDOC1,LDOC1,GO:0005654;GO:0005730,nucleolus;nucleoplasm
23644,EDC4,EDC4,GO:0005654,nucleoplasm
23645,PPP1R15A,PPP1R15A,GO:0006974,DNA damage response
23649,POLA2,POLA2,GO:0005654;GO:0005658,alpha DNA polymerase:primase complex;nucleoplasm
23658,LSM5,LSM5,GO:0005654;GO:0005681;GO:0005688;GO:0005691;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011,nucleoplasm;precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U6 snRNP;U6atac snRNP
23741,EID1,EID1,GO:0005654,nucleoplasm
23742,NPAP1,NPAP1,GO:0005637;GO:0005643;GO:0005654;GO:0017056,nuclear inner membrane;nuclear pore;nucleoplasm;structural constituent of nuclear pore
23759,PPIL2,PPIL2,GO:0005654;GO:0005681;GO:0071006;GO:0071013;GO:0071018,catalytic step 2 spliceosome;nucleoplasm;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome
23764,MAFF,MAFF,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
23774,BRD1,BRD1,GO:0016607;GO:0036409,histone H3-K14 acetyltransferase complex;nuclear speck
240,ALOX5,ALOX5,GO:0005635;GO:0005641;GO:0005654;GO:0016363;GO:0031965,nuclear envelope;nuclear envelope lumen;nuclear matrix;nuclear membrane;nucleoplasm
241,ALOX5AP,ALOX5AP,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
24137,KIF4A,KIF4A,GO:0016363,nuclear matrix
24144,TFIP11,TFIP11,GO:0005654;GO:0005681;GO:0005730;GO:0016607;GO:0031848;GO:0071008;GO:0071013,catalytic step 2 spliceosome;nuclear speck;nucleolus;nucleoplasm;protection from non-homologous end joining at telomere;spliceosomal complex;U2-type post-mRNA release spliceosomal complex
24148,PRPF6,PRPF6,GO:0005654;GO:0005681;GO:0005682;GO:0016607;GO:0046540;GO:0071005;GO:0071009;GO:0071011;GO:0071013;GO:0071016,catalytic step 2 spliceosome;nuclear speck;nucleoplasm;precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
24149,ZNF318,ZNF318,GO:0005654,nucleoplasm
2444,FRK,FRK,GO:0005654,nucleoplasm
245711,SPDYA,SPDYA,GO:0005635;GO:0005654;GO:0006974,DNA damage response;nuclear envelope;nucleoplasm
246184,CDC26,CDC26,GO:0005654;GO:0005680,anaphase-promoting complex;nucleoplasm
246329,STAC3,STAC3,GO:0005654,nucleoplasm
246721,POLR2J2,POLR2J2,GO:0005665,"RNA polymerase II, core complex"
246744,STH,STH,GO:0005654,nucleoplasm
2475,MTOR,MTOR,GO:0005635;GO:0005654;GO:0006974;GO:0016605,DNA damage response;nuclear envelope;nucleoplasm;PML body
2483,FRG1,FRG1,GO:0005681;GO:0005730;GO:0015030;GO:0071006;GO:0071013,Cajal body;catalytic step 2 spliceosome;nucleolus;spliceosomal complex;U2-type catalytic step 1 spliceosome
2491,CENPI,CENPI,GO:0005654;GO:0016604,nuclear body;nucleoplasm
2494,NR5A2,NR5A2,GO:0005654;GO:0090575,nucleoplasm;RNA polymerase II transcription regulator complex
25,ABL1,ABL1,GO:0005654;GO:0005730;GO:0006281;GO:0006298;GO:0006974;GO:0008630;GO:0016604;GO:0031965;GO:0042770,DNA damage response;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage;mismatch repair;nuclear body;nuclear membrane;nucleolus;nucleoplasm;signal transduction in response to DNA damage
2516,NR5A1,NR5A1,GO:0005654;GO:0051457;GO:0090575,maintenance of protein location in nucleus;nucleoplasm;RNA polymerase II transcription regulator complex
2521,FUS,FUS,GO:0005654,nucleoplasm
252969,NEIL2,NEIL2,GO:0005654;GO:0006281;GO:0006284;GO:0006974;GO:0045008,base-excision repair;depyrimidination;DNA damage response;DNA repair;nucleoplasm
252983,STXBP4,STXBP4,GO:0006974,DNA damage response
253430,IPMK,IPMK,GO:0005654,nucleoplasm
253461,ZBTB38,ZBTB38,GO:0005654;GO:0006974,DNA damage response;nucleoplasm
253714,MMS22L,MMS22L,GO:0000724;GO:0005654;GO:0006281;GO:0006974;GO:0035101;GO:0043596,DNA damage response;DNA repair;double-strand break repair via homologous recombination;FACT complex;nuclear replication fork;nucleoplasm
253769,WDR27,WDR27,GO:0005654,nucleoplasm
253980,KCTD13,KCTD13,GO:0005654;GO:0016604,nuclear body;nucleoplasm
254048,UBN2,UBN2,GO:0005654,nucleoplasm
254225,RNF169,RNF169,GO:0000724;GO:0005654;GO:0005730;GO:0006281;GO:0006302;GO:0006974;GO:0016604,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;nuclear body;nucleolus;nucleoplasm
254394,MCM9,MCM9,GO:0000724;GO:0006281;GO:0006974;GO:0036298;GO:0070716,DNA damage response;DNA repair;double-strand break repair via homologous recombination;mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication;recombinational interstrand cross-link repair
254528,MEIOB,MEIOB,GO:0000724,double-strand break repair via homologous recombination
2547,XRCC6,XRCC6,GO:0000725;GO:0000783;GO:0005654;GO:0005730;GO:0005958;GO:0006281;GO:0006303;GO:0006974;GO:0043564;GO:0070418;GO:0097680,DNA damage response;DNA repair;DNA-dependent protein kinase complex;DNA-dependent protein kinase-DNA ligase 4 complex;double-strand break repair via classical nonhomologous end joining;double-strand break repair via nonhomologous end joining;Ku70:Ku80 complex;nuclear telomere cap complex;nucleolus;nucleoplasm;recombinational repair
254827,NAALADL2,NAALADL2,GO:0005654,nucleoplasm
2551,GABPA,GABPA,GO:0005654,nucleoplasm
2553,GABPB1,GABPB1,GO:0005654,nucleoplasm
255394,TCP11L2,TCP11L2,GO:0016607,nuclear speck
255626,H2BC1,H2BC1,GO:0005654,nucleoplasm
255877,BCL6B,BCL6B,GO:0005654,nucleoplasm
255919,CNEP1R1,CNEP1R1,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
2560,GABRB1,GABRB1,GO:0005635,nuclear envelope
256126,SYCE2,SYCE2,GO:0000794;GO:0000795;GO:0000801;GO:0005654,central element;condensed nuclear chromosome;nucleoplasm;synaptonemal complex
256309,CCDC110,CCDC110,GO:0005654,nucleoplasm
256329,LMNTD2,LMNTD2,GO:0005638,lamin filament
256643,BCLAF3,BCLAF3,GO:0005681;GO:0016592,mediator complex;spliceosomal complex
256979,SUN3,SUN3,GO:0005635;GO:0005637;GO:0034993,meiotic nuclear membrane microtubule tethering complex;nuclear envelope;nuclear inner membrane
257218,SHPRH,SHPRH,GO:0005654;GO:0006281;GO:0006974,DNA damage response;DNA repair;nucleoplasm
257415,FAM133B,FAM133B,GO:0005654;GO:0005730,nucleolus;nucleoplasm
25764,HYPK,HYPK,GO:0005654,nucleoplasm
25766,PRPF40B,PRPF40B,GO:0005685;GO:0016363;GO:0016604;GO:0016607;GO:0071004,nuclear body;nuclear matrix;nuclear speck;U1 snRNP;U2-type prespliceosome
25776,CBY1,CBY1,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
25777,SUN2,SUN2,GO:0000794;GO:0005635;GO:0005637;GO:0031965;GO:0034993;GO:0090292,condensed nuclear chromosome;meiotic nuclear membrane microtubule tethering complex;nuclear envelope;nuclear inner membrane;nuclear matrix anchoring at nuclear membrane;nuclear membrane
25788,RAD54B,RAD54B,GO:0000724;GO:0005654;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;nucleoplasm
25792,CIZ1,CIZ1,GO:0005654;GO:0051457,maintenance of protein location in nucleus;nucleoplasm
25793,FBXO7,FBXO7,GO:0005654,nucleoplasm
25796,PGLS,PGLS,GO:0005654,nucleoplasm
25804,LSM4,LSM4,GO:0005654;GO:0005681;GO:0005688;GO:0005691;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0097526,nucleoplasm;precatalytic spliceosome;spliceosomal complex;spliceosomal tri-snRNP complex;U2-type precatalytic spliceosome;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U6 snRNP;U6atac snRNP
25816,TNFAIP8,TNFAIP8,GO:0005654,nucleoplasm
25819,NOCT,NOCT,GO:0005654;GO:0016604,nuclear body;nucleoplasm
25820,ARIH1,ARIH1,GO:0005654;GO:0015030;GO:0016604,Cajal body;nuclear body;nucleoplasm
25831,HECTD1,HECTD1,GO:0005654;GO:0005730,nucleolus;nucleoplasm
25833,POU2F3,POU2F3,GO:0005654,nucleoplasm
25836,NIPBL,NIPBL,GO:0005654;GO:0006974;GO:0032039;GO:0032116;GO:0090694;GO:1990414,DNA damage response;integrator complex;nucleoplasm;replication-born double-strand break repair via sister chromatid exchange;Scc2-Scc4 cohesin loading complex;SMC loading complex
25841,ABTB2,ABTB2,GO:0005654,nucleoplasm
25842,ASF1A,ASF1A,GO:0005654;GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;nucleoplasm
25847,ANAPC13,ANAPC13,GO:0005680,anaphase-promoting complex
25852,ARMC8,ARMC8,GO:0005654,nucleoplasm
25855,BRMS1,BRMS1,GO:0005654;GO:0070822,nucleoplasm;Sin3-type complex
25862,USP49,USP49,GO:0005654,nucleoplasm
25865,PRKD2,PRKD2,GO:0005654,nucleoplasm
25871,NEPRO,NEPRO,GO:0005654;GO:0005730,nucleolus;nucleoplasm
25873,RPL36,RPL36,GO:0005730,nucleolus
25879,DCAF13,DCAF13,GO:0005654;GO:0005730;GO:0032040,nucleolus;nucleoplasm;small-subunit processome
25885,POLR1A,POLR1A,GO:0001650;GO:0005654;GO:0005730;GO:0005736,fibrillar center;nucleolus;nucleoplasm;RNA polymerase I complex
25888,ZNF473,ZNF473,GO:0005654;GO:0015030,Cajal body;nucleoplasm
25896,INTS7,INTS7,GO:0000077;GO:0005654;GO:0006974;GO:0016604;GO:0032039;GO:0160232,DNA damage checkpoint signaling;DNA damage response;INTAC complex;integrator complex;nuclear body;nucleoplasm
25898,RCHY1,RCHY1,GO:0005654;GO:0016607;GO:0070987,error-free translesion synthesis;nuclear speck;nucleoplasm
259,AMBP,AMBP,GO:0031965,nuclear membrane
25900,IFFO1,IFFO1,GO:0005637;GO:0005654;GO:0006303;GO:0016363,double-strand break repair via nonhomologous end joining;nuclear inner membrane;nuclear matrix;nucleoplasm
25906,ANAPC15,ANAPC15,GO:0005654;GO:0005680,anaphase-promoting complex;nucleoplasm
25909,AHCTF1,AHCTF1,GO:0005635;GO:0005643;GO:0005654;GO:0016363;GO:0016604;GO:0031080;GO:0031965,nuclear body;nuclear envelope;nuclear matrix;nuclear membrane;nuclear pore;nuclear pore outer ring;nucleoplasm
25913,POT1,POT1,GO:0000783;GO:0005654;GO:0070187,nuclear telomere cap complex;nucleoplasm;shelterin complex
25917,THUMPD3,THUMPD3,GO:0005730,nucleolus
25920,NELFB,NELFB,GO:0005654;GO:0032021,NELF complex;nucleoplasm
25925,ZNF521,ZNF521,GO:0005654,nucleoplasm
25926,NOL11,NOL11,GO:0005654;GO:0005730;GO:0032040;GO:0034455,nucleolus;nucleoplasm;small-subunit processome;t-UTP complex
259282,BOD1L1,BOD1L1,GO:0005654;GO:0006281;GO:0006974;GO:0048188,DNA damage response;DNA repair;nucleoplasm;Set1C/COMPASS complex
25929,GEMIN5,GEMIN5,GO:0005654;GO:0016604;GO:0034718;GO:0097504,Gemini of Cajal bodies;nuclear body;nucleoplasm;SMN-Gemin2 complex
