symbol,go_ids,go_names,evidence_set,eco_set,refs,gene_products,assigned_by,n_annotations
GTF3C3,GO:0031965,nuclear membrane,IDA,ECO:0000314,GO_REF:0000052,H7BZV8;H7C0C0;H7C143;Q9Y5Q9,HPA,4
GUCY2D,GO:0005640,nuclear outer membrane,TAS,ECO:0000304,PMID:7777544,Q02846,PINC,1
GUCY2F,GO:0005640,nuclear outer membrane,TAS,ECO:0000304,PMID:7777544,P51841,PINC,1
H2AZ1,GO:0001740,Barr body,IDA,ECO:0000314,PMID:11331621,P0C0S5,MGI,1
HABP4,GO:0031965,nuclear membrane,IDA,ECO:0000314,GO_REF:0000052,Q5JVS0,HPA,1
HAND1,GO:0090575,RNA polymerase II transcription regulator complex,IDA,ECO:0000314,PMID:11802795,O96004,BHF-UCL,1
HAUS8,GO:0005880,nuclear microtubule,IBA,ECO:0000318,GO_REF:0000033,Q9BT25,GO_Central,1
HAVCR2,GO:0016592,mediator complex,IBA,ECO:0000318,GO_REF:0000033,Q8TDQ0,GO_Central,1
HAX1,GO:0005635,nuclear envelope,TAS,ECO:0000304,PMID:9058808,O00165,PINC,1
HCFC1,GO:0035097;GO:0044665;GO:0048188;GO:0071339,histone methyltransferase complex;MLL1 complex;MLL1/2 complex;Set1C/COMPASS complex,IBA;IDA;IPI,ECO:0000314;ECO:0000318;ECO:0000353,GO_REF:0000033;PMID:15960975;PMID:17998332;PMID:18838538;PMID:23508102,P51610,ComplexPortal;GO_Central;UniProt,7
HCFC2,GO:0035097;GO:0044665;GO:0048188;GO:0071339,histone methyltransferase complex;MLL1 complex;MLL1/2 complex;Set1C/COMPASS complex,IBA;IPI,ECO:0000318;ECO:0000353,GO_REF:0000033;PMID:23508102,Q9Y5Z7,ComplexPortal;GO_Central,4
HDAC1,GO:0000118;GO:0016581;GO:0070822,histone deacetylase complex;NuRD complex;Sin3-type complex,IBA;IDA;IPI;NAS;TAS,ECO:0000304;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:12711221;PMID:16428440;PMID:17827154;PMID:19644445;PMID:22926524;PMID:28046085;PMID:28554894;PMID:32591534;PMID:33283408;PMID:9651585,Q13547,BHF-UCL;ComplexPortal;GO_Central;UniProt,12
HDAC10,GO:0000118,histone deacetylase complex,IDA,ECO:0000314,PMID:11861901,Q969S8,UniProt,1
HDAC11,GO:0000118,histone deacetylase complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:11948178,Q96DB2,GO_Central;UniProt,2
HDAC2,GO:0000118;GO:0016581;GO:0035098;GO:0070822,ESC/E(Z) complex;histone deacetylase complex;NuRD complex;Sin3-type complex,IBA;IDA;IPI;ISS;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005546;ECO:0005547,GO_REF:0000033;GO_REF:0000114;PMID:14966270;PMID:16428440;PMID:17827154;PMID:19644445;PMID:20075857;PMID:22926524;PMID:28046085;PMID:28554894;PMID:33283408;PMID:9651585,Q92769,BHF-UCL;ComplexPortal;GO_Central;UniProt,13
HDAC3,GO:0000118,histone deacetylase complex,IBA;IDA;TAS,ECO:0000304;ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:12711221;PMID:18326024,O15379,GO_Central;UniProt,3
HDAC4,GO:0000118,histone deacetylase complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:11804585,P56524,BHF-UCL;GO_Central,2
HDAC5,GO:0000118,histone deacetylase complex,IBA;TAS,ECO:0000304;ECO:0000318,GO_REF:0000033;PMID:12711221,Q9UQL6,GO_Central;UniProt,2
HDAC6,GO:0000118,histone deacetylase complex,IDA,ECO:0000314,PMID:11948178,Q9UBN7,UniProt,1
HDAC7,GO:0000118,histone deacetylase complex,IBA,ECO:0000318,GO_REF:0000033,Q8WUI4,GO_Central,1
HDAC8,GO:0000118;GO:0000228,histone deacetylase complex;nuclear chromosome,IBA;TAS,ECO:0000304;ECO:0000318,GO_REF:0000033;PMID:10748112;PMID:12711221,Q9BY41,GO_Central;PINC;UniProt,3
HDAC9,GO:0000118;GO:0035097,histone deacetylase complex;histone methyltransferase complex,IBA;ISS;TAS,ECO:0000250;ECO:0000304;ECO:0000318,GO_REF:0000024;GO_REF:0000033;PMID:12711221,Q9UKV0,BHF-UCL;GO_Central;UniProt,4
HEATR1,GO:0032040;GO:0034455,small-subunit processome;t-UTP complex,IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:22916032;PMID:34516797,Q9H583,ComplexPortal;GO_Central;UniProt,5
HELB,GO:0005662,DNA replication factor A complex,IDA,ECO:0000314,PMID:26774285,Q8NG08,UniProt,1
HEMK2,GO:0035097,histone methyltransferase complex,IPI,ECO:0000353,PMID:31061526,Q9Y5N5,ComplexPortal,1
HEXIM1,GO:0120259,7SK snRNP,IDA,ECO:0000314,PMID:18249148;PMID:18483487;PMID:28431135,O94992,FlyBase,3
HIF1A,GO:0090575,RNA polymerase II transcription regulator complex,IDA;IPI,ECO:0000314;ECO:0000353,PMID:23033253;PMID:7539918;PMID:8756616,Q16665,BHF-UCL;ComplexPortal,3
HINT1,GO:0000118,histone deacetylase complex,IDA,ECO:0000314,PMID:16835243,P49773,UniProt,1
HIPK2,GO:0090575,RNA polymerase II transcription regulator complex,ISS,ECO:0000250,GO_REF:0000024,Q9H2X6,BHF-UCL,1
HLCS,GO:0005652,nuclear lamina,IDA,ECO:0000314,PMID:14613969,P50747,UniProt,1
HLF,GO:0090575,RNA polymerase II transcription regulator complex,IPI,ECO:0000353,PMID:23661758,Q16534,ComplexPortal,1
HLTF,GO:0043596;GO:0090575,nuclear replication fork;RNA polymerase II transcription regulator complex,EXP;IC;IDA,ECO:0000305;ECO:0000314;ECO:0005543,PMID:19948885;PMID:21795603;PMID:23415230;PMID:26051180,Q14527,ComplexPortal;UniProt,4
HMGA1,GO:0031965;GO:0090575,nuclear membrane;RNA polymerase II transcription regulator complex,IDA;ISS,ECO:0000250;ECO:0000314,GO_REF:0000024;GO_REF:0000052,A0A669KAX1;P17096;Q5T6U8,BHF-UCL;HPA,4
HMGA2,GO:0000228,nuclear chromosome,ISS,ECO:0000250,GO_REF:0000024,P52926,UniProt,1
HMGXB4,GO:0016589,NURF complex,IDA,ECO:0000314,PMID:20850016,Q9UGU5,UniProt,1
HNRNPA1,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:11991638;PMID:25689357;PMID:9731529,P09651,CAFA;GO_Central;HGNC-UCL;UniProt,4
HNRNPA1L2,GO:0071013,catalytic step 2 spliceosome,IBA,ECO:0000318,GO_REF:0000033,Q32P51,GO_Central,1
HNRNPA1L3,GO:0071013,catalytic step 2 spliceosome,IBA,ECO:0000318,GO_REF:0000033,A0A2R8Y4L2,GO_Central,1
HNRNPA2B1,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:11991638;PMID:9731529,P22626,GO_Central;HGNC-UCL;UniProt,3
HNRNPA3,GO:0071013,catalytic step 2 spliceosome,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:11991638,P51991,GO_Central;UniProt,2
HNRNPAB,GO:0090575,RNA polymerase II transcription regulator complex,ISS,ECO:0000250,GO_REF:0000024,Q99729,BHF-UCL,1
HNRNPC,GO:0005681;GO:0005697;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex;telomerase holoenzyme complex,IDA,ECO:0000314,PMID:11991638;PMID:18082603;PMID:9731529,P07910,BHF-UCL;HGNC-UCL;UniProt,3
HNRNPF,GO:0071013,catalytic step 2 spliceosome,IDA,ECO:0000314,PMID:11991638,P52597,UniProt,1
HNRNPH1,GO:0071013,catalytic step 2 spliceosome,IDA,ECO:0000314,PMID:11991638,P31943,UniProt,1
HNRNPH3,GO:0005681,spliceosomal complex,NAS;TAS,ECO:0000303;ECO:0000304,PMID:10858537;PMID:8999868,P31942,UniProt,2
HNRNPK,GO:0071013,catalytic step 2 spliceosome,IDA,ECO:0000314,PMID:11991638,P61978,UniProt,1
HNRNPM,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex,IDA,ECO:0000314,PMID:11991638;PMID:9731529,P52272,HGNC-UCL;UniProt,2
HNRNPR,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex,IDA;NAS,ECO:0000303;ECO:0000314,PMID:11991638;PMID:9421497,O43390,UniProt,2
HNRNPU,GO:0000228;GO:0005697;GO:0071013;GO:0090575,catalytic step 2 spliceosome;nuclear chromosome;RNA polymerase II transcription regulator complex;telomerase holoenzyme complex,IDA,ECO:0000314,PMID:10490622;PMID:11003645;PMID:11991638;PMID:18082603,Q00839,BHF-UCL;UniProt,4
HORMAD1,GO:0000795,synaptonemal complex,IBA,ECO:0000318,GO_REF:0000033,Q86X24,GO_Central,1
HORMAD2,GO:0000795,synaptonemal complex,IBA,ECO:0000318,GO_REF:0000033,Q8N7B1,GO_Central,1
HPN,GO:0031965,nuclear membrane,IDA,ECO:0000314,PMID:15614436,P05981,UniProt,1
HR,GO:0000118,histone deacetylase complex,IBA,ECO:0000318,GO_REF:0000033,O43593,GO_Central,1
HSP90AB1,GO:0008180,COP9 signalosome,IDA,ECO:0000314,PMID:18850735,P08238,UniProt,1
HSPA1A,GO:0008180,COP9 signalosome,IDA,ECO:0000314,PMID:18850735,P0DMV8,UniProt,1
HSPA1L,GO:0008180,COP9 signalosome,IDA,ECO:0000314,PMID:18850735,P34931,UniProt,1
HSPA5,GO:0008180,COP9 signalosome,IDA,ECO:0000314,PMID:18850735,P11021,UniProt,1
HSPA6,GO:0008180,COP9 signalosome,IDA,ECO:0000314,PMID:18850735,P17066,UniProt,1
HSPA7,GO:0008180,COP9 signalosome,IDA,ECO:0000314,PMID:18850735,P48741,UniProt,1
HTATSF1,GO:0005681;GO:0005684;GO:0005686,spliceosomal complex;U2 snRNP;U2-type spliceosomal complex,IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:31744343;PMID:32494006;PMID:34822310;PMID:36797247,O43719,ComplexPortal;GO_Central;UniProt,7
HUS1,GO:0030896,checkpoint clamp complex,IBA;IDA;IPI,ECO:0000314;ECO:0000318;ECO:0000353,GO_REF:0000033;PMID:19464297;PMID:31776186;PMID:36841485,O60921,ComplexPortal;GO_Central;UniProt,4
HUS1B,GO:0030896,checkpoint clamp complex,IBA,ECO:0000318,GO_REF:0000033,Q8NHY5,GO_Central,1
HYAL2,GO:0090575,RNA polymerase II transcription regulator complex,ISS,ECO:0000250,PMID:19366691,Q12891,BHF-UCL,1
Homo sapiens (human) RNA component of 7SK nuclear ribonucleoprotein (RN7SK),GO:0120259,7SK snRNP,IDA,ECO:0000314,PMID:18249148;PMID:18483487;PMID:28431135,URS0000734D8F_9606,FlyBase,3
Homo sapiens (human) X inactive specific transcript (XIST),GO:0046536,dosage compensation complex,TAS,ECO:0000304,PMID:32482714,URS000075D95B_9606,ARUK-UCL,1
Homo sapiens (human) firre intergenic repeating RNA element (FIRRE),GO:0001740,Barr body,IDA,ECO:0000314,PMID:24463464,URS00002F3F76_9606,ARUK-UCL,1
Homo sapiens (human) non-protein coding lnc-ACTRT3-2:2,GO:0000333;GO:0005697;GO:0090661,box H/ACA telomerase RNP complex;telomerase catalytic core complex;telomerase holoenzyme complex,IC;IDA;IMP;IPI;TAS,ECO:0000304;ECO:0000305;ECO:0000314;ECO:0000315;ECO:0000353,PMID:10757788;PMID:11313459;PMID:16507993;PMID:18082603;PMID:19701182;PMID:22527283;PMID:9398860;PMID:9443919,URS00004416C5_9606,BHF-UCL,10
Homo sapiens (human) telomerase RNA component (TERC),GO:0000333;GO:0005697;GO:0090661,box H/ACA telomerase RNP complex;telomerase catalytic core complex;telomerase holoenzyme complex,IC;IDA;IMP;IPI;TAS,ECO:0000304;ECO:0000305;ECO:0000314;ECO:0000315;ECO:0000353,PMID:10757788;PMID:11313459;PMID:16507993;PMID:18082603;PMID:19701182;PMID:22527283;PMID:9398860;PMID:9443919,URS00004A7003_9606,BHF-UCL,10
ICE1,GO:0008023,transcription elongation factor complex,IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:23932780,Q9Y2F5,ComplexPortal;GO_Central;UniProt,3
ICE2,GO:0008023,transcription elongation factor complex,IDA;IMP;NAS,ECO:0000314;ECO:0000315;ECO:0005547,PMID:22195968;PMID:23932780,Q659A1,ComplexPortal;UniProt,3
IFI27,GO:0005635;GO:0005637,nuclear envelope;nuclear inner membrane,IDA,ECO:0000314,PMID:11722583;PMID:22427340,P40305,MGI;UniProt,2
IHO1,GO:0000794,condensed nuclear chromosome,IBA;ISS;NAS,ECO:0000250;ECO:0000318;ECO:0005547,GO_REF:0000024;GO_REF:0000033;PMID:27723721,Q8IYA8,ComplexPortal;GO_Central;UniProt,3
IK,GO:0000228;GO:0071005,nuclear chromosome;U2-type precatalytic spliceosome,IDA;IMP,ECO:0000314;ECO:0000315,PMID:24252166;PMID:28781166,Q13123,UniProt,2
IMP3,GO:0032040;GO:0034457,Mpp10 complex;small-subunit processome,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:12655004;PMID:34516797,Q9NV31,ComplexPortal;GO_Central;MGI;UniProt,6
IMP4,GO:0032040;GO:0034457,Mpp10 complex;small-subunit processome,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:12655004;PMID:34516797,Q96G21,ComplexPortal;GO_Central;MGI;UniProt,6
ING1,GO:0070822,Sin3-type complex,NAS,ECO:0005547,PMID:28554894,Q9UK53,ComplexPortal,1
ING2,GO:0016602;GO:0070822,CCAAT-binding factor complex;Sin3-type complex,IDA;NAS,ECO:0000314;ECO:0005547,PMID:15243141;PMID:16387653;PMID:28554894,Q9H160,ComplexPortal;UniProt,3
ING3,GO:0000812,Swr1 complex,IDA,ECO:0000314,PMID:24463511,Q9NXR8,UniProt,1
INIP,GO:0070876,SOSS complex,IBA;IDA;IPI,ECO:0000314;ECO:0000318;ECO:0000353,GO_REF:0000033;PMID:18449195;PMID:19683501;PMID:24630995,Q9NRY2,ComplexPortal;GO_Central;UniProt,5
INO80,GO:0031011,Ino80 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:18026119;PMID:21303910,Q9ULG1,ComplexPortal;GO_Central;UniProt,4
INO80B,GO:0031011,Ino80 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:21303910,Q9C086,ComplexPortal;GO_Central;UniProt,3
INO80C,GO:0031011;GO:0071339,Ino80 complex;MLL1 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:15960975;PMID:21303910,Q6PI98,ComplexPortal;GO_Central;UniProt,4
INO80D,GO:0031011,Ino80 complex,IDA,ECO:0000314,PMID:21303910,Q53TQ3,ComplexPortal,1
INO80E,GO:0031011,Ino80 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:21303910,Q8NBZ0,ComplexPortal;GO_Central;UniProt,3
INPP4A,GO:0031965,nuclear membrane,IDA,ECO:0000314,GO_REF:0000052,B8ZZB2;Q96PE3,HPA,2
INSR,GO:0005635,nuclear envelope,IDA,ECO:0000314,PMID:19406747,P06213,ARUK-UCL,1
INTS1,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:29471365;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:38570683;PMID:39032490,Q8N201,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,13
INTS10,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:32647223;PMID:33548203;PMID:34004147;PMID:36920904;PMID:38570683;PMID:38823386;PMID:39032490,Q9NVR2,ComplexPortal;FlyBase;GO_Central;HGNC;UniProt,11
INTS11,GO:0032039;GO:0160232,INTAC complex;integrator complex,IDA;IPI;NAS,ECO:0000314;ECO:0000353;ECO:0005547,PMID:16239144;PMID:29471365;PMID:32697989;PMID:33243860;PMID:33548203;PMID:34762484;PMID:36869814;PMID:36920904;PMID:37080207;PMID:38570683;PMID:39032489;PMID:39032490,Q5TA45,BHF-UCL;ComplexPortal;FlyBase;UniProt,16
INTS12,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:33548203;PMID:34004147;PMID:36920904;PMID:38570683;PMID:39032490,Q96CB8,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,9
INTS13,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:32647223;PMID:33548203;PMID:36920904;PMID:38570683;PMID:38823386;PMID:38906142;PMID:39032490,Q9NVM9,ComplexPortal;FlyBase;GO_Central;UniProt,11
INTS14,GO:0032039;GO:0160232,INTAC complex;integrator complex,IDA;IPI;NAS,ECO:0000314;ECO:0000353;ECO:0005547,PMID:32647223;PMID:33548203;PMID:36920904;PMID:38570683;PMID:38823386;PMID:38906142;PMID:39032490,Q96SY0,ComplexPortal;FlyBase;UniProt,10
INTS15,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:33548203;PMID:33973408;PMID:36920904;PMID:38570683;PMID:38823386;PMID:39032490,Q96N11,ComplexPortal;FlyBase;GO_Central;UniProt,9
INTS2,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:38570683;PMID:39032490,Q9H0H0,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,12
INTS3,GO:0032039;GO:0070876;GO:0160232,INTAC complex;integrator complex;SOSS complex,IDA;IPI;NAS,ECO:0000314;ECO:0000353;ECO:0005547,PMID:16239144;PMID:18449195;PMID:19683501;PMID:24630995;PMID:29471365;PMID:33548203;PMID:34004147;PMID:36920904;PMID:38570683;PMID:39032490,Q68E01,ComplexPortal;FlyBase;HGNC-UCL;UniProt,13
INTS4,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:29471365;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:38570683;PMID:39032489;PMID:39032490,Q96HW7,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,15
INTS5,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:38570683;PMID:39032490,Q6P9B9,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,13
INTS6,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:38570683;PMID:39032490,Q9UL03,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,13
INTS6L,GO:0032039,integrator complex,IBA,ECO:0000318,GO_REF:0000033,Q5JSJ4,GO_Central,1
INTS7,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:29471365;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:38570683;PMID:39032490,Q9NVH2,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,13
INTS8,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:37080207;PMID:38570683;PMID:39032490,Q75QN2,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,14
INTS9,GO:0032039;GO:0160232,INTAC complex;integrator complex,IBA;IDA;IPI;NAS,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005547,GO_REF:0000033;PMID:16239144;PMID:29471365;PMID:33243860;PMID:33548203;PMID:34004147;PMID:34762484;PMID:36869814;PMID:36920904;PMID:38570683;PMID:39032489;PMID:39032490,Q9NV88,ComplexPortal;FlyBase;GO_Central;HGNC-UCL;UniProt,15
IPO11,GO:0005635,nuclear envelope,IBA,ECO:0000318,GO_REF:0000033,Q9UI26,GO_Central,1
IPO5,GO:0005643;GO:0031965,nuclear membrane;nuclear pore,IC;IDA;TAS,ECO:0000304;ECO:0000305;ECO:0000314,GO_REF:0000052;PMID:31340999;PMID:9271386,A0A0D9SG25;C9J583;C9J875;C9JQT6;C9JXE0;C9JZD8;E7ESZ1;E7ETV3;E7ETV8;E7EV12;E7EWK4;E7EX05;H0Y3V4;H0Y8C6;O00410,HPA;PINC;UniProt,17
IPO7,GO:0005635;GO:0005643,nuclear envelope;nuclear pore,IBA;TAS,ECO:0000304;ECO:0000318,GO_REF:0000033;PMID:9214382,O95373,GO_Central;PINC,2
IPO8,GO:0005635,nuclear envelope,IBA,ECO:0000318,GO_REF:0000033,O15397,GO_Central,1
IPO9,GO:0005635,nuclear envelope,IBA,ECO:0000318,GO_REF:0000033,Q96P70,GO_Central,1
IRAG2,GO:0005635;GO:0034993,meiotic nuclear membrane microtubule tethering complex;nuclear envelope,IPI;ISS,ECO:0000250;ECO:0000353,GO_REF:0000024;PMID:33058875;PMID:38291267,Q12912,ComplexPortal;UniProt,3
IRF9,GO:0070721,ISGF3 complex,IPI,ECO:0000353,PMID:24065129,Q00978,ComplexPortal,1
ISY1,GO:0005681;GO:0071006;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome,IBA;IDA;IPI,ECO:0000314;ECO:0000318;ECO:0000353,GO_REF:0000033;PMID:11991638;PMID:25599396;PMID:29301961;PMID:39068178,Q9ULR0,ComplexPortal;GO_Central;UniProt,8
ITPR3,GO:0005640,nuclear outer membrane,ISS,ECO:0000250,GO_REF:0000024,Q14573,BHF-UCL,1
ITPRIP,GO:0005640,nuclear outer membrane,ISS,ECO:0000250,GO_REF:0000024,Q8IWB1,UniProt,1
IVNS1ABP,GO:0005681,spliceosomal complex,TAS,ECO:0000304,PMID:9696811,Q9Y6Y0,PINC,1
JARID2,GO:0035097;GO:0035098,ESC/E(Z) complex;histone methyltransferase complex,IPI;ISS,ECO:0000250;ECO:0000353;ECO:0005546,GO_REF:0000024;GO_REF:0000114;PMID:29348366;PMID:33514705,Q92833,ComplexPortal;UniProt,4
JDP2,GO:0090575,RNA polymerase II transcription regulator complex,EXP,ECO:0005543,PMID:11231009,Q8WYK2,ComplexPortal,1
JMJD1C,GO:0000118,histone deacetylase complex,IBA,ECO:0000318,GO_REF:0000033,Q15652,GO_Central,1
JUN,GO:0000228;GO:0035976;GO:0090575,nuclear chromosome;RNA polymerase II transcription regulator complex;transcription factor AP-1 complex,IDA;IMP;IPI;TAS,ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000353,PMID:10508860;PMID:10918580;PMID:16327802;PMID:20102225;PMID:23661758;PMID:26514923;PMID:7816143;PMID:8662824;PMID:9510247,P05412,CAFA;ComplexPortal;PINC;UniProt,9
JUNB,GO:0035976;GO:0090575,RNA polymerase II transcription regulator complex;transcription factor AP-1 complex,IDA;IPI,ECO:0000314;ECO:0000353,PMID:10508860;PMID:20102225;PMID:23661758,P17275,CAFA;ComplexPortal,3
JUND,GO:0035976;GO:0090575,RNA polymerase II transcription regulator complex;transcription factor AP-1 complex,IDA;IPI,ECO:0000314;ECO:0000353,PMID:10508860;PMID:20102225,P17535,CAFA;ComplexPortal,2
JUP,GO:0071665,gamma-catenin-TCF7L2 complex,IDA,ECO:0000314,PMID:14661054,P14923,BHF-UCL,1
KANSL1,GO:0071339,MLL1 complex,IDA,ECO:0000314,PMID:15960975,Q7Z3B3,UniProt,1
KASH5,GO:0000800;GO:0005640;GO:0034993,lateral element;meiotic nuclear membrane microtubule tethering complex;nuclear outer membrane,IBA;IPI,ECO:0000318;ECO:0000353,GO_REF:0000033;PMID:33393904,Q8N6L0,ComplexPortal;GO_Central,4
KAT2A,GO:0033276,transcription factor TFTC complex,IDA;NAS,ECO:0000314;ECO:0005547,PMID:10373431,Q92830,ComplexPortal;UniProt,2
KAT5,GO:0000812,Swr1 complex,IDA,ECO:0000314,PMID:24463511,Q92993,UniProt,1
KAT7,GO:0036409,histone H3-K14 acetyltransferase complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:21753189,O95251,GO_Central;UniProt,2
KAT8,GO:0071339,MLL1 complex,IDA,ECO:0000314,PMID:15960975,Q9H7Z6,UniProt,1
KDM1A,GO:0035097,histone methyltransferase complex,IDA,ECO:0000314,PMID:19497860,O60341,ARUK-UCL,1
KDM2B,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex,IDA;NAS,ECO:0000314;ECO:0005547,PMID:16943429;PMID:22325352,Q8NHM5,ComplexPortal;UniProt,2
KDM3A,GO:0000118,histone deacetylase complex,IBA,ECO:0000318,GO_REF:0000033,Q9Y4C1,GO_Central,1
KDM3B,GO:0000118,histone deacetylase complex,IBA,ECO:0000318,GO_REF:0000033,Q7LBC6,GO_Central,1
KDM6A,GO:0035097;GO:0044666,histone methyltransferase complex;MLL3/4 complex,IBA;IDA;IPI,ECO:0000314;ECO:0000318;ECO:0000353,GO_REF:0000033;PMID:17500065;PMID:23508102,O15550,ComplexPortal;GO_Central;MGI;UniProt,4
KDM6B,GO:0044666,MLL3/4 complex,IBA,ECO:0000318,GO_REF:0000033,O15054,GO_Central,1
KDR,GO:0031965,nuclear membrane,IDA,ECO:0000314,GO_REF:0000052,P35968,HPA,1
KHDC4,GO:0005681,spliceosomal complex,IDA,ECO:0000314,PMID:19641227;PMID:23144703,Q7Z7F0,UniProt,2
KIFAP3,GO:0000794,condensed nuclear chromosome,IDA,ECO:0000314,PMID:16298999,Q92845,BHF-UCL,1
KIN,GO:0005681;GO:0071006,spliceosomal complex;U2-type catalytic step 1 spliceosome,IPI,ECO:0000353,PMID:39068178,O60870,ComplexPortal,2
KLHDC2,GO:0031965,nuclear membrane,IDA,ECO:0000314,GO_REF:0000052,G3V2H2;G3V3U8;Q9Y2U9,HPA,3
