symbol,source_group,go_ids,go_names
MBD2,GO8,GO:0000118;GO:0016581,histone deacetylase complex;NuRD complex
MBD3,GO8,GO:0016581,NuRD complex
MBD4,GO8,GO:0006281;GO:0006974;GO:0045008,depyrimidination;DNA damage response;DNA repair
MBTD1,GO8,GO:0000724,double-strand break repair via homologous recombination
MBTPS1,GO8,GO:0007095,mitotic G2 DNA damage checkpoint signaling
MBTPS2,GO8,GO:0007095,mitotic G2 DNA damage checkpoint signaling
MC1R,GO8,GO:0070914,UV-damage excision repair
MCL1,GO8,GO:0006974;GO:0008630,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage
MCM10,GO8,GO:0006974;GO:0043596,DNA damage response;nuclear replication fork
MCM2,GO8,GO:0000228;GO:0000727;GO:0005664;GO:0071162,CMG complex;double-strand break repair via break-induced replication;nuclear chromosome;nuclear origin of replication recognition complex
MCM3,GO8,GO:0000727;GO:0005658;GO:0071162,alpha DNA polymerase:primase complex;CMG complex;double-strand break repair via break-induced replication
MCM3AP,GO8,GO:0005643;GO:0044615;GO:0070390,nuclear pore;nuclear pore nuclear basket;transcription export complex 2
MCM4,GO8,GO:0000727;GO:0071162,CMG complex;double-strand break repair via break-induced replication
MCM5,GO8,GO:0000727;GO:0071162,CMG complex;double-strand break repair via break-induced replication
MCM6,GO8,GO:0000727;GO:0071162,CMG complex;double-strand break repair via break-induced replication
MCM7,GO8,GO:0000727;GO:0006974;GO:0071162,CMG complex;DNA damage response;double-strand break repair via break-induced replication
MCM8,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0036298;GO:0070716,DNA damage response;DNA repair;double-strand break repair via homologous recombination;mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication;recombinational interstrand cross-link repair
MCM9,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0036298;GO:0070716,DNA damage response;DNA repair;double-strand break repair via homologous recombination;mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication;recombinational interstrand cross-link repair
MCMDC2,GO8,GO:0000727;GO:0006281;GO:0006974;GO:0007146;GO:0042140;GO:1990918,DNA damage response;DNA repair;double-strand break repair involved in meiotic recombination;double-strand break repair via break-induced replication;late meiotic recombination nodule assembly;meiotic recombination nodule assembly
MCRS1,GO8,GO:0006281;GO:0006974;GO:0031011;GO:0071339,DNA damage response;DNA repair;Ino80 complex;MLL1 complex
MCTS1,GO8,GO:0006974,DNA damage response
MDC1,GO8,GO:0006281;GO:0006974;GO:0031573,DNA damage response;DNA repair;mitotic intra-S DNA damage checkpoint signaling
MDM2,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
MDM4,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
MECOM,GO8,GO:0000118,histone deacetylase complex
MED1,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED10,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED11,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED12,GO8,GO:0016592;GO:1990508,CKM complex;mediator complex
MED12L,GO8,GO:0016592,mediator complex
MED13,GO8,GO:0016592;GO:1990508,CKM complex;mediator complex
MED13L,GO8,GO:0016592,mediator complex
MED14,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED15,GO8,GO:0070847,core mediator complex
MED16,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED17,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED18,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED19,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED20,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED21,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED22,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED23,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED24,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED25,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED26,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED27,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED28,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED29,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED30,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED31,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED4,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED6,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED7,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED8,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MED9,GO8,GO:0016592;GO:0070847,core mediator complex;mediator complex
MEI4,GO8,GO:0000794;GO:0000800,condensed nuclear chromosome;lateral element
MEIOB,GO8,GO:0000724,double-strand break repair via homologous recombination
MEN1,GO8,GO:0006281;GO:0006974;GO:0035097;GO:0044665;GO:0071339,DNA damage response;DNA repair;histone methyltransferase complex;MLL1 complex;MLL1/2 complex
MEPCE,GO8,GO:0120259,7SK snRNP
METTL14,GO8,GO:0006974,DNA damage response
METTL3,GO8,GO:0006974,DNA damage response
MFAP1,GO8,GO:0005681;GO:0005684;GO:0071005,spliceosomal complex;U2-type precatalytic spliceosome;U2-type spliceosomal complex
MGA,GO8,GO:0035102;GO:0071339;GO:0090571,MLL1 complex;PRC1 complex;RNA polymerase II transcription repressor complex
MGME1,GO8,GO:0006281;GO:0006974;GO:0043504,DNA damage response;DNA repair;mitochondrial DNA repair
MGMT,GO8,GO:0006281;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair
MICA,GO8,GO:0006974,DNA damage response
MIER1,GO8,GO:0000118,histone deacetylase complex
MIER2,GO8,GO:0000118,histone deacetylase complex
MIF,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
MIS18A,GO8,GO:0098654,CENP-A recruiting complex
MIS18BP1,GO8,GO:0098654,CENP-A recruiting complex
MLH1,GO8,GO:0000710;GO:0000794;GO:0000795;GO:0005712;GO:0005715;GO:0006281;GO:0006298;GO:0006303;GO:0006974;GO:0008630;GO:0032389;GO:0032390,chiasma;condensed nuclear chromosome;DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;late recombination nodule;meiotic mismatch repair;mismatch repair;MutLalpha complex;MutLbeta complex;synaptonemal complex
MLH3,GO8,GO:0000710;GO:0000794;GO:0000795;GO:0005712;GO:0006281;GO:0006298;GO:0006974,chiasma;condensed nuclear chromosome;DNA damage response;DNA repair;meiotic mismatch repair;mismatch repair;synaptonemal complex
MLLT1,GO8,GO:0008023,transcription elongation factor complex
MLLT3,GO8,GO:0008023,transcription elongation factor complex
MLST8,GO8,GO:0006974,DNA damage response
MLX,GO8,GO:0090571;GO:0090575,RNA polymerase II transcription regulator complex;RNA polymerase II transcription repressor complex
MLXIP,GO8,GO:0090575,RNA polymerase II transcription regulator complex
MLXIPL,GO8,GO:0090575,RNA polymerase II transcription regulator complex
MMS19,GO8,GO:0005675;GO:0006281;GO:0006974,DNA damage response;DNA repair;transcription factor TFIIH holo complex
MMS22L,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0035101;GO:0043596,DNA damage response;DNA repair;double-strand break repair via homologous recombination;FACT complex;nuclear replication fork
MNAT1,GO8,GO:0000439;GO:0005675;GO:0006281;GO:0006289;GO:0070516;GO:0070985,CAK-ERCC2 complex;DNA repair;nucleotide-excision repair;transcription factor TFIIH core complex;transcription factor TFIIH holo complex;transcription factor TFIIK complex
MNDA,GO8,GO:0006974,DNA damage response
MNT,GO8,GO:0070443;GO:0090571,Mad-Max complex;RNA polymerase II transcription repressor complex
MOAP1,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
MORC2,GO8,GO:0006974,DNA damage response
MORC3,GO8,GO:0051457,maintenance of protein location in nucleus
MORF4L1,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0070822,DNA damage response;DNA repair;double-strand break repair via homologous recombination;Sin3-type complex
MORF4L2,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
MPG,GO8,GO:0006281;GO:0006284;GO:0006307;GO:0006974;GO:0045007,base-excision repair;depurination;DNA alkylation repair;DNA damage response;DNA repair
MPHOSPH10,GO8,GO:0032040;GO:0034457,Mpp10 complex;small-subunit processome
MPHOSPH6,GO8,GO:0000176,nuclear exosome (RNase complex)
MPHOSPH8,GO8,GO:0140283;GO:0140286,HUSH complex;HUSH2 complex
MPND,GO8,GO:0006302;GO:0070531;GO:0070552,BRCA1-A complex;BRISC complex;double-strand break repair
MSH2,GO8,GO:0006281;GO:0006298;GO:0006301;GO:0006302;GO:0006974;GO:0008630;GO:0031573;GO:0032301;GO:0032302;GO:0042771,DNA damage response;DNA damage tolerance;DNA repair;double-strand break repair;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mismatch repair;mitotic intra-S DNA damage checkpoint signaling;MutSalpha complex;MutSbeta complex
MSH3,GO8,GO:0006281;GO:0006298;GO:0006974;GO:0032302,DNA damage response;DNA repair;mismatch repair;MutSbeta complex
MSH4,GO8,GO:0000794;GO:0000795;GO:0005713;GO:0006298,condensed nuclear chromosome;mismatch repair;recombination nodule;synaptonemal complex
MSH5,GO8,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair
MSH6,GO8,GO:0000710;GO:0006281;GO:0006298;GO:0006974;GO:0008630;GO:0032301,DNA damage response;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage;meiotic mismatch repair;mismatch repair;MutSalpha complex
MSL2,GO8,GO:0006974,DNA damage response
MTA1,GO8,GO:0006302;GO:0016581,double-strand break repair;NuRD complex
MTA2,GO8,GO:0000118;GO:0016581,histone deacetylase complex;NuRD complex
MTA3,GO8,GO:0016581,NuRD complex
MTF2,GO8,GO:0035098,ESC/E(Z) complex
MTOR,GO8,GO:0006974,DNA damage response
MUC1,GO8,GO:0030330;GO:0031571,"DNA damage response, signal transduction by p53 class mediator;mitotic G1 DNA damage checkpoint signaling"
MUS81,GO8,GO:0000727;GO:0006281;GO:0006302;GO:0006974;GO:0031573;GO:0043596,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via break-induced replication;mitotic intra-S DNA damage checkpoint signaling;nuclear replication fork
MUTYH,GO8,GO:0006281;GO:0006284;GO:0006298;GO:0006974;GO:0045007,base-excision repair;depurination;DNA damage response;DNA repair;mismatch repair
MVP,GO8,GO:0005643,nuclear pore
MX2,GO8,GO:0005643,nuclear pore
MXD1,GO8,GO:0070443;GO:0090571,Mad-Max complex;RNA polymerase II transcription repressor complex
MXD3,GO8,GO:0070443;GO:0090575,Mad-Max complex;RNA polymerase II transcription regulator complex
MXD4,GO8,GO:0070443;GO:0090571,Mad-Max complex;RNA polymerase II transcription repressor complex
MXI1,GO8,GO:0070443;GO:0090575,Mad-Max complex;RNA polymerase II transcription regulator complex
MYB,GO8,GO:0090575,RNA polymerase II transcription regulator complex
MYBBP1A,GO8,GO:0110016,B-WICH complex
MYBL2,GO8,GO:0031523;GO:0090575,Myb complex;RNA polymerase II transcription regulator complex
MYC,GO8,GO:0006974;GO:0008630;GO:0071943;GO:0090571,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;Myc-Max complex;RNA polymerase II transcription repressor complex
MYCL,GO8,GO:0071943,Myc-Max complex
MYCN,GO8,GO:0071943,Myc-Max complex
MYF5,GO8,GO:0090575,RNA polymerase II transcription regulator complex
MYF6,GO8,GO:0090575,RNA polymerase II transcription regulator complex
MYH9,GO8,GO:0008180,COP9 signalosome
MYO6,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
MYZAP,GO8,GO:0005665,"RNA polymerase II, core complex"
NABP1,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0070876,DNA damage response;DNA repair;double-strand break repair via homologous recombination;SOSS complex
NABP2,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0070876,DNA damage response;DNA repair;double-strand break repair via homologous recombination;SOSS complex
NAT10,GO8,GO:0005697;GO:0032040,small-subunit processome;telomerase holoenzyme complex
NBN,GO8,GO:0000077;GO:0000724;GO:0000729;GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0030330;GO:0030870;GO:0031848;GO:0043247;GO:0070533;GO:0097681,"BRCA1-C complex;DNA damage checkpoint signaling;DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via homologous recombination;mitotic G2 DNA damage checkpoint signaling;Mre11 complex;protection from non-homologous end joining at telomere;telomere maintenance in response to DNA damage"
NCAPD2,GO8,GO:0000228;GO:0000794,condensed nuclear chromosome;nuclear chromosome
NCAPD3,GO8,GO:0000794,condensed nuclear chromosome
NCAPG,GO8,GO:0000794,condensed nuclear chromosome
NCAPG2,GO8,GO:0000794,condensed nuclear chromosome
NCAPH,GO8,GO:0000794,condensed nuclear chromosome
NCAPH2,GO8,GO:0000794,condensed nuclear chromosome
NCKIPSD,GO8,GO:0008180,COP9 signalosome
NCL,GO8,GO:0005681,spliceosomal complex
NCOA1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NCOA2,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NCOA6,GO8,GO:0006974;GO:0035097;GO:0044666,DNA damage response;histone methyltransferase complex;MLL3/4 complex
NCOR1,GO8,GO:0000118,histone deacetylase complex
NCR1,GO8,GO:0016514,SWI/SNF complex
NDC1,GO8,GO:0005643;GO:0017056;GO:0070762,nuclear pore;nuclear pore transmembrane ring;structural constituent of nuclear pore
NDRG1,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
NDUFS6,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
NEDD4,GO8,GO:0006974,DNA damage response
NEIL1,GO8,GO:0006281;GO:0006284;GO:0006287;GO:0006974;GO:0045008,"base-excision repair;base-excision repair, gap-filling;depyrimidination;DNA damage response;DNA repair"
NEIL2,GO8,GO:0006281;GO:0006284;GO:0006974;GO:0045008,base-excision repair;depyrimidination;DNA damage response;DNA repair
NEIL3,GO8,GO:0000012;GO:0006281;GO:0006284;GO:0006285;GO:0006974;GO:0036297;GO:0045007,"base-excision repair;base-excision repair, AP site formation;depurination;DNA damage response;DNA repair;interstrand cross-link repair;single strand break repair"
NEK11,GO8,GO:0031573,mitotic intra-S DNA damage checkpoint signaling
NEK2,GO8,GO:0000794,condensed nuclear chromosome
NEK4,GO8,GO:0006974,DNA damage response
NELFA,GO8,GO:0032021,NELF complex
NELFB,GO8,GO:0032021,NELF complex
NELFCD,GO8,GO:0032021,NELF complex
NELFE,GO8,GO:0032021,NELF complex
NEURL4,GO8,GO:0043504,mitochondrial DNA repair
NEUROD1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NFAT5,GO8,GO:0006974,DNA damage response
NFATC2,GO8,GO:0006974;GO:0035976,DNA damage response;transcription factor AP-1 complex
NFATC4,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
NFE2,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NFE2L2,GO8,GO:0016592;GO:0090575,mediator complex;RNA polymerase II transcription regulator complex
NFE2L3,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NFIL3,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NFKB1,GO8,GO:0035525,NF-kappaB p50/p65 complex
NFRKB,GO8,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
NFYA,GO8,GO:0016602;GO:0090575,CCAAT-binding factor complex;RNA polymerase II transcription regulator complex
NFYB,GO8,GO:0016602;GO:0090575,CCAAT-binding factor complex;RNA polymerase II transcription regulator complex
NFYC,GO8,GO:0016602;GO:0090575,CCAAT-binding factor complex;RNA polymerase II transcription regulator complex
NGDN,GO8,GO:0032040,small-subunit processome
NHEJ1,GO8,GO:0005958;GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0032807,DNA damage response;DNA ligase IV complex;DNA repair;DNA-dependent protein kinase-DNA ligase 4 complex;double-strand break repair;double-strand break repair via nonhomologous end joining
NHP2,GO8,GO:0005697;GO:0031429;GO:0072589;GO:0090661,box H/ACA scaRNP complex;box H/ACA snoRNP complex;box H/ACA telomerase RNP complex;telomerase holoenzyme complex
NIPBL,GO8,GO:0006974;GO:0032039;GO:0032116;GO:0090694;GO:1990414,DNA damage response;integrator complex;replication-born double-strand break repair via sister chromatid exchange;Scc2-Scc4 cohesin loading complex;SMC loading complex
NKAP,GO8,GO:0005681;GO:0071007,spliceosomal complex;U2-type catalytic step 2 spliceosome
NKX2-5,GO8,GO:0090575;GO:1990664,Nkx-2.5 complex;RNA polymerase II transcription regulator complex
NKX3-1,GO8,GO:0006974,DNA damage response
NME3,GO8,GO:0006281,DNA repair
NOC2L,GO8,GO:0030690;GO:0030691,Noc1p-Noc2p complex;Noc2p-Noc3p complex
NOC4L,GO8,GO:0030692;GO:0032040,Noc4p-Nop14p complex;small-subunit processome
NOL10,GO8,GO:0032040,small-subunit processome
NOL11,GO8,GO:0032040;GO:0034455,small-subunit processome;t-UTP complex
NOL6,GO8,GO:0000794;GO:0032040;GO:0032545;GO:0034456,condensed nuclear chromosome;CURI complex;small-subunit processome;UTP-C complex
NOL7,GO8,GO:0032040,small-subunit processome
NONO,GO8,GO:0006281;GO:0006974;GO:0090575,DNA damage response;DNA repair;RNA polymerase II transcription regulator complex
NOP10,GO8,GO:0005697;GO:0031429;GO:0072589;GO:0090661,box H/ACA scaRNP complex;box H/ACA snoRNP complex;box H/ACA telomerase RNP complex;telomerase holoenzyme complex
NOP14,GO8,GO:0030692;GO:0032040,Noc4p-Nop14p complex;small-subunit processome
NOP56,GO8,GO:0032040,small-subunit processome
NOP58,GO8,GO:0032040,small-subunit processome
NOTCH1,GO8,GO:1990433,CSL-Notch-Mastermind transcription factor complex
NPAP1,GO8,GO:0005643;GO:0017056,nuclear pore;structural constituent of nuclear pore
NPAS2,GO8,GO:0006974;GO:1990513,CLOCK-BMAL transcription complex;DNA damage response
NPIPA1,GO8,GO:0005643,nuclear pore
NPM1,GO8,GO:0006281,DNA repair
NR1H2,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NR1H3,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NR1H4,GO8,GO:0090575,RNA polymerase II transcription regulator complex
NR5A1,GO8,GO:0051457;GO:0090575,maintenance of protein location in nucleus;RNA polymerase II transcription regulator complex
