symbol,go_ids,go_names,evidence_set,eco_set,refs,gene_products,assigned_by,n_annotations
ELL3,GO:0008023,transcription elongation factor complex,IBA;IDA;IEA;NAS,ECO:0000256;ECO:0000303;ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000002;GO_REF:0000033;PMID:10882741;PMID:22195968;PMID:23932780,Q9HB65,ComplexPortal;GO_Central;InterPro;UniProt,5
ELOA,GO:0070449,elongin complex,IDA;IEA,ECO:0000256;ECO:0000314,GO_REF:0000002;PMID:7660122,Q14241,InterPro;UniProt,2
ELOA2,GO:0070449,elongin complex,IEA,ECO:0000256,GO_REF:0000002,Q8IYF1,InterPro,1
ELOB,GO:0070449,elongin complex,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0000501,GO_REF:0000033;GO_REF:0000120;PMID:7660122,Q15370,GO_Central;UniProt,3
ELOC,GO:0070449,elongin complex,IBA;IDA;IEA,ECO:0000265;ECO:0000314;ECO:0000318,GO_REF:0000033;GO_REF:0000107;PMID:7660122,Q15369,Ensembl;GO_Central;UniProt,3
ELOF1,GO:0006281;GO:0006283;GO:0006974;GO:0008023,DNA damage response;DNA repair;transcription elongation factor complex;transcription-coupled nucleotide-excision repair,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:34108662;PMID:34108663;PMID:38316879,P60002,GO_Central;UniProt,7
ELP2,GO:0008023,transcription elongation factor complex,IDA,ECO:0000314,PMID:11714725,Q6IA86,HGNC-UCL,1
ELP4,GO:0008023,transcription elongation factor complex,IDA,ECO:0000314,PMID:11818576,Q96EB1,UniProt,1
EMD,GO:0005635;GO:0005637;GO:0005640;GO:0031965,nuclear envelope;nuclear inner membrane;nuclear membrane;nuclear outer membrane,IBA;IDA;IEA;IMP;NAS;TAS,ECO:0000265;ECO:0000303;ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501;ECO:0007322,GO_REF:0000033;GO_REF:0000044;GO_REF:0000052;GO_REF:0000054;GO_REF:0000107;GO_REF:0000120;PMID:16858403;PMID:17785515;PMID:19167377;PMID:21610090;PMID:27534416;PMID:8589715;Reactome:R-HSA-2993898;Reactome:R-HSA-2995376;Reactome:R-HSA-5229194,P50402,BHF-UCL;CAFA;Ensembl;GO_Central;HPA;LIFEdb;PINC;Reactome;UniProt,17
EME1,GO:0000228;GO:0006281;GO:0006302;GO:0006974;GO:0031573;GO:0043596,DNA damage response;DNA repair;double-strand break repair;mitotic intra-S DNA damage checkpoint signaling;nuclear chromosome;nuclear replication fork,IBA;IDA;IEA;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000501;ECO:0005547;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000117;GO_REF:0000120;PMID:18413719;PMID:24813886,Q96AY2,ComplexPortal;GO_Central;UniProt,8
EME2,GO:0006281;GO:0006302;GO:0006974;GO:0031573;GO:0043596,DNA damage response;DNA repair;double-strand break repair;mitotic intra-S DNA damage checkpoint signaling;nuclear replication fork,IBA;IDA;IEA;IMP;NAS,ECO:0000256;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501;ECO:0005547;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000117;GO_REF:0000120;PMID:17289582;PMID:24813886,A4GXA9,ComplexPortal;GO_Central;UniProt,8
EMG1,GO:0032040,small-subunit processome,IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:34516797,Q92979,ComplexPortal;GO_Central;UniProt,3
EMSY,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,Q7Z589,UniProt,2
ENDOG,GO:0006974,DNA damage response,IMP,ECO:0000315,PMID:33473107,Q14249,UniProt,1
ENDOV,GO:0006281,DNA repair,IEA,ECO:0000256,GO_REF:0000002,Q8N8Q3,InterPro,1
ENO1,GO:0005640,nuclear outer membrane,IDA,ECO:0000314,PMID:11134351,P06733,UniProt,1
ENY2,GO:0005643;GO:0033276;GO:0044615;GO:0070390;GO:0071819,DUBm complex;nuclear pore;nuclear pore nuclear basket;transcription export complex 2;transcription factor TFTC complex,IBA;IDA;IEA;IPI;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0000501;ECO:0005547,GO_REF:0000033;GO_REF:0000104;GO_REF:0000120;PMID:10373431;PMID:22307388;PMID:23591820;PMID:27601583,Q9NPA8,ComplexPortal;GO_Central;UniProt,9
EP300,GO:0042771;GO:0140861,DNA repair-dependent chromatin remodeling;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,IDA,ECO:0000314,PMID:17403783;PMID:40240600,Q09472,UniProt,3
EP400,GO:0000812;GO:0006281,DNA repair;Swr1 complex,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:24463511,Q96L91,GO_Central;UniProt,3
EP400P1,GO:0000812,Swr1 complex,IDA,ECO:0000314,PMID:36328277,Q6ZTU2,UniProt,1
EPAS1,GO:0090575,RNA polymerase II transcription regulator complex,IPI,ECO:0000353,PMID:23434853,Q99814,ComplexPortal,1
EPB41L2,GO:0008180,COP9 signalosome,IDA,ECO:0000314,PMID:18850735,O43491,UniProt,1
EPC1,GO:0000724;GO:0031965,double-strand break repair via homologous recombination;nuclear membrane,IDA,ECO:0000314,PMID:10976108;PMID:27153538,Q9H2F5,MGI;UniProt,3
EPC2,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,Q52LR7,UniProt,2
EPHA2,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,IDA,ECO:0000314,PMID:18339848,P29317,UniProt,1
EPOP,GO:0035098;GO:0070449,elongin complex;ESC/E(Z) complex,IEA;NAS,ECO:0000265;ECO:0005547,GO_REF:0000107;PMID:35800061,A6NHQ4,ComplexPortal;Ensembl,3
ERBIN,GO:0031965,nuclear membrane,IEA,ECO:0007322,GO_REF:0000044,Q96RT1,UniProt,1
ERCC1,GO:0000109;GO:0000110;GO:0000720;GO:0006281;GO:0006289;GO:0006302;GO:0006303;GO:0006974;GO:0036297;GO:0070522;GO:0070914,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via nonhomologous end joining;ERCC4-ERCC1 complex;interstrand cross-link repair;nucleotide-excision repair;nucleotide-excision repair complex;nucleotide-excision repair factor 1 complex;pyrimidine dimer repair by nucleotide-excision repair;UV-damage excision repair,IBA;IDA;IEA;IMP,ECO:0000265;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501,GO_REF:0000033;GO_REF:0000107;GO_REF:0000120;PMID:10413517;PMID:14690602;PMID:17055345;PMID:25538220;PMID:3290851;PMID:7559382;PMID:7657672;PMID:8197175,P07992,BHF-UCL;Ensembl;GO_Central;MGI;UniProt,19
ERCC2,GO:0000439;GO:0005669;GO:0005675;GO:0006281;GO:0006283;GO:0006289;GO:0006974;GO:0070516,CAK-ERCC2 complex;DNA damage response;DNA repair;nucleotide-excision repair;transcription factor TFIID complex;transcription factor TFIIH core complex;transcription factor TFIIH holo complex;transcription-coupled nucleotide-excision repair,IDA;IEA;IMP;IPI;NAS;TAS,ECO:0000303;ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000353;ECO:0000501;ECO:0005547;ECO:0007322,GO_REF:0000043;GO_REF:0000120;PMID:11445587;PMID:15220921;PMID:2184031;PMID:22572993;PMID:27193682;PMID:7663514;PMID:8663148;PMID:8692841;PMID:8692842;PMID:9852112;Reactome:R-HSA-6781827,P18074,ComplexPortal;Reactome;UniProt,17
ERCC3,GO:0000112;GO:0000439;GO:0005669;GO:0005675;GO:0006281;GO:0006283;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair;nucleotide-excision repair factor 3 complex;transcription factor TFIID complex;transcription factor TFIIH core complex;transcription factor TFIIH holo complex;transcription-coupled nucleotide-excision repair,IBA;IDA;IEA;IMP;IPI;NAS;TAS,ECO:0000256;ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000353;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;PMID:15220921;PMID:17466626;PMID:17509950;PMID:2167179;PMID:22572993;PMID:27193682;PMID:7663514;PMID:8663148;PMID:8692841;PMID:8692842;PMID:9852112;Reactome:R-HSA-6781827,P19447,ComplexPortal;GO_Central;InterPro;Reactome;UniProt,18
ERCC4,GO:0000109;GO:0000110;GO:0000724;GO:0006281;GO:0006289;GO:0006303;GO:0006974;GO:0070522;GO:1901255,DNA damage response;DNA repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining;ERCC4-ERCC1 complex;nucleotide-excision repair;nucleotide-excision repair complex;nucleotide-excision repair factor 1 complex;nucleotide-excision repair involved in interstrand cross-link repair,IBA;IDA;IEA;IGI;IMP;IPI,ECO:0000314;ECO:0000315;ECO:0000316;ECO:0000318;ECO:0000353;ECO:0000501;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000120;PMID:10413517;PMID:10644440;PMID:11790111;PMID:14690602;PMID:14728600;PMID:16076955;PMID:17055345;PMID:19596235;PMID:22547097;PMID:32034146;PMID:8797827,Q92889,BHF-UCL;ComplexPortal;GO_Central;MGI;UniProt,23
ERCC5,GO:0000109;GO:0000724;GO:0005662;GO:0006281;GO:0006283;GO:0006285;GO:0006289;GO:0006974,"base-excision repair, AP site formation;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;nucleotide-excision repair;nucleotide-excision repair complex;transcription-coupled nucleotide-excision repair",IDA;IEA;IMP;TAS,ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000501;ECO:0007322,GO_REF:0000043;GO_REF:0000120;PMID:11259578;PMID:16246722;PMID:26833090;PMID:32522879;PMID:32821917;PMID:7657672;PMID:7700386;PMID:8090225;PMID:9927729;Reactome:R-HSA-5690988;Reactome:R-HSA-6781827,P28715,Reactome;UniProt,15
ERCC6,GO:0000012;GO:0000077;GO:0006281;GO:0006283;GO:0006284;GO:0006290;GO:0006974;GO:0008023;GO:0008630;GO:0097680;GO:0110016,B-WICH complex;base-excision repair;DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair via classical nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;pyrimidine dimer repair;single strand break repair;transcription elongation factor complex;transcription-coupled nucleotide-excision repair,IBA;IDA;IEA;IMP,ECO:0000265;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501,GO_REF:0000033;GO_REF:0000107;GO_REF:0000120;PMID:10564257;PMID:16603771;PMID:25820262;PMID:26620705;PMID:29545921;PMID:32355176;PMID:34526721;PMID:38316879;PMID:38600235;PMID:9326587;PMID:9565609;PMID:9973627,Q03468,ComplexPortal;Ensembl;GO_Central;UniProt,20
ERCC6L,GO:0006281,DNA repair,IBA,ECO:0000318,GO_REF:0000033,Q2NKX8,GO_Central,1
ERCC6L2,GO:0006281;GO:0006974;GO:0036297;GO:0097680,DNA damage response;DNA repair;double-strand break repair via classical nonhomologous end joining;interstrand cross-link repair,IBA;IDA;IEA;IMP,ECO:0000256;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000117;PMID:24507776;PMID:32355287;PMID:37014751,Q5T890,GO_Central;UniProt,7
ERCC8,GO:0000012;GO:0000109;GO:0006281;GO:0006283;GO:0006289;GO:0006974;GO:0097680,DNA damage response;DNA repair;double-strand break repair via classical nonhomologous end joining;nucleotide-excision repair;nucleotide-excision repair complex;single strand break repair;transcription-coupled nucleotide-excision repair,IBA;IDA;IEA;IPI;ISS;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005546;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;GO_REF:0000114;PMID:11782547;PMID:12732143;PMID:22118460;PMID:29545921;PMID:32142649;PMID:32355176;PMID:34526721;PMID:38316879;PMID:38600235,Q13216,ComplexPortal;GO_Central;InterPro;MGI;UniProt,19
ERH,GO:0000346,transcription export complex,NAS,ECO:0005547,PMID:33191911,P84090,ComplexPortal,1
ERI1,GO:0071204,histone pre-mRNA 3'end processing complex,ISS,ECO:0000250,GO_REF:0000024,Q8IV48,UniProt,1
ERN1,GO:0005637,nuclear inner membrane,IEA,ECO:0000265,GO_REF:0000107,O75460,Ensembl,1
ESCO2,GO:0006302,double-strand break repair,IEA,ECO:0000265,GO_REF:0000107,Q56NI9,Ensembl,1
ESRRB,GO:0032039,integrator complex,ISS,ECO:0000250,GO_REF:0000024,O95718,UniProt,1
ESS2,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:11991638,Q96DF8,GO_Central;UniProt,3
ETAA1,GO:0006281;GO:0006974;GO:0043596,DNA damage response;DNA repair;nuclear replication fork,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:27723717;PMID:27723720,Q9NY74,GO_Central;UniProt,8
ETV3,GO:0090571,RNA polymerase II transcription repressor complex,IEA,ECO:0000265,GO_REF:0000107,P41162,Ensembl,1
EXD2,GO:0000724;GO:0000729;GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via homologous recombination,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000043;PMID:26807646,Q9NVH0,UniProt,5
EXO1,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair,IBA;IDA;IEA;IMP;IPI;ISS;TAS,ECO:0000250;ECO:0000304;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000353;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:10364235;PMID:11809771;PMID:14636568;PMID:9685493;PMID:9788596;Reactome:R-HSA-5358565,Q9UQ84,GO_Central;PINC;Reactome;UniProt,10
EXO5,GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;interstrand cross-link repair,IBA;IEA;IMP,ECO:0000315;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:23095756,Q9H790,GO_Central;UniProt,4
EXOSC1,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;NAS,ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:20531386,Q9Y3B2,ComplexPortal;GO_Central,3
EXOSC10,GO:0000176;GO:0006281;GO:0006974;GO:0032040;GO:0101019,DNA damage response;DNA repair;nuclear exosome (RNase complex);nucleolar exosome (RNase complex);small-subunit processome,IBA;IDA;IEA;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;PMID:20531386;PMID:26166824;PMID:34516797,Q01780,ComplexPortal;GO_Central;InterPro;UniProt,8
EXOSC2,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:20531386;PMID:26166824,Q13868,ComplexPortal;GO_Central;UniProt,4
EXOSC3,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:11110791;PMID:20531386,Q9NQT5,ComplexPortal;GO_Central;UniProt,4
EXOSC4,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;NAS,ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:20531386,Q9NPD3,ComplexPortal;GO_Central,3
EXOSC5,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;NAS,ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:20531386,Q9NQT4,ComplexPortal;GO_Central,3
EXOSC6,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;NAS,ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:20531386,Q5RKV6,ComplexPortal;GO_Central,3
EXOSC7,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;NAS,ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:20531386,Q15024,ComplexPortal;GO_Central,3
EXOSC8,GO:0000176;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;NAS,ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:20531386,Q96B26,ComplexPortal;GO_Central,3
EXOSC9,GO:0000176;GO:0000228;GO:0101019,nuclear chromosome;nuclear exosome (RNase complex);nucleolar exosome (RNase complex),IBA;IDA;NAS,ECO:0000303;ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:11879549;PMID:20531386;PMID:22791713;PMID:24105744,Q06265,ComplexPortal;GO_Central;UniProt,6
EYA1,GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair,IEA;IMP,ECO:0000315;ECO:0007322,GO_REF:0000043;PMID:19234442,Q99502,UniProt,3
EYA2,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,O00167,UniProt,2
EYA3,GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair,IEA;IMP;TAS,ECO:0000304;ECO:0000315;ECO:0007322,GO_REF:0000043;PMID:19234442;Reactome:R-HSA-5693606,Q99504,Reactome;UniProt,4
EYA4,GO:0006281;GO:0006974,DNA damage response;DNA repair,IEA,ECO:0007322,GO_REF:0000043,O95677,UniProt,2
EZH1,GO:0035098,ESC/E(Z) complex,IBA;IDA;IEA;IPI;ISS;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0005546;ECO:0005547,GO_REF:0000033;GO_REF:0000114;GO_REF:0000117;PMID:20075857;PMID:33514705;PMID:35800061,Q92800,ComplexPortal;GO_Central;UniProt,6
EZH2,GO:0005677;GO:0031519;GO:0035098,chromatin silencing complex;ESC/E(Z) complex;PcG protein complex,IBA;IDA;IEA;IPI;ISS;NAS,ECO:0000265;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0000501;ECO:0005546;ECO:0005547,GO_REF:0000033;GO_REF:0000107;GO_REF:0000114;GO_REF:0000120;PMID:15385962;PMID:20075857;PMID:23104054;PMID:23273982;PMID:24474760;PMID:29348366;PMID:35800061,Q15910,ComplexPortal;Ensembl;GO_Central;MGI;UniProt,12
FAAP100,GO:0006281;GO:0006974;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair,IEA;IMP;NAS,ECO:0000256;ECO:0000315;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000043;PMID:19965384;PMID:22343915;PMID:40232843,Q0VG06,ComplexPortal;InterPro;UniProt,7
FAAP20,GO:0006281;GO:0006974;GO:0019985;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair;translesion synthesis,IBA;IDA;IEA;IMP;NAS,ECO:0000314;ECO:0000315;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:19965384;PMID:22266823;PMID:22343915;PMID:22396592;PMID:22705371,Q6NZ36,ComplexPortal;GO_Central;UniProt,18
FAAP24,GO:0006281;GO:0006974;GO:0036297;GO:0043240;GO:0071821,DNA damage response;DNA repair;FANCM-MHF complex;Fanconi anaemia nuclear complex;interstrand cross-link repair,IBA;IDA;IEA;IPI,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000353;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;PMID:20347428;PMID:20347429,Q9BTP7,ComplexPortal;GO_Central;InterPro;UniProt,9
FAF1,GO:0005635,nuclear envelope,IEA,ECO:0000265,GO_REF:0000107,Q9UNN5,Ensembl,1
FAM111A,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair,IBA;IDA;IEA,ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000033;GO_REF:0000043;PMID:32165630,Q96PZ2,GO_Central;UniProt,5
FAM111B,GO:0005652;GO:0106300,nuclear lamina;protein-DNA covalent cross-linking repair,IBA;IDA,ECO:0000314;ECO:0000318,GO_REF:0000033;PMID:36610347,Q6SJ93,GO_Central;UniProt,2
FAM156A,GO:0005635,nuclear envelope,IDA,ECO:0000314,GO_REF:0000054,Q8NDB6,LIFEdb,1
FAM169A,GO:0005635;GO:0005637;GO:0031965,nuclear envelope;nuclear inner membrane;nuclear membrane,IDA;IEA,ECO:0000314;ECO:0007322,GO_REF:0000044;GO_REF:0000052,Q9Y6X4,HPA;UniProt,3
FAM209A,GO:0005637,nuclear inner membrane,IEA;ISS,ECO:0000250;ECO:0007322,GO_REF:0000024;GO_REF:0000044,Q5JX71,UniProt,2
FAM209B,GO:0005637,nuclear inner membrane,IEA;ISS,ECO:0000250;ECO:0007322,GO_REF:0000024;GO_REF:0000044,Q5JX69,UniProt,2
FAM32A,GO:0005681;GO:0071006;GO:0071007,spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome,IPI,ECO:0000353,PMID:35705093,Q9Y421,ComplexPortal,3
FAM76B,GO:0046826,negative regulation of protein export from nucleus,IMP,ECO:0000315,PMID:37643469,Q5HYJ3,UniProt,1
FAM9A,GO:0000795,synaptonemal complex,IBA,ECO:0000318,GO_REF:0000033,Q8IZU1,GO_Central,1
FAM9B,GO:0000795,synaptonemal complex,IBA,ECO:0000318,GO_REF:0000033,Q8IZU0,GO_Central,1
FAM9C,GO:0000795,synaptonemal complex,IBA,ECO:0000318,GO_REF:0000033,Q8IZT9,GO_Central,1
FAN1,GO:0000724;GO:0006281;GO:0006289;GO:0006974;GO:0036297,DNA damage response;DNA repair;double-strand break repair via homologous recombination;interstrand cross-link repair;nucleotide-excision repair,IBA;IDA;IEA;IMP,ECO:0000256;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0000501;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;GO_REF:0000120;PMID:20603015;PMID:20603016;PMID:20603073;PMID:25430771,Q9Y2M0,GO_Central;InterPro;UniProt,11
FANCA,GO:0006281;GO:0006974;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair,IBA;IDA;IEA;NAS;TAS,ECO:0000256;ECO:0000304;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;PMID:19965384;PMID:20347428;PMID:22266823;PMID:22343915;PMID:22705371;PMID:8896564,O15360,ComplexPortal;GO_Central;InterPro;PINC;UniProt,12
FANCB,GO:0006281;GO:0006974;GO:0036297;GO:0043240;GO:1990414,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair;replication-born double-strand break repair via sister chromatid exchange,IBA;IDA;IEA;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;PMID:19965384;PMID:20347428;PMID:22343915,Q8NB91,ComplexPortal;GO_Central;InterPro;UniProt,9
FANCC,GO:0006281;GO:0006289;GO:0006974;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair;nucleotide-excision repair,IBA;IDA;IEA;NAS;TAS,ECO:0000256;ECO:0000304;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;PMID:1574115;PMID:19965384;PMID:20347428;PMID:22266823;PMID:22343915,Q00597,ComplexPortal;GO_Central;InterPro;PINC;UniProt,11
FANCD2,GO:0006281;GO:0006974;GO:0031573;GO:0036297;GO:1990918,DNA damage response;DNA repair;double-strand break repair involved in meiotic recombination;interstrand cross-link repair;mitotic intra-S DNA damage checkpoint signaling,IBA;IEA;NAS,ECO:0000318;ECO:0000501;ECO:0005547,GO_REF:0000033;GO_REF:0000120;PMID:19965384,Q9BXW9,ComplexPortal;GO_Central;UniProt,6
FANCE,GO:0006281;GO:0006974;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair,IBA;IDA;IEA;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;PMID:19965384;PMID:20347428;PMID:22266823;PMID:22343915,Q9HB96,ComplexPortal;GO_Central;InterPro;UniProt,9
FANCF,GO:0006281;GO:0006974;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair,IBA;IDA;IEA;NAS,ECO:0000256;ECO:0000314;ECO:0000318;ECO:0000501;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;GO_REF:0000120;PMID:19965384;PMID:20347428;PMID:22343915,Q9NPI8,ComplexPortal;GO_Central;InterPro;UniProt,9
FANCG,GO:0006281;GO:0006974;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair,IBA;IDA;IEA;NAS;TAS,ECO:0000256;ECO:0000304;ECO:0000314;ECO:0000318;ECO:0000501;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;GO_REF:0000120;PMID:19965384;PMID:20347428;PMID:22266823;PMID:22343915;PMID:22705371;PMID:9256465,O15287,ComplexPortal;GO_Central;InterPro;PINC;UniProt,13
FANCI,GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;interstrand cross-link repair,IEA;NAS,ECO:0000501;ECO:0005547;ECO:0007322,GO_REF:0000043;GO_REF:0000120;PMID:19965384,Q9NVI1,ComplexPortal;UniProt,3
FANCL,GO:0005635;GO:0006281;GO:0006974;GO:0036297;GO:0043240,DNA damage response;DNA repair;Fanconi anaemia nuclear complex;interstrand cross-link repair;nuclear envelope,IBA;IDA;IEA;IMP;NAS,ECO:0000256;ECO:0000265;ECO:0000314;ECO:0000315;ECO:0000318;ECO:0005547;ECO:0007322,GO_REF:0000002;GO_REF:0000033;GO_REF:0000043;GO_REF:0000107;PMID:16916645;PMID:19965384;PMID:20347428;PMID:22343915,Q9NW38,ComplexPortal;Ensembl;GO_Central;InterPro;UniProt,12
FANCM,GO:0006281;GO:0006974;GO:0036297;GO:0043240;GO:0045003;GO:0071821,DNA damage response;DNA repair;double-strand break repair via synthesis-dependent strand annealing;FANCM-MHF complex;Fanconi anaemia nuclear complex;interstrand cross-link repair,IBA;IDA;IEA;IPI,ECO:0000314;ECO:0000318;ECO:0000353;ECO:0000501;ECO:0007322,GO_REF:0000033;GO_REF:0000043;GO_REF:0000120;PMID:20347428;PMID:20347429,Q8IYD8,ComplexPortal;GO_Central;UniProt,9
FBH1,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination,IBA;IDA;IEA;ISS,ECO:0000250;ECO:0000314;ECO:0000318;ECO:0007322,GO_REF:0000024;GO_REF:0000033;GO_REF:0000043;PMID:19736316;PMID:23319600;PMID:23361013;PMID:25585578,Q8NFZ0,GO_Central;UniProt,8
FBL,GO:0032040,small-subunit processome,IBA;IDA;NAS,ECO:0000314;ECO:0000318;ECO:0005547,GO_REF:0000033;PMID:34516797,P22087,ComplexPortal;GO_Central;UniProt,3
